Chg,"Player
Sort First: 



		Last:",Team,Opp,Rec,Yard,TD,FFPts
,Antonio Brown,PIT,GB,8,110,1,17.0
,T.Y. Hilton,IND,TEN,7,100,1,16.0
,Brandin Cooks,NE,MIA,6,95,1,15.5
,A.J. Green,CIN,CLE,7,95,1,15.5
,Doug Baldwin,SEA,@SF,7,85,1,14.5
,Stefon Diggs,MIN,@DET,7,85,1,14.5
,Mike Evans,TB,@ATL,7,85,1,14.5
,Golden Tate,DET,MIN,8,85,1,14.5
,Michael Thomas,NO,@LAR,6,85,1,14.5
,Josh Doctson,WAS,NYG,6,80,1,14.0
,Tyreek Hill,KC,BUF,5,70,1,14.0
,Julio Jones,ATL,TB,5,80,1,14.0
,Keenan Allen,LAC,@DAL,7,75,1,13.5
,Corey Davis,TEN,@IND,5,75,1,13.5
,Devin Funchess,CAR,@NYJ,6,75,1,13.5
,DeAndre Hopkins,HOU,@BAL,5,75,1,13.5
,DeSean Jackson,TB,@ATL,6,75,1,13.5
,Jarvis Landry,MIA,@NE,7,75,1,13.5
,Adam Thielen,MIN,@DET,5,75,1,13.5
,Robby Anderson,NYJ,CAR,5,70,1,13.0
,Michael Crabtree,OAK,DEN,5,70,1,13.0
,Larry Fitzgerald,ARI,JAC,6,70,1,13.0
,Kenny Stills,MIA,@NE,6,70,1,13.0
,Demaryius Thomas,DEN,@OAK,6,70,1,13.0
,Davante Adams,GB,@PIT,5,65,1,12.5
,Alshon Jeffery,PHI,CHI,5,65,1,12.5
,Marvin Jones,DET,MIN,4,65,1,12.5
,Martavis Bryant,PIT,GB,4,55,1,12.0
,Ted Ginn Jr.,NO,@LAR,4,60,1,12.0
,Cooper Kupp,LAR,NO,6,60,1,12.0
,Marqise Lee,JAC,@ARI,4,60,1,12.0
,Corey Coleman,CLE,@CIN,4,55,1,11.5
,Mohamed Sanu,ATL,TB,4,55,1,11.5
,Danny Amendola,NE,MIA,5,50,1,11.0
,Mike Williams,LAC,@DAL,2,30,1,9.0
,Jamison Crowder,WAS,NYG,7,75,0,7.5
,Dez Bryant,DAL,LAC,6,70,0,7.0
,Marquise Goodwin,SF,SEA,5,70,0,7.0
,Jeremy Maclin,BAL,HOU,6,70,0,7.0
,Dontrelle Inman,CHI,@PHI,5,65,0,6.5
,Amari Cooper,OAK,DEN,5,60,0,6.0
,Randall Cobb,GB,@PIT,4,45,0,5.5
,Jermaine Kearse,NYJ,CAR,4,55,0,5.5
,Roger Lewis,NYG,@WAS,4,55,0,5.5
,Paul Richardson,SEA,@SF,4,55,0,5.5
,Mike Wallace,BAL,HOU,4,55,0,5.5
,Sammy Watkins,LAR,NO,4,55,0,5.5
,Bruce Ellington,HOU,@BAL,4,50,0,5.0
,Tavarres King,NYG,@WAS,4,50,0,5.0
,Brandon LaFell,CIN,CLE,3,50,0,5.0
,Nelson Agholor,PHI,CHI,3,45,0,4.5
,Zay Jones,BUF,@KC,4,45,0,4.5
,Tyler Lockett,SEA,@SF,4,45,0,4.5
,DeVante Parker,MIA,@NE,3,45,0,4.5
,Russell Shepard,CAR,@NYJ,4,45,0,4.5
,Cole Beasley,DAL,LAC,4,40,0,4.0
,Jordan Matthews,BUF,@KC,3,40,0,4.0
,Donte Moncrief,IND,TEN,2,40,0,4.0
,Jordy Nelson,GB,@PIT,3,40,0,4.0
,Emmanuel Sanders,DEN,@OAK,3,40,0,4.0
,Torrey Smith,PHI,CHI,2,40,0,4.0
,Taywan Taylor,TEN,@IND,3,40,0,4.0
,Terrance Williams,DAL,LAC,3,40,0,4.0
,Eric Decker,TEN,@IND,3,35,0,3.5
,Adam Humphries,TB,@ATL,3,35,0,3.5
,Josh Reynolds,LAR,NO,3,35,0,3.5
,Deonte Thompson,BUF,@KC,2,35,0,3.5
,Dede Westbrook,JAC,@ARI,2,35,0,3.5
,Kendall Wright,CHI,@PHI,3,35,0,3.5
,Keelan Cole,JAC,@ARI,2,30,0,3.0
,Taylor Gabriel,ATL,TB,3,30,0,3.0
,Kenny Golladay,DET,MIN,2,30,0,3.0
,Louis Murphy,SF,SEA,2,30,0,3.0
,J.J. Nelson,ARI,JAC,2,30,0,3.0
,Demarcus Robinson,KC,BUF,2,30,0,3.0
,Travis Benjamin,LAC,@DAL,2,25,0,2.5
,Jaron Brown,ARI,JAC,2,25,0,2.5
,Brandon Coleman,NO,@LAR,2,25,0,2.5
,Chris Godwin,TB,@ATL,2,25,0,2.5
,Maurice Harris,WAS,NYG,2,25,0,2.5
,Braxton Miller,HOU,@BAL,2,25,0,2.5
,Aldrick Robinson,SF,SEA,2,25,0,2.5
,Chester Rogers,IND,TEN,2,25,0,2.5
,Eli Rogers,PIT,GB,2,25,0,2.5
,Laquon Treadwell,MIN,@DET,2,25,0,2.5
,Tyrell Williams,LAC,@DAL,2,25,0,2.5
,Tavon Austin,LAR,NO,1,10,0,2.0
,Kenny Britt,CLE,@CIN,2,20,0,2.0
,Bennie Fowler,DEN,@OAK,2,20,0,2.0
,Justin Hardy,ATL,TB,1,20,0,2.0
,Ricardo Louis,CLE,@CIN,1,20,0,2.0
,Cordarrelle Patterson,OAK,DEN,1,10,0,2.0
,Travis Rudolph,NYG,@WAS,1,20,0,2.0
,Willie Snead,NO,@LAR,1,20,0,2.0
,Chad Williams,ARI,JAC,1,20,0,2.0
,Brice Butler,DAL,LAC,1,15,0,1.5
,Ryan Grant,WAS,NYG,1,15,0,1.5
,Seth Roberts,OAK,DEN,1,15,0,1.5
,Phillip Dorsett,NE,MIA,1,10,0,1.0
,T.J. Jones,DET,MIN,1,10,0,1.0
