Chg,"Player
Sort First: 



		Last:",Team,Opp,Comp,Att,Yard,TD,INT,Att,Yard,TD,FFPts
,Cam Newton,CAR,@NO,18,29,225,1,1,10,55,1,26.8
,Alex Smith,KC,TEN,23,33,250,2,0,4,20,0,22.5
,Jared Goff,LAR,ATL,24,36,255,2,0,2,5,0,21.3
,Blake Bortles,JAC,BUF,18,29,225,2,1,4,15,0,20.8
,Drew Brees,NO,CAR,24,36,255,2,0,0,0,0,20.8
,Marcus Mariota,TEN,@KC,19,32,240,1,1,6,35,0,19.5
,Tyrod Taylor,BUF,@JAC,17,28,225,1,1,6,35,0,18.8
,Matt Ryan,ATL,@LAR,22,33,245,1,1,1,5,0,16.8
