"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Le'Veon Bell","RB","PIT","JAC","Sun 1:00 PM","0.0","0.0","0.0","96.9","0.8","28.8","0.1"
"2","Todd Gurley","RB","LA","SEA","Sun 4:05 PM","0.0","0.0","0.0","88.3","0.7","27.9","0.1"
"3","Ezekiel Elliott","RB","DAL","GB","Sun 4:25 PM","1.1","0.1","0.0","99.8","1.0","25.4","0.1"
"4","Kareem Hunt","RB","KC","@HOU","Sun 8:30 PM","0.0","0.0","0.0","77.6","0.5","39.8","0.1"
"5","LeSean McCoy","RB","BUF","@CIN","Sun 1:00 PM","0.0","0.0","0.0","77.5","0.6","27.5","0.2"
"6","Carlos Hyde","RB","SF","@IND","Sun 1:00 PM","0.0","0.0","0.0","95.2","0.6","16.1","0.0"
"7","Leonard Fournette","RB","JAC","@PIT","Sun 1:00 PM","0.0","0.0","0.0","69.4","0.4","21.1","0.0"
"8","Jay Ajayi","RB","PHI","ARI","Sun 1:00 PM","0.0","0.0","0.0","90.1","0.9","15.0","0.1"
"9","Melvin Gordon","RB","LAC","@NYG","Sun 1:00 PM","0.0","0.0","0.0","72.4","0.4","37.5","0.0"
"10","Bilal Powell","RB","NYJ","@CLE","Sun 1:00 PM","0.0","0.0","0.0","66.2","0.5","25.4","0.2"
"11","Jordan Howard","RB","CHI","MIN","Mon 8:30 PM","0.0","0.0","0.0","57.7","0.4","30.1","0.1"
"12","Joe Mixon","RB","CIN","BUF","Sun 1:00 PM","0.0","0.0","0.0","38.4","0.2","19.9","0.1"
"13","Marshawn Lynch","RB","OAK","BAL","Sun 4:05 PM","0.0","0.0","0.0","40.1","0.3","24.6","0.1"
"14","Ameer Abdullah","RB","DET","CAR","Sun 1:00 PM","0.0","0.0","0.0","50.1","0.5","29.0","0.1"
