"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Wil Lutz","K","NO","CHI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2","Stephen Gostkowski","K","NE","LAC","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"3","Jake Elliott","K","PHI","SF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4","Harrison Butker","K","KC","DEN","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"5","Justin Tucker","K","BAL","MIA","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"6","Kai Forbath","K","MIN","@CLE","Sun 9:30 AM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","Matt Bryant","K","ATL","@NYJ","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"8","Steven Hauschka","K","BUF","OAK","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"9","Matt Prater","K","DET","PIT","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"10","Randy Bullock","K","CIN","IND","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"11","Graham Gano","K","CAR","@TB","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","Blair Walsh","K","SEA","HOU","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","Chris Boswell","K","PIT","@DET","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","Nick Rose","K","LAC","@NE","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","Nick Novak","K","LAC","@NE","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
