"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Le'Veon Bell","RB","PIT","MIN","Sun 1:00 PM","0.0","0.0","0.0","85.7","0.6","41.6","0.2"
"2","Melvin Gordon","RB","LAC","MIA","Sun 4:05 PM","0.0","0.0","0.0","74.4","0.6","23.8","0.1"
"3","Ezekiel Elliott","RB","DAL","@DEN","Sun 4:25 PM","0.4","0.0","0.0","92.2","0.6","27.6","0.1"
"4","Kareem Hunt","RB","KC","PHI","Sun 1:00 PM","0.0","0.0","0.0","63.3","0.5","26.5","0.1"
"5","Marshawn Lynch","RB","OAK","NYJ","Sun 4:05 PM","0.0","0.0","0.0","54.8","0.3","19.4","0.1"
"6","Todd Gurley","RB","LA","WAS","Sun 4:25 PM","0.0","0.0","0.0","70.0","0.7","15.3","0.1"
"7","Leonard Fournette","RB","JAC","TEN","Sun 1:00 PM","0.0","0.0","0.0","58.7","0.5","15.5","0.1"
"8","LeSean McCoy","RB","BUF","@CAR","Sun 1:00 PM","0.0","0.0","0.0","82.4","0.6","28.9","0.1"
"9","Jay Ajayi","RB","PHI","@KC","Sun 1:00 PM","0.0","0.0","0.0","74.0","0.5","22.1","0.0"
"10","Ty Montgomery","RB","GB","@ATL","Sun 8:30 PM","0.0","0.0","0.0","57.5","0.5","22.3","0.1"
"11","C.J. Anderson","RB","DEN","DAL","Sun 4:25 PM","0.0","0.0","0.0","54.3","0.3","18.3","0.1"
"12","Devonta Freeman","RB","ATL","GB","Sun 8:30 PM","0.0","0.0","0.0","68.1","0.7","32.1","0.2"
"13","Jordan Howard","RB","CHI","@TB","Sun 1:00 PM","0.6","0.0","0.0","58.9","0.3","15.2","0.1"
"14","Dalvin Cook","RB","MIN","@PIT","Sun 1:00 PM","0.1","0.0","0.0","54.4","0.3","27.2","0.1"
"15","Lamar Miller","RB","HOU","@CIN","Thu 8:25 PM","0.0","0.0","0.0","70.4","0.3","15.8","0.1"
"16","DeMarco Murray","RB","TEN","@JAC","Sun 1:00 PM","0.2","0.0","0.0","71.2","0.6","18.5","0.1"
"17","Christian McCaffrey","RB","CAR","BUF","Sun 1:00 PM","0.9","0.0","0.0","50.3","0.2","20.6","0.1"
"18","Terrance West","RB","BAL","CLE","Sun 1:00 PM","0.2","0.0","0.0","44.8","0.4","15.6","0.0"
"19","Mike Gillislee","RB","NE","@NO","Sun 1:00 PM","0.0","0.0","0.0","46.8","0.5","10.3","0.1"
"20","Jacquizz Rodgers","RB","TB","CHI","Sun 1:00 PM","0.0","0.0","0.0","56.7","0.3","16.0","0.1"
"21","Carlos Hyde","RB","SF","@SEA","Sun 4:25 PM","0.0","0.0","0.0","56.7","0.5","8.4","0.0"
"22","Robert Kelley","RB","WAS","@LA","Sun 4:25 PM","0.0","0.0","0.0","46.8","0.4","11.8","0.0"
"23","Jonathan Stewart","RB","CAR","BUF","Sun 1:00 PM","0.7","0.0","0.0","59.2","0.3","8.5","0.0"
"24","Isaiah Crowell","RB","CLE","@BAL","Sun 1:00 PM","0.0","0.0","0.0","42.7","0.2","25.9","0.1"
"25","Paul Perkins","RB","NYG","DET","Mon 8:30 PM","0.5","0.0","0.0","42.8","0.3","13.6","0.1"
"26","Tarik Cohen","RB","CHI","@TB","Sun 1:00 PM","0.0","0.0","0.0","19.2","0.1","33.1","0.1"
"27","Kerwynn Williams","RB","ARI","@IND","Sun 1:00 PM","0.0","0.0","0.0","26.2","0.2","8.5","0.0"
"28","Tevin Coleman","RB","ATL","GB","Sun 8:30 PM","0.0","0.0","0.0","37.7","0.3","18.3","0.2"
"29","Bilal Powell","RB","NYJ","@OAK","Sun 4:05 PM","0.0","0.0","0.0","44.1","0.3","16.6","0.0"
"30","LeGarrette Blount","RB","PHI","@KC","Sun 1:00 PM","0.3","0.0","0.0","55.6","0.4","7.5","0.1"
"31","Ameer Abdullah","RB","DET","@NYG","Mon 8:30 PM","0.2","0.0","0.0","38.4","0.2","18.6","0.1"
"32","James White","RB","NE","@NO","Sun 1:00 PM","0.0","0.0","0.0","13.9","0.1","25.6","0.2"
"33","Mark Ingram","RB","NO","NE","Sun 1:00 PM","0.0","0.0","0.0","39.1","0.4","17.9","0.1"
"34","Thomas Rawls","RB","SEA","SF","Sun 4:25 PM","0.0","0.0","0.0","32.6","0.2","9.3","0.0"
"35","Joe Mixon","RB","CIN","HOU","Thu 8:25 PM","0.0","0.0","0.0","35.0","0.2","21.4","0.2"
"36","Javorius Allen","RB","BAL","CLE","Sun 1:00 PM","0.0","0.0","0.0","27.1","0.3","24.2","0.0"
"37","Frank Gore","RB","IND","ARI","Sun 1:00 PM","0.0","0.0","0.0","39.4","0.3","19.1","0.1"
"38","Jamaal Charles","RB","DEN","DAL","Sun 4:25 PM","0.0","0.0","0.0","30.2","0.2","5.8","0.0"
"39","Matt Forte","RB","NYJ","@OAK","Sun 4:05 PM","0.2","0.0","0.0","42.5","0.2","11.4","0.0"
"40","Andre Ellington","RB","HOU","@CIN","Thu 8:25 PM","0.0","0.0","0.0","17.2","0.1","14.8","0.0"
"41","Alvin Kamara","RB","NO","NE","Sun 1:00 PM","0.0","0.0","0.0","14.8","0.1","13.7","0.1"
