"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Le'Veon Bell","RB","PIT","GB","Sun 8:30 PM","0.7","0.1","0.0","95.1","0.7","36.8","0.2"
"2","Todd Gurley","RB","LA","NO","Sun 4:25 PM","0.0","0.0","0.0","98.0","0.8","35.6","0.1"
"3","Alvin Kamara","RB","NO","@LA","Sun 4:25 PM","0.0","0.0","0.0","52.7","0.4","40.8","0.2"
"4","Melvin Gordon","RB","LAC","@DAL","Thu 4:30 PM","0.0","0.0","0.0","74.4","0.5","35.3","0.1"
"5","Leonard Fournette","RB","JAC","@ARI","Sun 4:25 PM","0.0","0.0","0.0","75.8","0.5","18.9","0.1"
"6","LeSean McCoy","RB","BUF","@KC","Sun 1:00 PM","0.3","0.0","0.0","90.7","0.6","33.0","0.1"
"7","Mark Ingram","RB","NO","@LA","Sun 4:25 PM","0.0","0.0","0.0","77.7","0.5","19.9","0.1"
"8","Jordan Howard","RB","CHI","@PHI","Sun 1:00 PM","0.4","0.0","0.0","76.2","0.4","15.1","0.0"
"9","Kareem Hunt","RB","KC","BUF","Sun 1:00 PM","0.0","0.0","0.0","85.2","0.6","24.8","0.2"
"10","Samaje Perine","RB","WAS","NYG","Thu 8:30 PM","0.0","0.0","0.0","53.8","0.4","23.5","0.1"
"11","Carlos Hyde","RB","SF","SEA","Sun 4:05 PM","0.0","0.0","0.0","54.8","0.4","27.3","0.1"
"12","Jamaal Williams","RB","GB","@PIT","Sun 8:30 PM","0.0","0.0","0.0","36.7","0.2","33.9","0.1"
"13","Lamar Miller","RB","HOU","@BAL","Mon 8:30 PM","0.0","0.0","0.0","63.6","0.4","25.7","0.1"
"14","Dion Lewis","RB","NE","MIA","Sun 1:00 PM","0.0","0.0","0.0","33.0","0.2","15.4","0.1"
"15","Joe Mixon","RB","CIN","CLE","Sun 1:00 PM","0.0","0.0","0.0","56.3","0.4","17.5","0.0"
"16","Adrian Peterson","RB","ARI","JAC","Sun 4:25 PM","0.0","0.0","0.0","53.5","0.3","10.9","0.0"
"17","Christian McCaffrey","RB","CAR","@NYJ","Sun 1:00 PM","0.0","0.0","0.0","27.6","0.1","52.5","0.2"
"18","Marshawn Lynch","RB","OAK","DEN","Sun 4:25 PM","0.0","0.0","0.0","49.1","0.3","16.4","0.1"
"19","Tevin Coleman","RB","ATL","TB","Sun 1:00 PM","0.0","0.0","0.0","54.5","0.3","38.8","0.2"
"20","Rex Burkhead","RB","NE","MIA","Sun 1:00 PM","0.0","0.0","0.0","20.4","0.2","20.2","0.2"
"21","Kenyan Drake","RB","MIA","@NE","Sun 1:00 PM","0.0","0.0","0.0","32.0","0.1","14.7","0.0"
"22","Latavius Murray","RB","MIN","@DET","Thu 12:30 PM","0.0","0.0","0.0","57.5","0.4","10.1","0.0"
"23","Alex Collins","RB","BAL","HOU","Mon 8:30 PM","0.0","0.0","0.0","44.5","0.3","10.8","0.0"
"24","DeMarco Murray","RB","TEN","@IND","Sun 1:00 PM","0.2","0.0","0.0","48.7","0.2","24.6","0.0"
"25","Jerick McKinnon","RB","MIN","@DET","Thu 12:30 PM","0.0","0.0","0.0","42.6","0.3","23.2","0.0"
"26","Orleans Darkwa","RB","NYG","@WAS","Thu 8:30 PM","0.0","0.0","0.0","47.3","0.3","18.6","0.1"
"27","Devonta Freeman","RB","ATL","TB","Sun 1:00 PM","-","-","-","-","-","-","-"
"28","Isaiah Crowell","RB","CLE","@CIN","Sun 1:00 PM","0.0","0.0","0.0","46.3","0.3","17.0","0.1"
"29","Derrick Henry","RB","TEN","@IND","Sun 1:00 PM","0.0","0.0","0.0","40.5","0.4","9.0","0.0"
"30","Alfred Morris","RB","DAL","LAC","Thu 4:30 PM","0.0","0.0","0.0","55.9","0.4","18.4","0.0"
"31","Devontae Booker","RB","DEN","@OAK","Sun 4:25 PM","0.0","0.0","0.0","27.4","0.1","18.6","0.0"
"32","Ameer Abdullah","RB","DET","MIN","Thu 12:30 PM","0.0","0.0","0.0","44.6","0.4","14.2","0.1"
"33","Frank Gore","RB","IND","TEN","Sun 1:00 PM","0.0","0.0","0.0","53.0","0.3","22.1","0.1"
"34","Duke Johnson","RB","CLE","@CIN","Sun 1:00 PM","-0.0","0.0","0.0","19.4","0.1","36.8","0.1"
"35","Jay Ajayi","RB","PHI","CHI","Sun 1:00 PM","0.0","0.0","0.0","41.1","0.3","8.4","0.0"
"36","Danny Woodhead","RB","BAL","HOU","Mon 8:30 PM","0.0","0.0","0.0","13.6","0.0","40.2","0.2"
"37","Bilal Powell","RB","NYJ","CAR","Sun 1:00 PM","0.0","0.0","0.0","26.8","0.1","7.4","0.0"
"38","Jonathan Stewart","RB","CAR","@NYJ","Sun 1:00 PM","0.0","0.0","0.0","39.4","0.2","15.6","0.0"
"39","LeGarrette Blount","RB","PHI","CHI","Sun 1:00 PM","0.0","0.0","0.0","35.0","0.3","17.4","0.0"
"40","Austin Ekeler","RB","LAC","@DAL","Thu 4:30 PM","0.0","0.0","0.0","10.1","0.1","12.2","0.2"
"41","C.J. Anderson","RB","DEN","@OAK","Sun 4:25 PM","0.1","0.0","0.0","56.2","0.3","16.0","0.1"
"42","Jacquizz Rodgers","RB","TB","@ATL","Sun 1:00 PM","0.0","0.0","0.0","6.9","0.1","5.4","0.0"
"43","Matt Forte","RB","NYJ","CAR","Sun 1:00 PM","0.0","0.0","0.0","15.7","0.1","18.0","0.1"
"44","Rod Smith","RB","DAL","LAC","Thu 4:30 PM","0.0","0.0","0.0","22.1","0.1","12.1","0.0"
