"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Denver Broncos","DST","DEN","NYG","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2","Atlanta Falcons","DST","ATL","MIA","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"3","Jacksonville Jaguars","DST","JAC","LA","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4","Baltimore Ravens","DST","BAL","CHI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"5","Houston Texans","DST","HOU","CLE","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"6","Washington Redskins","DST","WAS","SF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","Los Angeles Rams","DST","LA","@JAC","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"8","New England Patriots","DST","NE","@NYJ","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"9","Arizona Cardinals","DST","ARI","TB","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"10","Kansas City Chiefs","DST","KC","PIT","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"11","Philadelphia Eagles","DST","PHI","@CAR","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","Carolina Panthers","DST","CAR","PHI","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","Tennessee Titans","DST","TEN","IND","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","Oakland Raiders","DST","OAK","LAC","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","Chicago Bears","DST","CHI","@BAL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","New York Giants","DST","NYG","@DEN","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","Green Bay Packers","DST","GB","@MIN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","Pittsburgh Steelers","DST","PIT","@KC","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","Tampa Bay Buccaneers","DST","TB","@ARI","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","Minnesota Vikings","DST","MIN","GB","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
