"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Antonio Brown","WR","PIT","@BAL","Sun 1:00 PM","0.0","0.0","0.0","0.9","0.0","100.3","0.6"
"2","Julio Jones","WR","ATL","BUF","Sun 1:00 PM","1.1","0.0","0.0","0.0","0.0","83.2","0.7"
"3","Jordy Nelson","WR","GB","CHI","Thu 8:25 PM","1.0","0.0","0.0","0.0","0.0","86.0","0.7"
"4","Odell Beckham","WR","NYG","@TB","Sun 4:05 PM","0.0","0.0","0.0","0.1","0.0","94.8","0.6"
"5","A.J. Green","WR","CIN","@CLE","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","102.9","0.6"
"6","Michael Thomas","WR","NO","@MIA","Sun 9:30 AM","1.1","0.0","0.0","0.0","0.0","79.6","0.7"
"7","Mike Evans","WR","TB","NYG","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","82.3","0.7"
"8","Keenan Allen","WR","LAC","PHI","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","64.1","0.5"
"9","Demaryius Thomas","WR","DEN","OAK","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","74.6","0.6"
"10","Dez Bryant","WR","DAL","LA","Sun 1:00 PM","0.8","0.0","0.0","0.0","0.0","68.3","0.7"
"11","Emmanuel Sanders","WR","DEN","OAK","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","70.8","0.7"
"12","Tyreek Hill","WR","KC","WAS","Mon 8:30 PM","0.3","0.0","0.0","6.3","0.0","78.2","0.5"
"13","DeAndre Hopkins","WR","HOU","TEN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","89.2","0.4"
"14","Larry Fitzgerald","WR","ARI","SF","Sun 4:05 PM","0.0","0.0","0.0","0.3","0.0","76.6","0.5"
"15","Brandin Cooks","WR","NE","CAR","Sun 1:00 PM","0.0","0.0","0.0","1.1","0.0","66.1","0.6"
"16","Doug Baldwin","WR","SEA","IND","Sun 8:30 PM","0.0","0.0","0.0","0.1","0.0","87.1","0.6"
"17","DeVante Parker","WR","MIA","NO","Sun 9:30 AM","0.0","0.0","0.0","0.0","0.0","60.5","0.1"
"18","Alshon Jeffery","WR","PHI","@LAC","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","78.9","0.4"
"19","Rishard Matthews","WR","TEN","@HOU","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","51.6","0.4"
"20","Golden Tate","WR","DET","@MIN","Sun 1:00 PM","0.0","0.0","0.0","1.1","0.0","69.4","0.5"
"21","Jarvis Landry","WR","MIA","NO","Sun 9:30 AM","0.0","0.0","0.0","1.0","0.0","82.2","0.4"
"22","Sammy Watkins","WR","LA","@DAL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","64.9","0.4"
"23","Stefon Diggs","WR","MIN","DET","Sun 1:00 PM","0.0","0.0","0.0","1.2","0.0","78.0","0.5"
"24","Davante Adams","WR","GB","CHI","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","57.3","0.6"
"25","Amari Cooper","WR","OAK","@DEN","Sun 4:25 PM","0.0","0.0","0.0","0.1","0.0","75.0","0.4"
"26","DeSean Jackson","WR","TB","NYG","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","44.1","0.3"
"27","Chris Hogan","WR","NE","CAR","Sun 1:00 PM","0.0","0.0","0.0","1.9","0.0","56.0","0.4"
"28","Martavis Bryant","WR","PIT","@BAL","Sun 1:00 PM","0.0","0.0","0.0","0.1","0.0","50.5","0.3"
"29","T.Y. Hilton","WR","IND","@SEA","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","67.0","0.4"
"30","Adam Thielen","WR","MIN","DET","Sun 1:00 PM","0.0","0.0","0.0","0.2","0.0","46.6","0.4"
"31","Randall Cobb","WR","GB","CHI","Thu 8:25 PM","0.7","0.0","0.0","3.2","0.0","59.1","0.3"
"32","Terrelle Pryor","WR","WAS","@KC","Mon 8:30 PM","0.0","0.0","0.0","0.2","0.0","65.2","0.3"
"33","Tyrell Williams","WR","LAC","PHI","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","52.1","0.4"
"34","Jamison Crowder","WR","WAS","@KC","Mon 8:30 PM","0.0","0.0","0.0","0.3","0.0","45.7","0.3"
"35","Pierre Garcon","WR","SF","@ARI","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","67.3","0.3"
"36","J.J. Nelson","WR","ARI","SF","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","46.9","0.3"
"37","Sterling Shepard","WR","NYG","@TB","Sun 4:05 PM","0.0","0.0","0.0","0.2","0.0","50.3","0.3"
"38","Devin Funchess","WR","CAR","@NE","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","43.3","0.3"
"39","Eric Decker","WR","TEN","@HOU","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","51.1","0.3"
"40","Jeremy Maclin","WR","BAL","PIT","Sun 1:00 PM","0.0","0.0","0.0","0.3","0.0","56.0","0.3"
"41","Kenny Stills","WR","MIA","NO","Sun 9:30 AM","0.0","0.0","0.0","0.0","0.0","31.4","0.2"
"42","Marqise Lee","WR","JAC","@NYJ","Sun 1:00 PM","0.0","0.0","0.0","0.1","0.0","63.3","0.4"
"43","Marquise Goodwin","WR","SF","@ARI","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","18.6","0.1"
"44","Mohamed Sanu","WR","ATL","BUF","Sun 1:00 PM","0.0","0.0","0.0","0.2","0.0","47.3","0.3"
"45","Brandon Marshall","WR","NYG","@TB","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","45.0","0.3"
"46","Ted Ginn","WR","NO","@MIA","Sun 9:30 AM","0.2","0.0","0.0","0.3","0.0","39.0","0.3"
"47","Tyler Lockett","WR","SEA","IND","Sun 8:30 PM","0.0","0.0","0.0","3.0","0.0","48.3","0.3"
"48","Allen Hurns","WR","JAC","@NYJ","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","55.0","0.3"
"49","Taylor Gabriel","WR","ATL","BUF","Sun 1:00 PM","0.0","0.0","0.0","2.1","0.0","28.2","0.3"
"50","Seth Roberts","WR","OAK","@DEN","Sun 4:25 PM","0.0","0.0","0.0","0.4","0.0","34.1","0.2"
