"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Rob Gronkowski","TE","NE","MIA","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","68.6","1.0"
"2","Travis Kelce","TE","KC","BUF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","59.2","0.4"
"3","Zach Ertz","TE","PHI","CHI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","52.9","0.5"
"4","Jimmy Graham","TE","SEA","@SF","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","44.8","0.5"
"5","Evan Engram","TE","NYG","@WAS","Thu 8:30 PM","0.0","0.0","0.0","0.0","0.0","58.2","0.4"
"6","Jared Cook","TE","OAK","DEN","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","40.3","0.2"
"7","Delanie Walker","TE","TEN","@IND","Sun 1:00 PM","0.0","0.0","0.0","0.1","0.0","42.6","0.4"
"8","Hunter Henry","TE","LAC","@DAL","Thu 4:30 PM","0.0","0.0","0.0","0.0","0.0","41.3","0.1"
"9","Vernon Davis","TE","WAS","NYG","Thu 8:30 PM","0.0","0.0","0.0","0.0","0.0","48.8","0.4"
"10","Kyle Rudolph","TE","MIN","@DET","Thu 12:30 PM","0.0","0.0","0.0","0.0","0.0","43.3","0.3"
"11","Jack Doyle","TE","IND","TEN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","49.2","0.2"
"12","Jason Witten","TE","DAL","LAC","Thu 4:30 PM","0.0","0.0","0.0","0.0","0.0","45.0","0.2"
"13","Austin Seferian-Jenkins","TE","NYJ","CAR","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","37.1","0.1"
"14","Charles Clay","TE","BUF","@KC","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","31.3","0.3"
"15","Greg Olsen","TE","CAR","@NYJ","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","47.5","0.3"
"16","Tyler Kroft","TE","CIN","CLE","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","41.9","0.4"
"17","Julius Thomas","TE","MIA","@NE","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","31.6","0.2"
"18","Eric Ebron","TE","DET","MIN","Thu 12:30 PM","0.0","0.0","0.0","0.0","0.0","23.7","0.2"
"19","Austin Hooper","TE","ATL","TB","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","21.5","0.2"
"20","Ricky Seals-Jones","TE","ARI","JAC","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","14.9","0.2"
"21","O.J. Howard","TE","TB","@ATL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","22.7","0.2"
"22","Benjamin Watson","TE","BAL","HOU","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","29.7","0.1"
"23","C.J. Fiedorowicz","TE","HOU","@BAL","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","24.0","0.1"
"24","Jesse James","TE","PIT","GB","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","18.3","0.1"
"25","Marcedes Lewis","TE","JAC","@ARI","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","31.9","0.2"
"26","Cameron Brate","TE","TB","@ATL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","35.0","0.3"
"27","Tyler Higbee","TE","LA","NO","Sun 4:25 PM","-","-","-","-","-","-","-"
"28","Garrett Celek","TE","SF","SEA","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","16.4","0.1"
"29","Ed Dickson","TE","CAR","@NYJ","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","10.8","0.1"
"30","Coby Fleener","TE","NO","@LA","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","25.0","0.3"
