"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Le'Veon Bell","RB","PIT","@CHI","Sun 1:00 PM","0.0","0.0","0.0","98.1","0.8","41.6","0.2"
"2","Todd Gurley","RB","LA","@SF","Thu 8:25 PM","0.4","0.0","0.0","83.1","0.5","23.2","0.1"
"3","Kareem Hunt","RB","KC","@LAC","Sun 4:25 PM","0.0","0.0","0.0","79.0","0.5","28.1","0.2"
"4","Jay Ajayi","RB","PHI","NYG","Sun 1:00 PM","0.0","0.0","0.0","83.1","0.6","17.3","0.0"
"5","Ezekiel Elliott","RB","DAL","@ARI","Mon 8:30 PM","0.4","0.0","0.0","93.7","0.7","28.4","0.1"
"6","Ty Montgomery","RB","GB","CIN","Sun 4:25 PM","0.0","0.0","0.0","65.8","0.4","31.4","0.2"
"7","Carlos Hyde","RB","SF","LA","Thu 8:25 PM","0.0","0.0","0.0","78.0","0.5","13.3","0.1"
"8","Devonta Freeman","RB","ATL","@DET","Sun 1:00 PM","0.0","0.0","0.0","63.9","0.8","29.1","0.2"
"9","LeSean McCoy","RB","BUF","DEN","Sun 1:00 PM","0.0","0.0","0.0","76.1","0.6","23.4","0.1"
"10","Melvin Gordon","RB","LAC","KC","Sun 4:25 PM","0.0","0.0","0.0","86.0","0.7","36.8","0.1"
"11","C.J. Anderson","RB","DEN","@BUF","Sun 1:00 PM","0.0","0.0","0.0","72.9","0.6","24.1","0.1"
"12","Marshawn Lynch","RB","OAK","@WAS","Sun 8:30 PM","1.0","0.0","0.0","56.7","0.4","19.2","0.2"
"13","Dalvin Cook","RB","MIN","TB","Sun 1:00 PM","0.0","0.0","0.0","58.3","0.6","22.3","0.1"
"14","Leonard Fournette","RB","JAC","BAL","Sun 9:30 AM","0.0","0.0","0.0","58.6","0.4","22.0","0.1"
"15","Isaiah Crowell","RB","CLE","@IND","Sun 1:00 PM","0.2","0.0","0.0","57.3","0.3","29.5","0.1"
"16","Derrick Henry","RB","TEN","SEA","Sun 4:05 PM","0.0","0.0","0.0","39.7","0.2","15.2","0.1"
"17","Mike Gillislee","RB","NE","HOU","Sun 1:00 PM","0.0","0.0","0.0","44.8","0.5","18.0","0.1"
"18","Tarik Cohen","RB","CHI","PIT","Sun 1:00 PM","0.0","0.0","0.0","22.9","0.2","40.2","0.1"
"19","Christian McCaffrey","RB","CAR","NO","Sun 1:00 PM","0.0","0.0","0.0","62.2","0.4","25.7","0.1"
"20","Ameer Abdullah","RB","DET","ATL","Sun 1:00 PM","0.0","0.0","0.0","55.4","0.3","21.2","0.1"
"21","Jonathan Stewart","RB","CAR","NO","Sun 1:00 PM","0.0","0.0","0.0","56.7","0.3","16.0","0.1"
"22","Javorius Allen","RB","BAL","@JAC","Sun 9:30 AM","0.0","0.0","0.0","52.4","0.4","23.0","0.0"
"23","Chris Carson","RB","SEA","@TEN","Sun 4:05 PM","0.1","0.0","0.0","31.6","0.1","16.9","0.1"
"24","Jacquizz Rodgers","RB","TB","@MIN","Sun 1:00 PM","0.0","0.0","0.0","64.0","0.2","14.2","0.0"
"25","Frank Gore","RB","IND","CLE","Sun 1:00 PM","0.7","0.0","0.0","56.3","0.4","21.3","0.1"
"26","Lamar Miller","RB","HOU","@NE","Sun 1:00 PM","0.0","0.0","0.0","64.0","0.5","19.3","0.0"
"27","James White","RB","NE","HOU","Sun 1:00 PM","0.0","0.0","0.0","16.2","0.2","37.6","0.3"
"28","Jordan Howard","RB","CHI","PIT","Sun 1:00 PM","0.0","0.0","0.0","49.3","0.4","18.8","0.1"
"29","Darren Sproles","RB","PHI","NYG","Sun 1:00 PM","0.0","0.0","0.0","23.9","0.2","22.7","0.1"
