"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Rob Gronkowski","TE","NE","LAC","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","71.3","0.6"
"2","Zach Ertz","TE","PHI","SF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","59.0","0.6"
"3","Travis Kelce","TE","KC","DEN","Mon 8:30 PM","0.0","0.0","0.0","0.2","0.0","54.8","0.4"
"4","Jordan Reed","TE","WAS","DAL","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","42.6","0.5"
"5","Hunter Henry","TE","LAC","@NE","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","39.6","0.3"
"6","Jimmy Graham","TE","SEA","HOU","Sun 4:05 PM","0.3","0.0","0.0","0.0","0.0","40.1","0.3"
"7","Austin Seferian-Jenkins","TE","NYJ","ATL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","41.5","0.5"
"8","Kyle Rudolph","TE","MIN","@CLE","Sun 9:30 AM","0.0","0.0","0.0","0.0","0.0","48.3","0.3"
"9","Jason Witten","TE","DAL","@WAS","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","47.4","0.2"
"10","Cameron Brate","TE","TB","CAR","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","36.1","0.4"
"11","Jared Cook","TE","OAK","@BUF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","41.6","0.3"
"12","Jack Doyle","TE","IND","@CIN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","43.8","0.1"
"13","Tyler Kroft","TE","CIN","IND","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","29.3","0.4"
"14","Benjamin Watson","TE","BAL","MIA","Thu 8:25 PM","0.9","0.0","0.0","0.0","0.0","41.4","0.1"
"15","Austin Hooper","TE","ATL","@NYJ","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","38.3","0.3"
"16","George Kittle","TE","SF","@PHI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","31.2","0.1"
"17","Zach Miller","TE","CHI","@NO","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","38.5","0.3"
"18","Ed Dickson","TE","CAR","@TB","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","40.2","0.3"
"19","Vernon Davis","TE","WAS","DAL","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","29.4","0.2"
"20","Nick O'Leary","TE","BUF","OAK","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","17.8","0.2"
"21","Julius Thomas","TE","MIA","@BAL","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","26.0","0.1"
"22","Ryan Griffin","TE","HOU","@SEA","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","34.1","0.2"
"23","O.J. Howard","TE","TB","CAR","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","22.6","0.3"
"24","A.J. Derby","TE","MIA","@BAL","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","15.8","0.1"
"25","David Njoku","TE","CLE","MIN","Sun 9:30 AM","0.0","0.0","0.0","0.0","0.0","30.6","0.1"
