"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Le'Veon Bell","RB","PIT","@DET","Sun 8:30 PM","0.5","0.1","0.0","86.9","0.6","32.6","0.2"
"2","Ezekiel Elliott","RB","DAL","@WAS","Sun 4:25 PM","0.7","0.1","0.0","87.5","0.8","28.2","0.1"
"3","LeSean McCoy","RB","BUF","OAK","Sun 1:00 PM","0.3","0.0","0.0","84.7","0.7","36.3","0.1"
"4","Kareem Hunt","RB","KC","DEN","Mon 8:30 PM","0.0","0.0","0.0","72.5","0.8","35.9","0.1"
"5","Mark Ingram","RB","NO","CHI","Sun 1:00 PM","0.0","0.0","0.0","75.3","0.4","36.8","0.1"
"6","Devonta Freeman","RB","ATL","@NYJ","Sun 1:00 PM","0.0","0.0","0.0","81.0","0.7","21.5","0.1"
"7","Melvin Gordon","RB","LAC","@NE","Sun 1:00 PM","0.0","0.0","0.0","74.3","0.6","39.2","0.2"
"8","Jay Ajayi","RB","PHI","SF","Sun 1:00 PM","0.0","0.0","0.0","71.6","0.4","11.0","0.0"
"9","Jordan Howard","RB","CHI","@NO","Sun 1:00 PM","0.0","0.0","0.0","90.5","0.6","12.7","0.0"
"10","Joe Mixon","RB","CIN","IND","Sun 1:00 PM","0.1","0.0","0.0","53.2","0.3","25.7","0.1"
"11","LeGarrette Blount","RB","PHI","SF","Sun 1:00 PM","0.0","0.0","0.0","49.1","0.5","19.4","0.1"
"12","Doug Martin","RB","TB","CAR","Sun 1:00 PM","0.0","0.0","0.0","50.2","0.5","21.6","0.1"
"13","Alvin Kamara","RB","NO","CHI","Sun 1:00 PM","0.0","0.0","0.0","24.6","0.3","28.3","0.2"
"14","Carlos Hyde","RB","SF","@PHI","Sun 1:00 PM","0.0","0.0","0.0","63.8","0.4","29.7","0.1"
"15","Jerick McKinnon","RB","MIN","@CLE","Sun 9:30 AM","0.0","0.0","0.0","46.7","0.3","22.9","0.0"
"16","Ameer Abdullah","RB","DET","PIT","Sun 8:30 PM","0.9","0.0","0.0","48.3","0.2","23.3","0.1"
"17","Christian McCaffrey","RB","CAR","@TB","Sun 1:00 PM","0.0","0.0","0.0","21.9","0.1","40.8","0.2"
"18","Chris Thompson","RB","WAS","DAL","Sun 4:25 PM","0.0","0.0","0.0","20.7","0.3","32.9","0.3"
"19","C.J. Anderson","RB","DEN","@KC","Mon 8:30 PM","0.5","0.0","0.0","66.2","0.4","13.2","0.0"
"20","Lamar Miller","RB","HOU","@SEA","Sun 4:05 PM","0.7","0.0","0.0","54.0","0.3","28.7","0.1"
"21","Tevin Coleman","RB","ATL","@NYJ","Sun 1:00 PM","0.0","0.0","0.0","38.7","0.3","16.2","0.1"
"22","Wendell Smallwood","RB","PHI","SF","Sun 1:00 PM","0.0","0.0","0.0","52.0","0.4","14.9","0.0"
"23","Javorius Allen","RB","BAL","MIA","Thu 8:25 PM","0.0","0.0","0.0","35.5","0.1","18.8","0.1"
"24","Latavius Murray","RB","MIN","@CLE","Sun 9:30 AM","0.0","0.0","0.0","42.3","0.3","15.3","0.0"
"25","Dion Lewis","RB","NE","LAC","Sun 1:00 PM","0.0","0.0","0.0","45.0","0.4","12.9","0.0"
"26","Matt Forte","RB","NYJ","ATL","Sun 1:00 PM","0.0","0.0","0.0","30.8","0.1","20.4","0.1"
"27","Robert Kelley","RB","WAS","DAL","Sun 4:25 PM","0.0","0.0","0.0","55.5","0.5","11.0","0.0"
"28","Jalen Richard","RB","OAK","@BUF","Sun 1:00 PM","0.0","0.0","0.0","36.5","0.1","32.2","0.2"
"29","Bilal Powell","RB","NYJ","ATL","Sun 1:00 PM","0.0","0.0","0.0","33.3","0.4","15.4","0.1"
"30","Isaiah Crowell","RB","CLE","MIN","Sun 9:30 AM","0.0","0.0","0.0","49.3","0.2","19.5","0.0"
"31","Alex Collins","RB","BAL","MIA","Thu 8:25 PM","0.1","0.0","0.0","39.7","0.1","14.4","0.1"
"32","DeAndre Washington","RB","OAK","@BUF","Sun 1:00 PM","0.0","0.0","0.0","41.7","0.2","25.0","0.1"
"33","Jonathan Stewart","RB","CAR","@TB","Sun 1:00 PM","0.0","0.0","0.0","50.8","0.3","17.5","0.0"
"34","Duke Johnson","RB","CLE","MIN","Sun 9:30 AM","0.0","0.0","0.0","19.3","0.1","34.9","0.2"
"35","Tarik Cohen","RB","CHI","@NO","Sun 1:00 PM","0.0","0.0","0.0","18.3","0.1","23.0","0.1"
"36","Frank Gore","RB","IND","@CIN","Sun 1:00 PM","0.0","0.0","0.0","53.4","0.3","11.6","0.0"
"37","James White","RB","NE","LAC","Sun 1:00 PM","0.0","0.0","0.0","17.3","0.2","34.2","0.3"
"38","Thomas Rawls","RB","SEA","HOU","Sun 4:05 PM","0.0","0.0","0.0","28.9","0.1","19.1","0.2"
"39","Marlon Mack","RB","IND","@CIN","Sun 1:00 PM","0.0","0.0","0.0","28.0","0.1","27.0","0.0"
"40","Mike Gillislee","RB","NE","LAC","Sun 1:00 PM","0.0","0.0","0.0","33.6","0.2","2.4","0.0"
"41","Eddie Lacy","RB","SEA","HOU","Sun 4:05 PM","0.0","0.0","0.0","26.8","0.1","20.0","0.1"
"42","Jamaal Charles","RB","DEN","@KC","Mon 8:30 PM","0.0","0.0","0.0","25.1","0.2","14.5","0.1"
"43","Theo Riddick","RB","DET","PIT","Sun 8:30 PM","0.0","0.0","0.0","5.5","0.1","21.1","0.1"
"44","D'Onta Foreman","RB","HOU","@SEA","Sun 4:05 PM","0.0","0.0","0.0","21.7","0.3","6.9","0.0"
"45","Giovani Bernard","RB","CIN","IND","Sun 1:00 PM","0.0","0.0","0.0","19.4","0.2","22.4","0.1"
"46","Mike Tolbert","RB","BUF","OAK","Sun 1:00 PM","0.0","0.0","0.0","9.0","0.1","3.0","0.0"
"47","Matt Breida","RB","SF","@PHI","Sun 1:00 PM","0.0","0.0","0.0","21.6","0.1","15.1","0.1"
"48","Rex Burkhead","RB","NE","LAC","Sun 1:00 PM","0.0","0.0","0.0","14.1","0.2","14.9","0.1"
"49","Jeremy Hill","RB","CIN","IND","Sun 1:00 PM","0.0","0.0","0.0","7.0","0.1","3.5","0.0"
"50","Charles Sims","RB","TB","CAR","Sun 1:00 PM","0.0","0.0","0.0","4.9","0.0","11.2","0.1"
