"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Travis Kelce","TE","KC","@NYG","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","69.3","0.7"
"2","Rob Gronkowski","TE","NE","@OAK","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","74.0","0.9"
"3","Zach Ertz","TE","PHI","@DAL","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","65.6","0.6"
"4","Evan Engram","TE","NYG","KC","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","55.1","0.5"
"5","Jimmy Graham","TE","SEA","ATL","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","56.6","0.4"
"6","Jared Cook","TE","OAK","NE","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","39.8","0.4"
"7","Cameron Brate","TE","TB","@MIA","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","35.0","0.3"
"8","Jason Witten","TE","DAL","PHI","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","51.9","0.4"
"9","Tyler Kroft","TE","CIN","@DEN","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","33.6","0.2"
"10","Austin Hooper","TE","ATL","@SEA","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","35.6","0.3"
"11","Hunter Henry","TE","LAC","BUF","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","38.1","0.3"
"12","Kyle Rudolph","TE","MIN","LA","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","45.2","0.5"
"13","Delanie Walker","TE","TEN","@PIT","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","49.0","0.3"
"14","Julius Thomas","TE","MIA","TB","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","34.3","0.3"
"15","Vernon Davis","TE","WAS","@NO","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","51.9","0.4"
"16","Marcedes Lewis","TE","JAC","@CLE","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","19.0","0.2"
"17","C.J. Fiedorowicz","TE","HOU","ARI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","30.4","0.3"
"18","Jermaine Gresham","TE","ARI","@HOU","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","25.1","0.2"
"19","Charles Clay","TE","BUF","@LAC","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","25.2","0.1"
"20","Benjamin Watson","TE","BAL","@GB","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","35.4","0.4"
