"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Alvin Kamara","RB","NO","@TB","Sun 4:25 PM","0.0","0.0","0.0","63.0","0.5","43.5","0.3"
"2","Kenyan Drake","RB","MIA","BUF","Sun 4:25 PM","0.0","0.0","0.0","71.0","0.4","25.3","0.0"
"3","Mark Ingram","RB","NO","@TB","Sun 4:25 PM","0.0","0.0","0.0","73.7","0.7","26.3","0.0"
"4","LeSean McCoy","RB","BUF","@MIA","Sun 4:25 PM","0.4","0.0","0.0","77.2","0.4","27.7","0.1"
"5","Dion Lewis","RB","NE","NYJ","Sun 1:00 PM","0.0","0.0","0.0","79.8","0.6","23.0","0.2"
"6","Derrick Henry","RB","TEN","JAC","Sun 4:25 PM","0.0","0.0","0.0","55.6","0.4","16.0","0.1"
"7","Jamaal Williams","RB","GB","@DET","Sun 1:00 PM","0.0","0.0","0.0","58.5","0.4","23.0","0.1"
"8","Alex Collins","RB","BAL","CIN","Sun 4:25 PM","0.0","0.0","0.0","61.6","0.3","13.6","0.0"
"9","C.J. Anderson","RB","DEN","KC","Sun 4:25 PM","0.6","0.0","0.0","59.9","0.5","15.4","0.0"
"10","Ezekiel Elliott","RB","DAL","@PHI","Sun 1:00 PM","0.0","0.0","0.0","86.6","0.8","17.9","0.1"
"11","Devonta Freeman","RB","ATL","CAR","Sun 4:25 PM","0.0","0.0","0.0","61.4","0.8","23.7","0.1"
"12","Melvin Gordon","RB","LAC","OAK","Sun 4:25 PM","0.0","0.0","0.0","65.2","0.6","27.6","0.1"
"13","Malcolm Brown","RB","LA","SF","Sun 4:25 PM","0.0","0.0","0.0","53.3","0.4","28.7","0.1"
"14","Carlos Hyde","RB","SF","@LA","Sun 4:25 PM","0.0","0.0","0.0","52.5","0.3","30.7","0.1"
"15","Samaje Perine","RB","WAS","@NYG","Sun 1:00 PM","0.0","0.0","0.0","52.4","0.3","33.9","0.1"
"16","Christian McCaffrey","RB","CAR","@ATL","Sun 4:25 PM","0.0","0.0","0.0","47.0","0.3","52.5","0.1"
"17","Frank Gore","RB","IND","HOU","Sun 1:00 PM","0.0","0.0","0.0","57.9","0.2","18.6","0.1"
