"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Le'Veon Bell","RB","PIT","@HOU","Mon 4:30 PM","0.0","0.0","0.0","85.4","0.6","50.2","0.3"
"2","Ezekiel Elliott","RB","DAL","SEA","Sun 4:25 PM","0.0","0.0","0.0","85.7","0.8","18.2","0.1"
"3","Todd Gurley","RB","LA","@TEN","Sun 1:00 PM","0.0","0.0","0.0","76.2","0.6","40.9","0.2"
"4","Kareem Hunt","RB","KC","MIA","Sun 1:00 PM","0.0","0.0","0.0","79.5","0.5","33.2","0.1"
"5","Leonard Fournette","RB","JAC","@SF","Sun 4:05 PM","0.9","0.0","0.0","69.8","0.7","17.2","0.0"
"6","Alvin Kamara","RB","NO","ATL","Sun 1:00 PM","0.0","0.0","0.0","63.3","0.5","38.5","0.3"
"7","Melvin Gordon","RB","LAC","@NYJ","Sun 1:00 PM","0.0","0.0","0.0","70.4","0.5","44.3","0.2"
"8","Dion Lewis","RB","NE","BUF","Sun 1:00 PM","0.0","0.0","0.0","70.7","0.5","23.4","0.1"
"9","Mark Ingram","RB","NO","ATL","Sun 1:00 PM","0.0","0.0","0.0","78.2","0.9","21.4","0.0"
"10","Alex Collins","RB","BAL","IND","Sat 4:30 PM","0.0","0.0","0.0","66.8","0.4","13.7","0.0"
"11","Kenyan Drake","RB","MIA","@KC","Sun 1:00 PM","0.3","0.0","0.0","63.4","0.4","32.5","0.1"
"12","LeSean McCoy","RB","BUF","@NE","Sun 1:00 PM","0.3","0.0","0.0","83.2","0.7","28.0","0.1"
"13","Devonta Freeman","RB","ATL","@NO","Sun 1:00 PM","0.0","0.0","0.0","66.7","0.8","24.6","0.1"
"14","Jordan Howard","RB","CHI","CLE","Sun 1:00 PM","0.0","0.0","0.0","80.9","0.6","12.2","0.0"
"15","Christian McCaffrey","RB","CAR","TB","Sun 1:00 PM","0.0","0.0","0.0","45.5","0.3","43.6","0.2"
"16","Jay Ajayi","RB","PHI","OAK","Mon 8:30 PM","0.0","0.0","0.0","58.5","0.7","15.2","0.1"
"17","Latavius Murray","RB","MIN","@GB","Sat 8:30 PM","0.0","0.0","0.0","51.7","0.4","15.1","0.0"
"18","C.J. Anderson","RB","DEN","@WAS","Sun 1:00 PM","0.7","0.0","0.0","52.8","0.3","15.2","0.0"
"19","Joe Mixon","RB","CIN","DET","Sun 1:00 PM","0.0","0.0","0.0","48.3","0.4","20.2","0.1"
"20","Lamar Miller","RB","HOU","PIT","Mon 4:30 PM","0.6","0.0","0.0","66.2","0.4","27.1","0.1"
"21","Carlos Hyde","RB","SF","JAC","Sun 4:05 PM","0.0","0.0","0.0","54.3","0.2","25.3","0.1"
