"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Mike Evans","WR","TB","NE","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","80.0","0.9"
"2","Odell Beckham","WR","NYG","LAC","Sun 1:00 PM","0.0","0.0","0.0","0.2","0.0","89.9","0.7"
"3","Jordy Nelson","WR","GB","@DAL","Sun 4:25 PM","1.1","0.0","0.0","0.0","0.0","85.7","0.7"
"4","Antonio Brown","WR","PIT","JAC","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","87.7","0.6"
"5","Dez Bryant","WR","DAL","GB","Sun 4:25 PM","0.6","0.0","0.0","0.0","0.0","73.3","0.7"
"6","A.J. Green","WR","CIN","BUF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","81.9","0.5"
"7","DeAndre Hopkins","WR","HOU","KC","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","72.8","0.5"
"8","Brandin Cooks","WR","NE","@TB","Thu 8:25 PM","0.0","0.0","0.0","0.9","0.0","71.7","0.5"
"9","Larry Fitzgerald","WR","ARI","@PHI","Sun 1:00 PM","1.0","0.0","0.0","0.1","0.0","67.6","0.5"
"10","Tyreek Hill","WR","KC","@HOU","Sun 8:30 PM","1.7","0.0","0.0","0.6","0.0","64.9","0.5"
"11","Stefon Diggs","WR","MIN","@CHI","Mon 8:30 PM","0.0","0.0","0.0","0.7","0.0","84.7","0.6"
"12","DeVante Parker","WR","MIA","TEN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","63.6","0.5"
"13","Chris Hogan","WR","NE","@TB","Thu 8:25 PM","0.0","0.0","0.0","0.8","0.0","68.4","0.6"
"14","Pierre Garcon","WR","SF","@IND","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","69.1","0.5"
"15","Golden Tate","WR","DET","CAR","Sun 1:00 PM","0.0","0.0","0.0","0.8","0.0","65.8","0.5"
"16","Keenan Allen","WR","LAC","@NYG","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","63.7","0.4"
"17","Doug Baldwin","WR","SEA","@LA","Sun 4:05 PM","0.0","0.0","0.0","0.1","0.0","76.1","0.4"
"18","T.Y. Hilton","WR","IND","SF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","59.8","0.6"
"19","DeSean Jackson","WR","TB","NE","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","46.2","0.4"
"20","Randall Cobb","WR","GB","@DAL","Sun 4:25 PM","0.7","0.0","0.0","1.6","0.0","59.4","0.4"
"21","Jarvis Landry","WR","MIA","TEN","Sun 1:00 PM","0.0","0.0","0.0","0.8","0.0","76.5","0.4"
"22","Adam Thielen","WR","MIN","@CHI","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","54.1","0.5"
"23","Martavis Bryant","WR","PIT","JAC","Sun 1:00 PM","0.0","0.0","0.0","0.2","0.0","41.3","0.3"
"24","Rishard Matthews","WR","TEN","@MIA","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","64.8","0.4"
"25","Alshon Jeffery","WR","PHI","ARI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","72.6","0.3"
"26","Davante Adams","WR","GB","@DAL","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","63.9","0.6"
"27","Sammy Watkins","WR","LA","SEA","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","53.3","0.3"
"28","Kelvin Benjamin","WR","BUF","@CIN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","56.8","0.4"
"29","Devin Funchess","WR","CAR","@DET","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","57.6","0.4"
"30","Jaron Brown","WR","ARI","@PHI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","43.6","0.3"
"31","Amari Cooper","WR","OAK","BAL","Sun 4:05 PM","0.9","0.0","0.0","0.0","0.0","56.9","0.5"
"32","John Brown","WR","ARI","@PHI","Sun 1:00 PM","0.0","0.0","0.0","0.1","0.0","50.3","0.2"
"33","Tyrell Williams","WR","LAC","@NYG","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","55.0","0.3"
"34","Jeremy Maclin","WR","BAL","@OAK","Sun 4:05 PM","0.0","0.0","0.0","0.1","0.0","48.2","0.3"
"35","Marvin Jones","WR","DET","CAR","Sun 1:00 PM","0.0","0.0","0.0","-0.1","0.0","51.6","0.2"
"36","Brandon Marshall","WR","NYG","LAC","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","52.4","0.3"
"37","Will Fuller","WR","HOU","KC","Sun 8:30 PM","0.1","0.0","0.0","1.2","0.0","40.1","0.4"
"38","Terrance Williams","WR","DAL","GB","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","25.9","0.2"
"39","Mike Wallace","WR","BAL","@OAK","Sun 4:05 PM","0.0","0.0","0.0","0.4","0.0","25.7","0.1"
"40","Kenny Stills","WR","MIA","TEN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","26.4","0.2"
"41","Eric Decker","WR","TEN","@MIA","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","32.4","0.2"
"42","Sterling Shepard","WR","NYG","LAC","Sun 1:00 PM","0.0","0.0","0.0","0.1","0.0","52.9","0.4"
"43","Marqise Lee","WR","JAC","@PIT","Sun 1:00 PM","0.0","0.0","0.0","0.1","0.0","63.9","0.3"
"44","Jermaine Kearse","WR","NYJ","@CLE","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","54.5","0.2"
"45","Aldrick Robinson","WR","SF","@IND","Sun 1:00 PM","-","-","-","-","-","-","-"
"46","Danny Amendola","WR","NE","@TB","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","48.6","0.4"
"47","Allen Hurns","WR","JAC","@PIT","Sun 1:00 PM","0.0","0.0","0.0","-0.1","0.0","43.8","0.3"
"48","Cooper Kupp","WR","LA","SEA","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","48.8","0.2"
"49","Tyler Lockett","WR","SEA","@LA","Sun 4:05 PM","0.0","0.0","0.0","2.8","0.0","57.1","0.2"
"50","Robby Anderson","WR","NYJ","@CLE","Sun 1:00 PM","0.0","0.0","0.0","0.3","0.0","43.8","0.3"
