"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Antonio Brown","WR","PIT","@DET","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","97.1","0.7"
"2","A.J. Green","WR","CIN","IND","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","95.8","0.8"
"3","Julio Jones","WR","ATL","@NYJ","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","92.8","0.7"
"4","Mike Evans","WR","TB","CAR","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","81.4","0.8"
"5","Michael Thomas","WR","NO","CHI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","70.9","0.5"
"6","Dez Bryant","WR","DAL","@WAS","Sun 4:25 PM","0.8","0.0","0.0","0.0","0.0","80.4","0.4"
"7","Doug Baldwin","WR","SEA","HOU","Sun 4:05 PM","0.0","0.0","0.0","0.1","0.0","75.6","0.3"
"8","Keenan Allen","WR","LAC","@NE","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","72.7","0.5"
"9","DeAndre Hopkins","WR","HOU","@SEA","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","93.4","0.4"
"10","Alshon Jeffery","WR","PHI","SF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","68.9","0.6"
"11","Demaryius Thomas","WR","DEN","@KC","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","71.8","0.4"
"12","Brandin Cooks","WR","NE","LAC","Sun 1:00 PM","0.0","0.0","0.0","1.3","0.0","65.3","0.6"
"13","Chris Hogan","WR","NE","LAC","Sun 1:00 PM","0.0","0.0","0.0","1.1","0.0","68.0","0.5"
"14","Kelvin Benjamin","WR","BUF","OAK","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","68.6","0.6"
"15","Tyreek Hill","WR","KC","DEN","Mon 8:30 PM","0.0","0.0","0.0","0.6","0.0","63.6","0.4"
"16","Pierre Garcon","WR","SF","@PHI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","64.4","0.4"
"17","Michael Crabtree","WR","OAK","@BUF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","71.3","0.3"
"18","T.Y. Hilton","WR","IND","@CIN","Sun 1:00 PM","0.0","0.0","0.0","-0.1","0.0","67.1","0.4"
"19","Adam Thielen","WR","MIN","@CLE","Sun 9:30 AM","0.0","0.0","0.0","0.3","0.0","68.9","0.4"
"20","DeSean Jackson","WR","TB","CAR","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","56.4","0.3"
"21","Jarvis Landry","WR","MIA","@BAL","Thu 8:25 PM","1.2","0.0","0.0","0.3","0.0","73.3","0.4"
"22","Amari Cooper","WR","OAK","@BUF","Sun 1:00 PM","1.0","0.0","0.0","-0.1","0.0","69.2","0.4"
"23","Devin Funchess","WR","CAR","@TB","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","73.5","0.3"
"24","Marvin Jones","WR","DET","PIT","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","50.5","0.4"
"25","Jeremy Maclin","WR","BAL","MIA","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","58.6","0.4"
"26","Jamison Crowder","WR","WAS","DAL","Sun 4:25 PM","0.0","0.0","0.0","0.4","0.0","38.2","0.2"
"27","Mohamed Sanu","WR","ATL","@NYJ","Sun 1:00 PM","0.0","0.0","0.0","0.8","0.0","43.6","0.3"
"28","Nelson Agholor","WR","PHI","SF","Sun 1:00 PM","0.0","0.0","0.0","0.6","0.0","49.3","0.4"
"29","Marquise Goodwin","WR","SF","@PHI","Sun 1:00 PM","0.0","0.0","0.0","0.3","0.0","27.3","0.2"
"30","Tyrell Williams","WR","LAC","@NE","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","39.5","0.2"
"31","Jermaine Kearse","WR","NYJ","ATL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","48.3","0.4"
"32","Ted Ginn","WR","NO","CHI","Sun 1:00 PM","0.0","0.0","0.0","0.7","0.0","36.4","0.3"
"33","Josh Doctson","WR","WAS","DAL","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","36.8","0.2"
