"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Travis Kelce","TE","KC","@DAL","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","57.9","0.7"
"2","Jimmy Graham","TE","SEA","WAS","Sun 4:05 PM","0.3","0.0","0.0","0.0","0.0","45.5","0.5"
"3","Vernon Davis","TE","WAS","@SEA","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","51.3","0.2"
"4","Evan Engram","TE","NYG","LA","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","46.3","0.2"
"5","Cameron Brate","TE","TB","@NO","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","45.6","0.3"
"6","Jack Doyle","TE","IND","@HOU","Sun 1:00 PM","0.8","0.0","0.0","0.0","0.0","49.8","0.2"
"7","Jason Witten","TE","DAL","KC","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","47.0","0.4"
"8","Delanie Walker","TE","TEN","BAL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","54.6","0.3"
"9","Austin Seferian-Jenkins","TE","NYJ","BUF","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","43.6","0.2"
"10","Jared Cook","TE","OAK","@MIA","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","44.1","0.4"
"11","Ed Dickson","TE","CAR","ATL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","39.9","0.2"
"12","Austin Hooper","TE","ATL","@CAR","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","42.2","0.3"
"13","Nick O'Leary","TE","BUF","@NYJ","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","16.7","0.2"
"14","Tyler Kroft","TE","CIN","@JAC","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","33.2","0.2"
"15","Benjamin Watson","TE","BAL","@TEN","Sun 1:00 PM","0.9","0.0","0.0","0.0","0.0","38.7","0.3"
"16","A.J. Derby","TE","MIA","OAK","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","12.9","0.0"
"17","Tyler Higbee","TE","LA","@NYG","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","11.1","0.1"
"18","George Kittle","TE","SF","ARI","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","36.3","0.3"
"19","Julius Thomas","TE","MIA","OAK","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","28.9","0.2"
"20","O.J. Howard","TE","TB","@NO","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","17.8","0.2"
