"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Stephen Gostkowski","K","NE","@MIA","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2","Greg Zuerlein","K","LA","PHI","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"3","Wil Lutz","K","NO","@ATL","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4","Harrison Butker","K","KC","OAK","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"5","Travis Coons","K","LAC","WAS","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"6","Matt Bryant","K","ATL","NO","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","Ryan Succop","K","TEN","@ARI","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"8","Jake Elliott","K","PHI","@LA","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"9","Chris Boswell","K","PIT","BAL","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"10","Steven Hauschka","K","BUF","IND","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"11","Matt Prater","K","DET","@TB","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","Robbie Gould","K","SF","@HOU","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","Ka'imi Fairbairn","K","HOU","SF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","Adam Vinatieri","K","IND","@BUF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","Phil Dawson","K","ARI","TEN","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
