"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Le'Veon Bell","RB","PIT","@IND","Sun 1:00 PM","0.6","0.0","0.0","99.0","0.8","35.5","0.1"
"2","Leonard Fournette","RB","JAC","LAC","Sun 1:00 PM","0.0","0.0","0.0","93.0","0.8","24.6","0.1"
"3","Todd Gurley","RB","LA","HOU","Sun 4:05 PM","0.0","0.0","0.0","71.9","0.8","28.3","0.2"
"4","Jordan Howard","RB","CHI","GB","Sun 1:00 PM","0.0","0.0","0.0","82.3","0.6","8.5","0.0"
"5","LeSean McCoy","RB","BUF","NO","Sun 1:00 PM","0.0","0.0","0.0","86.7","0.6","30.7","0.0"
"6","Melvin Gordon","RB","LAC","@JAC","Sun 1:00 PM","0.0","0.0","0.0","69.4","0.3","32.0","0.1"
"7","Alvin Kamara","RB","NO","@BUF","Sun 1:00 PM","0.0","0.0","0.0","44.3","0.2","36.9","0.2"
"8","Mark Ingram","RB","NO","@BUF","Sun 1:00 PM","0.0","0.0","0.0","68.2","0.4","27.2","0.1"
"9","Devonta Freeman","RB","ATL","DAL","Sun 4:25 PM","0.0","0.0","0.0","70.0","0.6","20.2","0.1"
"10","Carlos Hyde","RB","SF","NYG","Sun 4:25 PM","0.0","0.0","0.0","48.9","0.2","34.6","0.1"
"11","Bilal Powell","RB","NYJ","@TB","Sun 1:00 PM","0.2","0.0","0.0","51.9","0.4","27.0","0.1"
"12","Lamar Miller","RB","HOU","@LA","Sun 4:05 PM","0.6","0.0","0.0","50.9","0.3","22.1","0.1"
"13","Orleans Darkwa","RB","NYG","@SF","Sun 4:25 PM","0.0","0.0","0.0","48.0","0.4","21.0","0.0"
"14","Jerick McKinnon","RB","MIN","@WAS","Sun 1:00 PM","0.0","0.0","0.0","46.9","0.2","34.4","0.0"
"15","Adrian Peterson","RB","ARI","SEA","Thu 8:25 PM","0.0","0.0","0.0","62.7","0.5","13.8","0.0"
"16","Christian McCaffrey","RB","CAR","MIA","Mon 8:30 PM","0.0","0.0","0.0","34.9","0.2","53.2","0.3"
"17","Alfred Morris","RB","DAL","@ATL","Sun 4:25 PM","0.0","0.0","0.0","51.3","0.6","6.3","0.1"
"18","Joe Mixon","RB","CIN","@TEN","Sun 1:00 PM","0.2","0.0","0.0","59.0","0.2","30.8","0.2"
"19","DeMarco Murray","RB","TEN","CIN","Sun 1:00 PM","0.0","0.0","0.0","44.1","0.3","16.1","0.0"
"20","Doug Martin","RB","TB","NYJ","Sun 1:00 PM","0.0","0.0","0.0","39.1","0.4","23.1","0.0"
"21","Tevin Coleman","RB","ATL","DAL","Sun 4:25 PM","0.0","0.0","0.0","28.6","0.2","26.0","0.1"
"22","Aaron Jones","RB","GB","@CHI","Sun 1:00 PM","0.0","0.0","0.0","34.1","0.4","6.2","0.1"
"23","Ameer Abdullah","RB","DET","CLE","Sun 1:00 PM","0.1","0.0","0.0","45.0","0.3","17.0","0.1"
"24","Derrick Henry","RB","TEN","CIN","Sun 1:00 PM","0.0","0.0","0.0","37.9","0.3","16.8","0.0"
"25","Chris Thompson","RB","WAS","MIN","Sun 1:00 PM","0.0","0.0","0.0","20.9","0.1","37.6","0.1"
"26","C.J. Anderson","RB","DEN","NE","Sun 8:30 PM","0.1","0.1","0.0","58.0","0.3","12.2","0.1"
