"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Antonio Brown","WR","PIT","GB","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","93.0","1.1"
"2","Julio Jones","WR","ATL","TB","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","84.5","0.6"
"3","Keenan Allen","WR","LAC","@DAL","Thu 4:30 PM","0.8","0.0","0.0","1.0","0.0","77.4","0.4"
"4","Mike Evans","WR","TB","@ATL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","85.7","0.3"
"5","DeAndre Hopkins","WR","HOU","@BAL","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","80.8","0.4"
"6","A.J. Green","WR","CIN","CLE","Sun 1:00 PM","0.0","0.0","0.0","-0.1","0.0","90.9","0.7"
"7","Brandin Cooks","WR","NE","MIA","Sun 1:00 PM","0.0","0.0","0.0","0.5","0.0","76.8","0.7"
"8","Adam Thielen","WR","MIN","@DET","Thu 12:30 PM","0.0","0.0","0.0","0.2","0.0","74.0","0.6"
"9","Michael Thomas","WR","NO","@LA","Sun 4:25 PM","1.0","0.0","0.0","0.0","0.0","76.9","0.6"
"10","Doug Baldwin","WR","SEA","@SF","Sun 4:05 PM","0.0","0.0","0.0","0.8","0.0","75.2","0.7"
"11","Devin Funchess","WR","CAR","@NYJ","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","65.6","0.5"
"12","Tyreek Hill","WR","KC","BUF","Sun 1:00 PM","0.0","0.0","0.0","3.5","0.0","68.1","0.5"
"13","Robby Anderson","WR","NYJ","CAR","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","61.2","0.3"
"14","Davante Adams","WR","GB","@PIT","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","63.5","0.4"
"15","Alshon Jeffery","WR","PHI","CHI","Sun 1:00 PM","0.6","0.0","0.0","0.0","0.0","61.5","0.6"
"16","Jamison Crowder","WR","WAS","NYG","Thu 8:30 PM","0.0","0.0","0.0","1.5","0.0","57.6","0.4"
"17","Stefon Diggs","WR","MIN","@DET","Thu 12:30 PM","0.0","0.0","0.0","0.4","0.0","64.7","0.5"
"18","Golden Tate","WR","DET","MIN","Thu 12:30 PM","0.0","0.0","0.0","0.5","0.0","63.1","0.4"
"19","Demaryius Thomas","WR","DEN","@OAK","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","72.9","0.2"
"20","Cooper Kupp","WR","LA","NO","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","54.7","0.4"
"21","Marvin Jones","WR","DET","MIN","Thu 12:30 PM","0.0","0.0","0.0","0.0","0.0","56.5","0.4"
"22","Dez Bryant","WR","DAL","LAC","Thu 4:30 PM","0.0","0.0","0.0","1.1","0.0","76.6","0.3"
"23","Jarvis Landry","WR","MIA","@NE","Sun 1:00 PM","0.0","0.0","0.0","0.8","0.0","59.1","0.5"
"24","Larry Fitzgerald","WR","ARI","JAC","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","57.0","0.3"
"25","Sterling Shepard","WR","NYG","@WAS","Thu 8:30 PM","-","-","-","-","-","-","-"
"26","Emmanuel Sanders","WR","DEN","@OAK","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","56.8","0.3"
"27","DeSean Jackson","WR","TB","@ATL","Sun 1:00 PM","0.0","0.0","0.0","0.3","0.0","57.3","0.3"
"28","Ted Ginn","WR","NO","@LA","Sun 4:25 PM","0.0","0.0","0.0","1.2","0.0","42.9","0.3"
"29","Josh Doctson","WR","WAS","NYG","Thu 8:30 PM","0.0","0.0","0.0","0.0","0.0","45.1","0.4"
"30","Sammy Watkins","WR","LA","NO","Sun 4:25 PM","0.4","0.0","0.0","0.0","0.0","57.7","0.5"
"31","Rishard Matthews","WR","TEN","@IND","Sun 1:00 PM","-","-","-","-","-","-","-"
"32","Mohamed Sanu","WR","ATL","TB","Sun 1:00 PM","0.0","0.0","0.0","0.5","0.0","41.5","0.2"
"33","Corey Davis","WR","TEN","@IND","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","47.1","0.4"
"34","Paul Richardson","WR","SEA","@SF","Sun 4:05 PM","0.3","0.0","0.0","0.0","0.0","49.2","0.3"
"35","Jermaine Kearse","WR","NYJ","CAR","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","37.0","0.2"
"36","T.Y. Hilton","WR","IND","TEN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","75.2","0.4"
"37","Marqise Lee","WR","JAC","@ARI","Sun 4:25 PM","0.0","0.0","0.0","0.3","0.0","58.5","0.5"
"38","Jeremy Maclin","WR","BAL","HOU","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","44.7","0.2"
"39","JuJu Smith-Schuster","WR","PIT","GB","Sun 8:30 PM","-","-","-","-","-","-","-"
