"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Julio Jones","WR","ATL","MIN","Sun 1:00 PM","0.0","0.0","0.0","0.8","0.0","86.5","0.8"
"2","Keenan Allen","WR","LAC","CLE","Sun 4:05 PM","0.0","0.0","0.0","1.4","0.0","79.0","0.7"
"3","Mike Evans","WR","TB","@GB","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","75.0","0.5"
"4","Brandin Cooks","WR","NE","@BUF","Sun 1:00 PM","0.0","0.0","0.0","0.4","0.0","88.3","0.6"
"5","A.J. Green","WR","CIN","PIT","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","73.0","0.6"
"6","Adam Thielen","WR","MIN","@ATL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","74.1","0.6"
"7","DeAndre Hopkins","WR","HOU","@TEN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","86.2","0.6"
"8","Alshon Jeffery","WR","PHI","@SEA","Sun 8:30 PM","0.6","0.0","0.0","0.0","0.0","67.1","0.6"
"9","Doug Baldwin","WR","SEA","PHI","Sun 8:30 PM","0.4","0.0","0.0","0.3","0.0","67.8","0.6"
"10","Devin Funchess","WR","CAR","@NO","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","65.8","0.5"
"11","Antonio Brown","WR","PIT","@CIN","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","75.2","0.9"
"12","Robby Anderson","WR","NYJ","KC","Sun 1:00 PM","0.0","0.0","0.0","-0.1","0.0","69.0","0.5"
"13","Michael Thomas","WR","NO","CAR","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","81.0","0.6"
"14","Jamison Crowder","WR","WAS","@DAL","Thu 8:25 PM","0.0","0.0","0.0","1.1","0.0","63.4","0.6"
"15","Davante Adams","WR","GB","TB","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","61.8","0.6"
"16","Dez Bryant","WR","DAL","WAS","Thu 8:25 PM","-0.0","0.0","0.0","-0.0","0.0","60.2","0.4"
"17","Demaryius Thomas","WR","DEN","@MIA","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","67.0","0.3"
"18","Stefon Diggs","WR","MIN","@ATL","Sun 1:00 PM","0.0","0.0","0.0","1.7","0.0","66.8","0.6"
"19","Cooper Kupp","WR","LA","@ARI","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","55.5","0.4"
"20","Tyreek Hill","WR","KC","@NYJ","Sun 1:00 PM","0.0","0.0","0.0","2.8","0.0","71.1","0.5"
"21","Larry Fitzgerald","WR","ARI","LA","Sun 4:25 PM","1.1","0.0","0.0","0.0","0.0","67.6","0.4"
"22","Marvin Jones","WR","DET","@BAL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","60.2","0.3"
"23","Sterling Shepard","WR","NYG","@OAK","Sun 4:25 PM","0.0","0.0","0.0","0.7","0.0","60.5","0.5"
