"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Antonio Brown","WR","PIT","NE","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","101.2","1.1"
"2","Keenan Allen","WR","LAC","@KC","Sat 8:30 PM","0.0","0.0","0.0","0.8","0.0","92.3","0.7"
"3","Julio Jones","WR","ATL","@TB","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","90.2","0.9"
"4","Adam Thielen","WR","MIN","CIN","Sun 1:00 PM","0.0","0.0","0.0","0.3","0.0","84.2","0.8"
"5","Devin Funchess","WR","CAR","GB","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","65.5","0.6"
"6","Michael Thomas","WR","NO","NYJ","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","83.0","1.0"
"7","Jordy Nelson","WR","GB","@CAR","Sun 1:00 PM","0.0","0.0","0.0","0.2","0.0","75.7","0.3"
"8","Davante Adams","WR","GB","@CAR","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","65.2","0.5"
"9","Marvin Jones","WR","DET","CHI","Sat 4:30 PM","0.0","0.0","0.0","0.0","0.0","64.8","0.5"
"10","Doug Baldwin","WR","SEA","LA","Sun 4:05 PM","0.0","0.0","0.0","0.1","0.0","76.6","0.6"
"11","Dez Bryant","WR","DAL","@OAK","Sun 8:30 PM","0.0","0.0","0.0","0.3","0.0","65.9","0.5"
"12","Michael Crabtree","WR","OAK","DAL","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","68.5","0.6"
"13","A.J. Green","WR","CIN","@MIN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","71.1","0.6"
"14","DeAndre Hopkins","WR","HOU","@JAC","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","102.3","0.6"
"15","Brandin Cooks","WR","NE","@PIT","Sun 4:25 PM","0.0","0.0","0.0","1.4","0.0","74.6","0.5"
"16","Marquise Goodwin","WR","SF","TEN","Sun 4:25 PM","0.0","0.0","0.0","-0.0","0.0","62.0","0.5"
"17","Demaryius Thomas","WR","DEN","@IND","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","68.2","0.3"
"18","Mike Evans","WR","TB","ATL","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","75.7","0.5"
"19","Golden Tate","WR","DET","CHI","Sat 4:30 PM","0.0","0.0","0.0","1.4","0.0","62.5","0.5"
"20","Larry Fitzgerald","WR","ARI","@WAS","Sun 1:00 PM","1.0","0.0","0.0","0.0","0.0","71.7","0.4"
"21","Tyreek Hill","WR","KC","LAC","Sat 8:30 PM","0.0","0.0","0.0","0.9","0.0","69.6","0.4"
"22","Josh Gordon","WR","CLE","BAL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","73.2","0.4"
"23","Alshon Jeffery","WR","PHI","@NYG","Sun 1:00 PM","0.2","0.0","0.0","0.0","0.0","66.1","0.5"
"24","Jamison Crowder","WR","WAS","ARI","Sun 1:00 PM","0.0","0.0","0.0","0.1","0.0","67.1","0.5"
"25","Jarvis Landry","WR","MIA","@BUF","Sun 1:00 PM","1.0","0.0","0.0","0.2","0.0","64.2","0.5"
"26","JuJu Smith-Schuster","WR","PIT","NE","Sun 4:25 PM","0.3","0.0","0.0","0.0","0.0","47.3","0.4"
"27","Stefon Diggs","WR","MIN","CIN","Sun 1:00 PM","0.0","0.0","0.0","0.7","0.0","64.5","0.6"
"28","Robert Woods","WR","LA","@SEA","Sun 4:05 PM","0.4","0.0","0.0","0.6","0.0","50.0","0.4"
"29","Marqise Lee","WR","JAC","HOU","Sun 1:00 PM","0.0","0.0","0.0","0.6","0.0","58.9","0.6"
"30","Dede Westbrook","WR","JAC","HOU","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","50.8","0.5"
"31","Mohamed Sanu","WR","ATL","@TB","Mon 8:30 PM","0.0","0.0","0.0","0.5","0.0","46.8","0.3"
"32","T.Y. Hilton","WR","IND","DEN","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","62.0","0.5"
"33","Randall Cobb","WR","GB","@CAR","Sun 1:00 PM","1.3","0.0","0.0","1.4","0.0","47.6","0.2"
"34","Paul Richardson","WR","SEA","LA","Sun 4:05 PM","0.3","0.0","0.0","0.0","0.0","51.0","0.4"
"35","Mike Wallace","WR","BAL","@CLE","Sun 1:00 PM","0.0","0.0","0.0","0.2","0.0","32.5","0.2"
"36","Cooper Kupp","WR","LA","@SEA","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","52.1","0.4"
"37","Sammy Watkins","WR","LA","@SEA","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","48.4","0.5"
"38","Rishard Matthews","WR","TEN","@SF","Sun 4:25 PM","0.0","0.0","0.0","0.2","0.0","45.4","0.3"
"39","Kenny Stills","WR","MIA","@BUF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","54.6","0.4"
"40","Robby Anderson","WR","NYJ","@NO","Sun 1:00 PM","0.0","0.0","0.0","0.6","0.0","53.8","0.3"
"41","Sterling Shepard","WR","NYG","PHI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","49.5","0.4"
"42","DeSean Jackson","WR","TB","ATL","Mon 8:30 PM","0.0","0.0","0.0","0.3","0.0","46.4","0.4"
"43","Nelson Agholor","WR","PHI","@NYG","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","50.8","0.4"
"44","Martavis Bryant","WR","PIT","NE","Sun 4:25 PM","0.0","0.0","0.0","0.7","0.0","28.1","0.3"
"45","Emmanuel Sanders","WR","DEN","@IND","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","40.1","0.3"
"46","Josh Doctson","WR","WAS","ARI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","48.0","0.3"
"47","Jermaine Kearse","WR","NYJ","@NO","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","31.4","0.2"
"48","Jeremy Maclin","WR","BAL","@CLE","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","39.5","0.2"
"49","Tyrell Williams","WR","LAC","@KC","Sat 8:30 PM","0.0","0.0","0.0","0.0","0.0","39.4","0.3"
"50","Terrance Williams","WR","DAL","@OAK","Sun 8:30 PM","0.0","0.0","0.0","0.4","0.0","22.0","0.1"
