"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Julio Jones","WR","ATL","@NE","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","77.0","0.6"
"2","A.J. Green","WR","CIN","@PIT","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","79.9","0.6"
"3","Antonio Brown","WR","PIT","CIN","Sun 4:25 PM","0.0","0.0","0.0","0.4","0.0","88.3","0.9"
"4","Dez Bryant","WR","DAL","@SF","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","71.2","0.5"
"5","Michael Thomas","WR","NO","@GB","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","70.6","0.6"
"6","Mike Evans","WR","TB","@BUF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","81.3","0.4"
"7","Brandin Cooks","WR","NE","ATL","Sun 8:30 PM","0.0","0.0","0.0","0.4","0.0","62.4","0.7"
"8","Alshon Jeffery","WR","PHI","WAS","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","67.5","0.4"
"9","Chris Hogan","WR","NE","ATL","Sun 8:30 PM","0.0","0.0","0.0","0.8","0.0","57.1","0.5"
"10","Tyreek Hill","WR","KC","@OAK","Thu 8:25 PM","0.0","0.0","0.0","2.6","0.0","64.7","0.4"
"11","Demaryius Thomas","WR","DEN","@LAC","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","73.6","0.3"
"12","Jordy Nelson","WR","GB","NO","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","65.0","0.6"
"13","Doug Baldwin","WR","SEA","@NYG","Sun 4:25 PM","0.0","0.0","0.0","1.3","0.0","64.1","0.5"
"14","Larry Fitzgerald","WR","ARI","@LA","Sun 1:00 PM","1.0","0.0","0.0","0.1","0.0","76.4","0.3"
"15","Michael Crabtree","WR","OAK","KC","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","67.7","0.4"
"16","Jarvis Landry","WR","MIA","NYJ","Sun 1:00 PM","0.9","0.0","0.0","0.4","0.0","75.6","0.5"
"17","Adam Thielen","WR","MIN","BAL","Sun 1:00 PM","0.0","0.0","0.0","0.2","0.0","59.3","0.3"
"18","Rishard Matthews","WR","TEN","@CLE","Sun 1:00 PM","0.0","0.0","0.0","0.5","0.0","65.7","0.4"
"19","T.Y. Hilton","WR","IND","JAC","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","67.6","0.5"
"20","Pierre Garcon","WR","SF","DAL","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","81.0","0.5"
"21","Devin Funchess","WR","CAR","@CHI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","64.8","0.3"
"22","Kelvin Benjamin","WR","BUF","TB","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","66.4","0.4"
"23","Keenan Allen","WR","LAC","DEN","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","66.8","0.5"
"24","Terrelle Pryor","WR","WAS","@PHI","Mon 8:30 PM","0.5","0.0","0.0","0.3","0.0","57.6","0.3"
"25","John Brown","WR","ARI","@LA","Sun 1:00 PM","0.0","0.0","0.0","1.6","0.0","40.4","0.2"
"26","Davante Adams","WR","GB","NO","Sun 1:00 PM","0.7","0.0","0.0","0.0","0.0","47.3","0.3"
"27","DeSean Jackson","WR","TB","@BUF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","52.1","0.3"
"28","Amari Cooper","WR","OAK","KC","Thu 8:25 PM","1.1","0.0","0.0","0.0","0.0","55.9","0.4"
"29","Sterling Shepard","WR","NYG","SEA","Sun 4:25 PM","-","-","-","-","-","-","-"
"30","Eric Decker","WR","TEN","@CLE","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","44.3","0.2"
"31","Martavis Bryant","WR","PIT","CIN","Sun 4:25 PM","0.0","0.0","0.0","1.3","0.0","27.2","0.1"
"32","Jeremy Maclin","WR","BAL","@MIN","Sun 1:00 PM","-","-","-","-","-","-","-"
"33","Marqise Lee","WR","JAC","@IND","Sun 1:00 PM","0.0","0.0","0.0","0.3","0.0","51.7","0.4"
"34","Robert Woods","WR","LA","ARI","Sun 1:00 PM","0.0","0.0","0.0","0.3","0.0","47.0","0.2"
"35","Cooper Kupp","WR","LA","ARI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","45.8","0.2"
