"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Rob Gronkowski","TE","NE","@NYJ","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","54.4","0.8"
"2","Travis Kelce","TE","KC","PIT","Sun 4:25 PM","0.0","0.0","0.0","0.2","0.0","35.3","0.2"
"3","Zach Ertz","TE","PHI","@CAR","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","55.5","0.4"
"4","Delanie Walker","TE","TEN","IND","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","48.1","0.5"
"5","Jordan Reed","TE","WAS","SF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","41.8","0.5"
"6","Austin Seferian-Jenkins","TE","NYJ","NE","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","36.4","0.2"
"7","Evan Engram","TE","NYG","@DEN","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","44.7","0.3"
"8","Jared Cook","TE","OAK","LAC","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","33.1","0.3"
"9","Cameron Brate","TE","TB","@ARI","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","42.7","0.4"
"10","Kyle Rudolph","TE","MIN","GB","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","47.9","0.4"
"11","Coby Fleener","TE","NO","DET","Sun 1:00 PM","0.0","0.0","0.0","-0.1","0.0","29.6","0.3"
"12","Ryan Griffin","TE","HOU","CLE","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","29.2","0.4"
"13","Ed Dickson","TE","CAR","PHI","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","25.6","0.3"
"14","Martellus Bennett","TE","NE","@NYJ","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","38.2","0.4"
"15","Hunter Henry","TE","LAC","@OAK","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","34.3","0.4"
"16","Zach Miller","TE","CHI","@BAL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","36.5","0.2"
"17","George Kittle","TE","SF","@WAS","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","39.1","0.1"
"18","Austin Hooper","TE","ATL","MIA","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","33.5","0.4"
"19","Benjamin Watson","TE","BAL","CHI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","31.8","0.3"
"20","Jesse James","TE","PIT","@KC","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","30.3","0.3"
"21","Eric Ebron","TE","DET","@NO","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","34.8","0.3"
"22","A.J. Derby","TE","MIA","@ATL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","16.6","0.2"
"23","David Njoku","TE","CLE","@HOU","Sun 1:00 PM","0.0","0.0","0.0","0.1","0.0","36.3","0.2"
"24","Vernon Davis","TE","WAS","SF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","17.1","0.1"
"25","Julius Thomas","TE","MIA","@ATL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","26.2","0.1"
