"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Oakland Raiders","DST","OAK","NYJ","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2","Seattle Seahawks","DST","SEA","SF","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"3","Baltimore Ravens","DST","BAL","CLE","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4","Tampa Bay Buccaneers","DST","TB","CHI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"5","Cincinnati Bengals","DST","CIN","HOU","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"6","Arizona Cardinals","DST","ARI","@IND","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","Los Angeles Chargers","DST","LAC","MIA","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"8","New York Giants","DST","NYG","DET","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"9","Washington Redskins","DST","WAS","@LA","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"10","Houston Texans","DST","HOU","@CIN","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"11","Kansas City Chiefs","DST","KC","PHI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","Pittsburgh Steelers","DST","PIT","MIN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","Jacksonville Jaguars","DST","JAC","TEN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","Carolina Panthers","DST","CAR","BUF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","Tennessee Titans","DST","TEN","@JAC","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","Los Angeles Rams","DST","LA","WAS","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","Denver Broncos","DST","DEN","DAL","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","New England Patriots","DST","NE","@NO","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","Chicago Bears","DST","CHI","@TB","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","Miami Dolphins","DST","MIA","@LAC","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
