"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Le'Veon Bell","RB","PIT","@CLE","Sun 1:00 PM","0.0","0.0","0.0","87.8","0.7","47.0","0.3"
"2","David Johnson","RB","ARI","@DET","Sun 1:00 PM","0.0","0.0","0.0","79.4","0.7","52.9","0.3"
"3","LeSean McCoy","RB","BUF","NYJ","Sun 1:00 PM","0.0","0.0","0.0","69.9","0.5","26.3","0.1"
"4","Todd Gurley","RB","LA","IND","Sun 4:05 PM","0.0","0.0","0.0","76.6","0.8","19.9","0.1"
"5","Ezekiel Elliott","RB","DAL","NYG","Sun 8:30 PM","0.4","0.0","0.0","96.6","0.7","21.9","0.1"
"6","Jordan Howard","RB","CHI","ATL","Sun 1:00 PM","0.8","0.0","0.0","78.6","0.5","23.1","0.1"
"7","Lamar Miller","RB","HOU","JAC","Sun 1:00 PM","0.0","0.0","0.0","70.5","0.3","14.2","0.1"
"8","DeMarco Murray","RB","TEN","OAK","Sun 1:00 PM","0.0","0.0","0.0","91.6","0.7","21.6","0.1"
"9","Melvin Gordon","RB","LAC","@DEN","Mon 10:20 PM","0.5","0.0","0.0","65.2","0.4","26.9","0.1"
"10","Devonta Freeman","RB","ATL","@CHI","Sun 1:00 PM","0.0","0.0","0.0","74.7","0.6","32.7","0.1"
"11","Carlos Hyde","RB","SF","CAR","Sun 4:25 PM","0.0","0.0","0.0","55.3","0.5","9.4","0.1"
"12","Dalvin Cook","RB","MIN","NO","Mon 7:10 PM","0.1","0.0","0.0","49.4","0.5","18.5","0.1"
"13","C.J. Anderson","RB","DEN","LAC","Mon 10:20 PM","0.0","0.0","0.0","44.0","0.2","15.1","0.1"
"14","Jonathan Stewart","RB","CAR","@SF","Sun 4:25 PM","0.0","0.0","0.0","41.2","0.3","5.1","0.0"
"15","Isaiah Crowell","RB","CLE","PIT","Sun 1:00 PM","0.0","0.0","0.0","58.5","0.3","18.4","0.1"
"16","Marshawn Lynch","RB","OAK","@TEN","Sun 1:00 PM","0.0","0.0","0.0","47.3","0.1","27.2","0.2"
"17","Leonard Fournette","RB","JAC","@HOU","Sun 1:00 PM","0.0","0.0","0.0","46.8","0.2","13.4","0.1"
"18","Frank Gore","RB","IND","@LA","Sun 4:05 PM","0.0","0.0","0.0","43.1","0.2","12.8","0.1"
"19","Ameer Abdullah","RB","DET","ARI","Sun 1:00 PM","0.2","0.0","0.0","42.4","0.3","16.6","0.1"
"20","Robert Kelley","RB","WAS","PHI","Sun 1:00 PM","0.0","0.0","0.0","43.6","0.4","6.5","0.0"
"21","Mark Ingram","RB","NO","@MIN","Mon 7:10 PM","0.0","0.0","0.0","33.0","0.2","18.1","0.1"
"22","Ty Montgomery","RB","GB","SEA","Sun 4:25 PM","0.0","0.0","0.0","32.5","0.2","21.0","0.1"
"23","Matt Forte","RB","NYJ","@BUF","Sun 1:00 PM","0.2","0.0","0.0","45.8","0.2","11.6","0.0"
"24","Kareem Hunt","RB","KC","@NE","Thu 8:30 PM","0.0","0.0","0.0","42.3","0.2","26.0","0.1"
"25","LeGarrette Blount","RB","PHI","@WAS","Sun 1:00 PM","0.0","0.0","0.0","43.2","0.3","2.6","0.0"
"26","Bilal Powell","RB","NYJ","@BUF","Sun 1:00 PM","0.0","0.0","0.0","43.4","0.4","16.7","0.0"
"27","Terrance West","RB","BAL","@CIN","Sun 1:00 PM","0.0","0.0","0.0","33.6","0.2","15.8","0.0"
"28","Christian McCaffrey","RB","CAR","@SF","Sun 4:25 PM","0.8","0.0","0.0","43.8","0.2","20.6","0.1"
"29","Tevin Coleman","RB","ATL","@CHI","Sun 1:00 PM","0.0","0.0","0.0","39.5","0.3","19.8","0.1"
"30","James White","RB","NE","KC","Thu 8:30 PM","0.0","0.0","0.0","13.6","0.1","21.7","0.1"
"31","Paul Perkins","RB","NYG","@DAL","Sun 8:30 PM","0.0","0.0","0.0","44.4","0.2","10.0","0.0"
"32","Mike Gillislee","RB","NE","KC","Thu 8:30 PM","0.0","0.0","0.0","40.6","0.3","9.4","0.1"
"33","Joe Mixon","RB","CIN","BAL","Sun 1:00 PM","0.0","0.0","0.0","34.2","0.2","25.9","0.1"
"34","Adrian Peterson","RB","ARI","@DET","Sun 1:00 PM","0.0","0.0","0.0","32.1","0.2","7.9","0.0"
"35","Derrick Henry","RB","TEN","OAK","Sun 1:00 PM","0.0","0.0","0.0","36.2","0.2","9.2","0.0"
"36","Jamaal Charles","RB","DEN","LAC","Mon 10:20 PM","0.0","0.0","0.0","31.1","0.2","6.2","0.0"
