"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Le'Veon Bell","RB","PIT","CIN","Sun 4:25 PM","0.0","0.0","0.0","92.9","1.0","32.8","0.1"
"2","Kareem Hunt","RB","KC","@OAK","Thu 8:25 PM","0.0","0.0","0.0","85.5","0.8","33.9","0.2"
"3","Ezekiel Elliott","RB","DAL","@SF","Sun 4:05 PM","0.5","0.0","0.0","94.9","0.9","19.4","0.0"
"4","Todd Gurley","RB","LA","ARI","Sun 1:00 PM","0.6","0.1","0.0","73.9","0.6","30.4","0.1"
"5","LeSean McCoy","RB","BUF","TB","Sun 1:00 PM","0.2","0.0","0.0","89.3","0.7","24.3","0.1"
"6","Melvin Gordon","RB","LAC","DEN","Sun 4:25 PM","0.4","0.0","0.0","65.5","0.5","39.1","0.2"
"7","Jay Ajayi","RB","PHI","WAS","Mon 8:30 PM","0.0","0.0","0.0","74.7","0.5","9.0","0.0"
"8","Derrick Henry","RB","TEN","@CLE","Sun 1:00 PM","0.0","0.0","0.0","44.9","0.3","11.8","0.1"
"9","Devonta Freeman","RB","ATL","@NE","Sun 8:30 PM","0.0","0.0","0.0","71.2","0.6","30.6","0.1"
"10","Mark Ingram","RB","NO","@GB","Sun 1:00 PM","0.0","0.0","0.0","54.4","0.3","36.6","0.2"
"11","Carlos Hyde","RB","SF","DAL","Sun 4:05 PM","0.0","0.0","0.0","65.9","0.4","19.4","0.1"
"12","Jordan Howard","RB","CHI","CAR","Sun 1:00 PM","0.4","0.0","0.0","75.9","0.4","15.7","0.1"
"13","Jerick McKinnon","RB","MIN","BAL","Sun 1:00 PM","0.0","0.0","0.0","55.7","0.3","20.2","0.0"
"14","Adrian Peterson","RB","ARI","@LA","Sun 1:00 PM","0.0","0.0","0.0","59.5","0.5","11.0","0.0"
"15","Leonard Fournette","RB","JAC","@IND","Sun 1:00 PM","-","-","-","-","-","-","-"
"16","DeMarco Murray","RB","TEN","@CLE","Sun 1:00 PM","0.0","0.0","0.0","47.3","0.4","19.5","0.0"
"17","C.J. Anderson","RB","DEN","@LAC","Sun 4:25 PM","0.0","0.0","0.0","58.6","0.4","20.3","0.0"
"18","LeGarrette Blount","RB","PHI","WAS","Mon 8:30 PM","0.0","0.0","0.0","44.7","0.3","20.4","0.1"
"19","Doug Martin","RB","TB","@BUF","Sun 1:00 PM","0.0","0.0","0.0","58.7","0.3","16.9","0.0"
"20","Alvin Kamara","RB","NO","@GB","Sun 1:00 PM","0.0","0.0","0.0","36.5","0.2","31.6","0.1"
"21","Tevin Coleman","RB","ATL","@NE","Sun 8:30 PM","0.0","0.0","0.0","37.5","0.3","21.4","0.1"
"22","Joe Mixon","RB","CIN","@PIT","Sun 4:25 PM","0.0","0.0","0.0","50.5","0.2","25.0","0.1"
"24","Marshawn Lynch","RB","OAK","KC","Thu 8:25 PM","-","-","-","-","-","-","-"
"25","Christian McCaffrey","RB","CAR","@CHI","Sun 1:00 PM","0.0","0.0","0.0","21.4","0.1","41.9","0.2"
"26","Frank Gore","RB","IND","JAC","Sun 1:00 PM","0.0","0.0","0.0","63.4","0.2","14.9","0.0"
"27","Chris Thompson","RB","WAS","@PHI","Mon 8:30 PM","0.0","0.0","0.0","23.7","0.1","36.7","0.2"
"28","Dion Lewis","RB","NE","ATL","Sun 8:30 PM","0.0","0.0","0.0","24.9","0.2","6.9","0.1"
"29","Mike Gillislee","RB","NE","ATL","Sun 8:30 PM","0.0","0.0","0.0","45.5","0.5","10.5","0.0"
"30","Javorius Allen","RB","BAL","@MIN","Sun 1:00 PM","0.0","0.0","0.0","43.2","0.1","25.0","0.0"
"31","Orleans Darkwa","RB","NYG","SEA","Sun 4:25 PM","0.0","0.0","0.0","44.8","0.3","14.4","0.0"
"32","Isaiah Crowell","RB","CLE","TEN","Sun 1:00 PM","0.2","0.0","0.0","51.4","0.3","20.2","0.0"
"33","Duke Johnson","RB","CLE","TEN","Sun 1:00 PM","0.0","0.0","0.0","27.4","0.1","35.8","0.1"
"34","James White","RB","NE","ATL","Sun 8:30 PM","0.0","0.0","0.0","19.4","0.1","33.9","0.3"
"35","Aaron Jones","RB","GB","NO","Sun 1:00 PM","0.0","0.0","0.0","32.6","0.4","17.1","0.1"
"36","Ty Montgomery","RB","GB","NO","Sun 1:00 PM","0.0","0.0","0.0","30.9","0.2","24.6","0.1"
"37","Alex Collins","RB","BAL","@MIN","Sun 1:00 PM","0.0","0.0","0.0","31.0","0.1","22.3","0.1"
"38","Jonathan Stewart","RB","CAR","@CHI","Sun 1:00 PM","0.0","0.0","0.0","53.4","0.3","13.0","0.0"
"39","Marlon Mack","RB","IND","JAC","Sun 1:00 PM","0.0","0.0","0.0","25.3","0.2","15.8","0.1"
"40","Robert Kelley","RB","WAS","@PHI","Mon 8:30 PM","0.0","0.0","0.0","30.9","0.2","6.8","0.0"
"41","Matt Forte","RB","NYJ","@MIA","Sun 1:00 PM","0.0","0.0","0.0","28.0","0.0","22.1","0.1"
"42","Latavius Murray","RB","MIN","BAL","Sun 1:00 PM","0.0","0.0","0.0","29.8","0.2","7.9","0.0"
"43","Tarik Cohen","RB","CHI","CAR","Sun 1:00 PM","0.5","0.0","0.0","23.9","0.1","19.9","0.0"
"44","Eddie Lacy","RB","SEA","@NYG","Sun 4:25 PM","0.0","0.0","0.0","24.0","0.1","20.3","0.1"
"45","Thomas Rawls","RB","SEA","@NYG","Sun 4:25 PM","0.0","0.0","0.0","42.4","0.0","23.4","0.1"
"46","Matt Breida","RB","SF","DAL","Sun 4:05 PM","0.0","0.0","0.0","30.5","0.2","15.4","0.0"
"47","Jamaal Charles","RB","DEN","@LAC","Sun 4:25 PM","0.0","0.0","0.0","27.8","0.3","12.5","0.1"
"48","Jalen Richard","RB","OAK","KC","Thu 8:25 PM","0.0","0.0","0.0","25.7","0.2","16.4","0.0"
"49","Bilal Powell","RB","NYJ","@MIA","Sun 1:00 PM","0.0","0.0","0.0","24.4","0.1","13.5","0.0"
"50","David Fluellen","RB","TEN","@CLE","Sun 1:00 PM","-","-","-","-","-","-","-"
