"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Zach Ertz","TE","PHI","ARI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","65.1","0.2"
"2","Travis Kelce","TE","KC","@HOU","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","57.3","0.3"
"3","Delanie Walker","TE","TEN","@MIA","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","51.8","0.4"
"4","Cameron Brate","TE","TB","NE","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","31.9","0.5"
"5","Jimmy Graham","TE","SEA","@LA","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","38.8","0.3"
"6","Charles Clay","TE","BUF","@CIN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","40.9","0.4"
"7","Evan Engram","TE","NYG","LAC","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","41.7","0.2"
"8","Austin Seferian-Jenkins","TE","NYJ","@CLE","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","40.1","0.3"
"9","Jared Cook","TE","OAK","BAL","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","33.0","0.3"
"10","Kyle Rudolph","TE","MIN","@CHI","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","39.3","0.4"
"11","Martellus Bennett","TE","NE","@TB","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","37.5","0.3"
"12","Jason Witten","TE","DAL","GB","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","40.5","0.4"
"13","Hunter Henry","TE","LAC","@NYG","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","34.6","0.2"
"14","Benjamin Watson","TE","BAL","@OAK","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","41.0","0.2"
"15","Jesse James","TE","PIT","JAC","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","35.4","0.4"
"16","Antonio Gates","TE","LAC","@NYG","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","34.8","0.2"
"17","Zach Miller","TE","CHI","MIN","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","33.2","0.4"
"18","Julius Thomas","TE","MIA","TEN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","26.6","0.2"
"19","Eric Ebron","TE","DET","CAR","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","39.8","0.3"
"20","Tyler Kroft","TE","CIN","BUF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","37.2","0.3"
