"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Alvin Kamara","RB","NO","NYJ","Sun 1:00 PM","0.0","0.0","0.0","70.4","0.6","39.0","0.3"
"2","Devonta Freeman","RB","ATL","@TB","Mon 8:30 PM","0.0","0.0","0.0","71.5","0.8","21.5","0.1"
"3","Le'Veon Bell","RB","PIT","NE","Sun 4:25 PM","0.0","0.0","0.0","87.7","0.8","37.6","0.2"
"4","Todd Gurley","RB","LA","@SEA","Sun 4:05 PM","0.0","0.0","0.0","70.4","0.5","40.0","0.1"
"5","Melvin Gordon","RB","LAC","@KC","Sat 8:30 PM","0.0","0.0","0.0","74.0","0.6","33.4","0.1"
"6","Kenyan Drake","RB","MIA","@BUF","Sun 1:00 PM","0.2","0.0","0.0","64.7","0.4","25.5","0.0"
"7","Mark Ingram","RB","NO","NYJ","Sun 1:00 PM","0.0","0.0","0.0","73.7","0.9","22.6","0.0"
"8","LeSean McCoy","RB","BUF","MIA","Sun 1:00 PM","0.3","0.0","0.0","88.2","0.4","25.1","0.1"
"9","Kareem Hunt","RB","KC","LAC","Sat 8:30 PM","0.0","0.0","0.0","68.1","0.4","24.3","0.2"
"10","Latavius Murray","RB","MIN","CIN","Sun 1:00 PM","0.0","0.0","0.0","58.2","0.5","8.3","0.0"
"11","Samaje Perine","RB","WAS","ARI","Sun 1:00 PM","0.0","0.0","0.0","52.1","0.3","23.1","0.0"
"12","Alex Collins","RB","BAL","@CLE","Sun 1:00 PM","0.0","0.0","0.0","67.5","0.4","13.2","0.0"
"13","Mike Davis","RB","SEA","LA","Sun 4:05 PM","0.0","0.0","0.0","45.9","0.3","16.1","0.1"
"14","Jordan Howard","RB","CHI","@DET","Sat 4:30 PM","0.0","0.0","0.0","70.2","0.5","11.3","0.1"
"15","Marshawn Lynch","RB","OAK","DAL","Sun 8:30 PM","0.0","0.0","0.0","64.3","0.5","18.1","0.0"
"16","Jamaal Williams","RB","GB","@CAR","Sun 1:00 PM","0.0","0.0","0.0","56.7","0.6","19.3","0.1"
"17","Rex Burkhead","RB","NE","@PIT","Sun 4:25 PM","0.0","0.0","0.0","40.9","0.4","20.9","0.1"
"18","Carlos Hyde","RB","SF","TEN","Sun 4:25 PM","0.0","0.0","0.0","58.0","0.3","31.7","0.1"
"19","Chris Ivory","RB","JAC","HOU","Sun 1:00 PM","0.0","0.0","0.0","43.9","0.3","11.3","0.0"
"20","Alfred Morris","RB","DAL","@OAK","Sun 8:30 PM","0.0","0.0","0.0","62.8","0.4","17.9","0.1"
"21","C.J. Anderson","RB","DEN","@IND","Thu 8:25 PM","0.2","0.1","0.0","54.4","0.3","17.8","0.0"
"22","Dion Lewis","RB","NE","@PIT","Sun 4:25 PM","0.0","0.0","0.0","45.0","0.3","22.5","0.1"
"23","Jay Ajayi","RB","PHI","@NYG","Sun 1:00 PM","0.0","0.0","0.0","60.2","0.4","10.3","0.0"
"24","Jerick McKinnon","RB","MIN","CIN","Sun 1:00 PM","0.0","0.0","0.0","45.0","0.5","22.6","0.1"
