"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Rob Gronkowski","TE","NE","ATL","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","63.2","0.9"
"2","Zach Ertz","TE","PHI","WAS","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","59.6","0.4"
"3","Travis Kelce","TE","KC","@OAK","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","59.0","0.3"
"4","Jordan Reed","TE","WAS","@PHI","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","45.6","0.3"
"5","Evan Engram","TE","NYG","SEA","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","46.9","0.4"
"6","Delanie Walker","TE","TEN","@CLE","Sun 1:00 PM","0.0","0.0","0.0","0.1","0.0","47.8","0.5"
"7","Jimmy Graham","TE","SEA","@NYG","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","44.8","0.3"
"8","Hunter Henry","TE","LAC","DEN","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","39.2","0.3"
"9","Austin Seferian-Jenkins","TE","NYJ","@MIA","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","42.1","0.3"
"10","Cameron Brate","TE","TB","@BUF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","38.7","0.5"
"11","Austin Hooper","TE","ATL","@NE","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","32.0","0.3"
"12","Kyle Rudolph","TE","MIN","BAL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","50.1","0.3"
"13","George Kittle","TE","SF","DAL","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","36.0","0.3"
"14","Jason Witten","TE","DAL","@SF","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","44.1","0.2"
"15","Jared Cook","TE","OAK","KC","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","27.1","0.3"
"16","Jack Doyle","TE","IND","JAC","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","46.6","0.1"
"17","Zach Miller","TE","CHI","CAR","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","33.9","0.3"
"18","Ed Dickson","TE","CAR","@CHI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","34.8","0.3"
"19","Benjamin Watson","TE","BAL","@MIN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","45.9","0.1"
"20","Julius Thomas","TE","MIA","NYJ","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","28.3","0.2"
"21","Martellus Bennett","TE","NE","ATL","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","29.9","0.3"
"22","David Njoku","TE","CLE","TEN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","25.9","0.3"
"23","Tyler Higbee","TE","LA","ARI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","10.5","0.1"
"24","Tyler Kroft","TE","CIN","@PIT","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","32.9","0.3"
"25","Jesse James","TE","PIT","CIN","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","30.0","0.2"
"26","Vernon Davis","TE","WAS","@PHI","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","18.6","0.2"
"27","Coby Fleener","TE","NO","@GB","Sun 1:00 PM","0.0","0.0","0.0","-0.1","0.0","27.7","0.3"
"28","Nick O'Leary","TE","BUF","TB","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","17.9","0.2"
"29","A.J. Derby","TE","MIA","NYJ","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","12.4","0.1"
"30","Marcedes Lewis","TE","JAC","@IND","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","25.7","0.3"
