"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Tom Brady","QB","NE","NYJ","Sun 1:00 PM","315.9","3.1","0.4","1.1","0.1","0.0","0.0"
"2","Russell Wilson","QB","SEA","ARI","Sun 4:25 PM","309.1","1.7","0.9","26.9","0.2","0.0","0.0"
"3","Cam Newton","QB","CAR","@ATL","Sun 4:25 PM","212.4","1.5","0.6","44.6","0.4","0.1","0.0"
"4","Kirk Cousins","QB","WAS","@NYG","Sun 1:00 PM","276.3","1.9","0.9","7.0","0.1","0.0","0.0"
"5","Matthew Stafford","QB","DET","GB","Sun 1:00 PM","305.8","2.3","0.7","4.3","0.1","-0.1","0.0"
"6","Philip Rivers","QB","LAC","OAK","Sun 4:25 PM","315.1","2.4","0.7","2.0","0.1","-0.2","0.0"
"7","Drew Brees","QB","NO","@TB","Sun 4:25 PM","305.4","2.5","0.5","13.6","0.3","0.0","0.0"
"8","Tyrod Taylor","QB","BUF","@MIA","Sun 4:25 PM","209.2","1.3","0.8","23.6","0.2","-0.1","0.0"
"9","Matt Ryan","QB","ATL","CAR","Sun 4:25 PM","273.1","2.1","0.9","3.8","0.1","0.0","0.0"
"10","Case Keenum","QB","MIN","CHI","Sun 1:00 PM","175.7","1.4","0.4","4.9","0.0","-0.1","0.0"
"11","Jimmy Garoppolo","QB","SF","@LA","Sun 4:25 PM","276.7","1.9","1.3","7.0","0.1","-0.1","0.0"
"12","Jameis Winston","QB","TB","NO","Sun 4:25 PM","279.4","2.0","1.2","8.4","0.0","-0.1","0.0"
"13","Jacoby Brissett","QB","IND","HOU","Sun 1:00 PM","226.1","1.8","0.8","18.2","0.2","0.0","0.0"
"14","Dak Prescott","QB","DAL","@PHI","Sun 1:00 PM","233.9","1.4","0.8","26.8","0.2","0.0","0.0"
"15","Joe Flacco","QB","BAL","CIN","Sun 4:25 PM","223.8","1.4","0.7","16.8","0.2","0.0","0.0"
"16","Brett Hundley","QB","GB","@DET","Sun 1:00 PM","200.0","1.3","0.8","27.0","0.1","0.5","0.0"
"17","Jay Cutler","QB","MIA","BUF","Sun 4:25 PM","154.1","0.6","0.9","5.5","0.1","0.0","0.0"
"18","Blake Bortles","QB","JAC","@TEN","Sun 4:25 PM","206.2","1.3","0.4","19.3","0.3","0.0","0.0"
"19","Landry Jones","QB","PIT","CLE","Sun 1:00 PM","191.0","1.3","0.5","10.4","0.1","0.1","0.0"
"20","Marcus Mariota","QB","TEN","JAC","Sun 4:25 PM","197.6","1.1","1.1","10.4","0.2","0.0","0.0"
"21","Sean Mannion","QB","LA","SF","Sun 4:25 PM","165.7","1.1","0.4","30.5","0.2","0.5","0.0"
"22","Paxton Lynch","QB","DEN","KC","Sun 4:25 PM","183.7","0.8","0.9","17.4","0.1","0.0","0.0"
"23","Patrick Mahomes","QB","KC","@DEN","Sun 4:25 PM","236.6","1.3","1.1","13.9","0.1","-0.2","0.0"
"24","DeShone Kizer","QB","CLE","@PIT","Sun 1:00 PM","191.9","1.0","1.1","32.1","0.2","0.0","0.0"
"25","T.J. Yates","QB","HOU","@IND","Sun 1:00 PM","205.0","1.4","0.6","22.6","0.1","0.5","0.0"
"26","Eli Manning","QB","NYG","WAS","Sun 1:00 PM","252.7","1.5","1.2","12.3","0.1","0.0","0.0"
"27","Drew Stanton","QB","ARI","@SEA","Sun 4:25 PM","213.7","1.1","1.1","8.6","0.0","0.4","0.0"
"28","Derek Carr","QB","OAK","@LAC","Sun 4:25 PM","242.1","1.6","1.0","19.0","0.1","0.1","0.0"
"29","Andy Dalton","QB","CIN","@BAL","Sun 4:25 PM","206.6","0.8","1.2","8.3","0.0","0.2","0.0"
"30","Nick Foles","QB","PHI","DAL","Sun 1:00 PM","118.5","0.9","0.3","1.2","0.1","0.0","0.0"
"31","Bryce Petty","QB","NYJ","@NE","Sun 1:00 PM","170.2","0.8","0.8","24.0","0.2","0.0","0.0"
"32","Mitchell Trubisky","QB","CHI","@MIN","Sun 1:00 PM","202.2","0.8","1.2","12.2","0.1","-0.2","0.0"
