"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Rob Gronkowski","TE","NE","@PIT","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","69.7","0.7"
"2","Travis Kelce","TE","KC","LAC","Sat 8:30 PM","0.0","0.0","0.0","0.1","0.0","71.3","0.5"
"3","Zach Ertz","TE","PHI","@NYG","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","57.3","0.4"
"4","Jimmy Graham","TE","SEA","LA","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","47.3","0.3"
"5","Hunter Henry","TE","LAC","@KC","Sat 8:30 PM","0.0","0.0","0.0","0.0","0.0","41.8","0.5"
"6","Evan Engram","TE","NYG","PHI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","39.2","0.2"
"7","Delanie Walker","TE","TEN","@SF","Sun 4:25 PM","0.0","0.0","0.0","0.1","0.0","55.8","0.4"
"8","Vernon Davis","TE","WAS","ARI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","43.6","0.4"
"9","Jack Doyle","TE","IND","DEN","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","41.0","0.3"
"10","Jared Cook","TE","OAK","DAL","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","41.0","0.4"
"11","Kyle Rudolph","TE","MIN","CIN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","47.7","0.2"
"12","Ricky Seals-Jones","TE","ARI","@WAS","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","33.6","0.3"
"13","Greg Olsen","TE","CAR","GB","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","59.8","0.2"
"14","Austin Hooper","TE","ATL","@TB","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","23.7","0.3"
"15","Charles Clay","TE","BUF","MIA","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","34.9","0.3"
"16","Julius Thomas","TE","MIA","@BUF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","31.0","0.1"
"17","Jason Witten","TE","DAL","@OAK","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","45.8","0.2"
"18","Cameron Brate","TE","TB","ATL","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","24.1","0.2"
"19","Eric Ebron","TE","DET","CHI","Sat 4:30 PM","0.0","0.0","0.0","0.0","0.0","28.6","0.2"
"20","Marcedes Lewis","TE","JAC","HOU","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","19.7","0.2"
"21","O.J. Howard","TE","TB","ATL","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","28.8","0.3"
"22","David Njoku","TE","CLE","BAL","Sun 1:00 PM","0.0","0.0","0.0","0.3","0.0","27.8","0.1"
"23","Stephen Anderson","TE","HOU","@JAC","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","27.0","0.3"
"24","Josh Hill","TE","NO","NYJ","Sun 1:00 PM","0.0","0.0","0.0","1.1","0.0","26.8","0.0"
"25","Garrett Celek","TE","SF","TEN","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","15.7","0.1"
