"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Houston Texans","DST","HOU","JAC","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2","Denver Broncos","DST","DEN","LAC","Mon 10:20 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"3","Pittsburgh Steelers","DST","PIT","@CLE","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4","New England Patriots","DST","NE","KC","Thu 8:30 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"5","Carolina Panthers","DST","CAR","@SF","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"6","Los Angeles Rams","DST","LA","IND","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","Jacksonville Jaguars","DST","JAC","@HOU","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"8","Arizona Cardinals","DST","ARI","@DET","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"9","Atlanta Falcons","DST","ATL","@CHI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"10","Seattle Seahawks","DST","SEA","@GB","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"11","Buffalo Bills","DST","BUF","NYJ","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","Minnesota Vikings","DST","MIN","NO","Mon 7:10 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","New York Giants","DST","NYG","@DAL","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","Los Angeles Chargers","DST","LAC","@DEN","Mon 10:20 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","Cincinnati Bengals","DST","CIN","BAL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","Baltimore Ravens","DST","BAL","@CIN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","Philadelphia Eagles","DST","PHI","@WAS","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","Kansas City Chiefs","DST","KC","@NE","Thu 8:30 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","Oakland Raiders","DST","OAK","@TEN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","Green Bay Packers","DST","GB","SEA","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
