"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Greg Zuerlein","K","LA","@NYG","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2","Wil Lutz","K","NO","TB","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"3","Harrison Butker","K","KC","@DAL","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4","Blair Walsh","K","SEA","WAS","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"5","Jake Elliott","K","PHI","DEN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"6","Ryan Succop","K","TEN","BAL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","Josh Lambo","K","JAC","CIN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"8","Graham Gano","K","CAR","ATL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"9","Mike Nugent","K","CHI","-","Mon 1:56 AM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"10","Ka'imi Fairbairn","K","HOU","IND","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"11","Steven Hauschka","K","BUF","@NYJ","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","Matt Prater","K","DET","@GB","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","Phil Dawson","K","ARI","@SF","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","Robbie Gould","K","SF","ARI","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","Patrick Murray","K","TB","@NO","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","Matt Bryant","K","ATL","@CAR","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","Giorgio Tavecchio","K","OAK","@MIA","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","Chandler Catanzaro","K","NYJ","BUF","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","Justin Tucker","K","BAL","@TEN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","Adam Vinatieri","K","IND","@HOU","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
