"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Stephen Gostkowski","K","NE","KC","Thu 8:30 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2","Justin Tucker","K","BAL","@CIN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"3","Dan Bailey","K","DAL","NYG","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4","Matt Bryant","K","ATL","@CHI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"5","Adam Vinatieri","K","IND","@LA","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"6","Younghoe Koo","K","LAC","@DEN","Mon 10:20 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","Chris Boswell","K","PIT","@CLE","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"8","Mason Crosby","K","GB","SEA","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"9","Matt Prater","K","DET","ARI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"10","Sebastian Janikowski","K","OAK","@TEN","Sun 1:00 PM","-","-","-","-","-","-","-"
"11","Wil Lutz","K","NO","@MIN","Mon 7:10 PM","-","-","-","-","-","-","-"
"12","Caleb Sturgis","K","PHI","@WAS","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","Phil Dawson","K","ARI","@DET","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","Blair Walsh","K","SEA","@GB","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","Randy Bullock","K","CIN","BAL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","Dustin Hopkins","K","WAS","PHI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","Graham Gano","K","CAR","@SF","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","Kai Forbath","K","MIN","NO","Mon 7:10 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","Brandon McManus","K","DEN","LAC","Mon 10:20 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","Steven Hauschka","K","BUF","NYJ","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
