"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Travis Kelce","TE","KC","@NE","Thu 8:30 PM","0.0","0.0","0.0","0.0","0.0","57.0","0.5"
"2","Rob Gronkowski","TE","NE","KC","Thu 8:30 PM","0.0","0.0","0.0","0.0","0.0","54.0","0.8"
"3","Kyle Rudolph","TE","MIN","NO","Mon 7:10 PM","0.0","0.0","0.0","0.0","0.0","50.1","0.4"
"4","Delanie Walker","TE","TEN","OAK","Sun 1:00 PM","0.0","0.0","0.0","0.1","0.0","49.2","0.4"
"5","Greg Olsen","TE","CAR","@SF","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","62.6","0.4"
"6","Zach Ertz","TE","PHI","@WAS","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","52.7","0.3"
"7","Jordan Reed","TE","WAS","PHI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","50.4","0.4"
"8","Jimmy Graham","TE","SEA","@GB","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","51.8","0.3"
"9","Tyler Eifert","TE","CIN","BAL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","44.7","0.5"
"10","Jason Witten","TE","DAL","NYG","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","42.7","0.1"
"11","Martellus Bennett","TE","NE","KC","Thu 8:30 PM","0.0","0.0","0.0","0.0","0.0","44.1","0.3"
"12","Charles Clay","TE","BUF","NYJ","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","35.9","0.2"
"13","C.J. Fiedorowicz","TE","HOU","JAC","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","36.7","0.2"
"14","Coby Fleener","TE","NO","@MIN","Mon 7:10 PM","0.0","0.0","0.0","0.1","0.0","43.5","0.2"
"15","Hunter Henry","TE","LAC","@DEN","Mon 10:20 PM","0.0","0.0","0.0","0.0","0.0","34.0","0.2"
"16","Eric Ebron","TE","DET","ARI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","44.9","0.2"
"17","Antonio Gates","TE","LAC","@DEN","Mon 10:20 PM","0.0","0.0","0.0","0.0","0.0","32.0","0.2"
"18","Evan Engram","TE","NYG","@DAL","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","33.7","0.2"
"19","Jack Doyle","TE","IND","@LA","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","27.2","0.3"
"20","Tyler Higbee","TE","LA","IND","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","24.3","0.3"
"21","Nick Boyle","TE","BAL","@CIN","Sun 1:00 PM","-","-","-","-","-","-","-"
"22","Jermaine Gresham","TE","ARI","@DET","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","27.5","0.3"
"23","Zach Miller","TE","CHI","ATL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","36.8","0.3"
"24","Jared Cook","TE","OAK","@TEN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","38.4","0.2"
"25","Austin Hooper","TE","ATL","@CHI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","35.4","0.3"
"26","Jesse James","TE","PIT","@CLE","Sun 1:00 PM","-","-","-","-","-","-","-"
"27","Gerald Everett","TE","LA","IND","Sun 4:05 PM","-","-","-","-","-","-","-"
"28","George Kittle","TE","SF","CAR","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","18.8","0.1"
"29","Vance McDonald","TE","PIT","@CLE","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","18.5","0.2"
"30","David Njoku","TE","CLE","PIT","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","26.8","0.1"
"31","Vernon Davis","TE","WAS","PHI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","13.6","0.2"
"32","Marcedes Lewis","TE","JAC","@HOU","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","15.2","0.0"
