"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Kareem Hunt","RB","KC","@NYG","Sun 1:00 PM","0.0","0.0","0.0","70.7","0.5","35.0","0.1"
"2","Le'Veon Bell","RB","PIT","TEN","Thu 8:25 PM","0.7","0.1","0.0","88.7","0.7","36.3","0.2"
"3","Melvin Gordon","RB","LAC","BUF","Sun 4:05 PM","0.0","0.0","0.0","84.0","0.6","35.1","0.2"
"4","Jordan Howard","RB","CHI","DET","Sun 1:00 PM","0.4","0.0","0.0","89.6","0.5","9.3","0.0"
"5","LeSean McCoy","RB","BUF","@LAC","Sun 4:05 PM","0.0","0.0","0.0","90.8","0.6","32.1","0.1"
"6","Mark Ingram","RB","NO","WAS","Sun 1:00 PM","0.0","0.0","0.0","66.7","0.4","27.2","0.0"
"7","Alvin Kamara","RB","NO","WAS","Sun 1:00 PM","0.0","0.0","0.0","39.2","0.2","44.5","0.3"
"8","Todd Gurley","RB","LA","@MIN","Sun 1:00 PM","0.0","0.0","0.0","79.5","0.7","32.1","0.1"
"9","Leonard Fournette","RB","JAC","@CLE","Sun 1:00 PM","0.0","0.0","0.0","57.6","0.6","23.5","0.2"
"10","Tevin Coleman","RB","ATL","@SEA","Mon 8:30 PM","0.0","0.0","0.0","58.3","0.4","28.4","0.1"
"11","Lamar Miller","RB","HOU","ARI","Sun 1:00 PM","0.0","0.0","0.0","52.0","0.5","24.0","0.0"
"12","Jerick McKinnon","RB","MIN","LA","Sun 1:00 PM","0.0","0.0","0.0","41.1","0.2","29.8","0.1"
"13","Latavius Murray","RB","MIN","LA","Sun 1:00 PM","0.0","0.0","0.0","41.8","0.4","12.7","0.0"
"14","Isaiah Crowell","RB","CLE","JAC","Sun 1:00 PM","0.0","0.0","0.0","48.3","0.2","17.6","0.0"
"15","Chris Thompson","RB","WAS","@NO","Sun 1:00 PM","0.0","0.0","0.0","21.2","0.2","33.9","0.1"
"16","Jamaal Williams","RB","GB","BAL","Sun 1:00 PM","0.0","0.0","0.0","35.3","0.4","24.1","0.1"
"17","Dion Lewis","RB","NE","@OAK","Sun 4:25 PM","0.0","0.0","0.0","38.5","0.3","15.9","0.2"
"18","Kenyan Drake","RB","MIA","TB","Sun 1:00 PM","0.0","0.0","0.0","33.7","0.3","13.3","0.0"
"19","Orleans Darkwa","RB","NYG","KC","Sun 1:00 PM","0.0","0.0","0.0","47.6","0.5","18.0","0.0"
"20","Adrian Peterson","RB","ARI","@HOU","Sun 1:00 PM","0.2","0.0","0.0","70.6","0.6","8.9","0.0"
"21","DeMarco Murray","RB","TEN","@PIT","Thu 8:25 PM","0.0","0.0","0.0","45.7","0.3","16.3","0.0"
"22","Joe Mixon","RB","CIN","@DEN","Sun 4:25 PM","0.0","0.0","0.0","52.2","0.2","32.3","0.0"
"23","Jay Ajayi","RB","PHI","@DAL","Sun 8:30 PM","0.0","0.0","0.0","52.0","0.4","7.1","0.0"
"24","Rex Burkhead","RB","NE","@OAK","Sun 4:25 PM","0.0","0.0","0.0","18.9","0.2","25.3","0.2"
"25","Alex Collins","RB","BAL","@GB","Sun 1:00 PM","0.0","0.0","0.0","39.3","0.2","12.0","0.0"
"26","Marshawn Lynch","RB","OAK","NE","Sun 4:25 PM","0.7","0.0","0.0","51.8","0.7","12.8","0.0"
"27","Ameer Abdullah","RB","DET","@CHI","Sun 1:00 PM","0.0","0.0","0.0","44.6","0.2","13.1","0.1"
"28","C.J. Anderson","RB","DEN","CIN","Sun 4:25 PM","0.0","0.0","0.0","46.0","0.2","19.2","0.1"
"29","Doug Martin","RB","TB","@MIA","Sun 1:00 PM","0.0","0.0","0.0","46.4","0.3","35.5","0.1"
"30","Alfred Morris","RB","DAL","PHI","Sun 8:30 PM","0.0","0.0","0.0","50.7","0.6","8.4","0.0"
"31","Damien Williams","RB","MIA","TB","Sun 1:00 PM","0.0","0.0","0.0","45.9","0.2","18.5","0.1"
"32","Samaje Perine","RB","WAS","@NO","Sun 1:00 PM","0.0","0.0","0.0","55.6","0.3","19.8","0.0"
"33","Duke Johnson","RB","CLE","JAC","Sun 1:00 PM","0.0","0.0","0.0","25.7","0.2","31.8","0.1"
"34","Austin Ekeler","RB","LAC","BUF","Sun 4:05 PM","0.0","0.0","0.0","23.8","0.2","25.6","0.1"
"35","Thomas Rawls","RB","SEA","ATL","Mon 8:30 PM","-","-","-","-","-","-","-"
"36","Derrick Henry","RB","TEN","@PIT","Thu 8:25 PM","0.0","0.0","0.0","34.0","0.2","13.9","0.0"
"37","Javorius Allen","RB","BAL","@GB","Sun 1:00 PM","0.1","0.0","0.0","25.9","0.1","17.7","0.0"
"38","James White","RB","NE","@OAK","Sun 4:25 PM","0.0","0.0","0.0","15.4","0.1","32.8","0.2"
"39","Devontae Booker","RB","DEN","CIN","Sun 4:25 PM","0.0","0.0","0.0","14.2","0.0","10.5","0.1"
"40","Theo Riddick","RB","DET","@CHI","Sun 1:00 PM","0.0","0.0","0.0","6.5","0.0","23.4","0.1"
"41","J.D. McKissic","RB","SEA","ATL","Mon 8:30 PM","0.0","0.0","0.0","1.0","0.0","16.2","0.4"
"42","Danny Woodhead","RB","BAL","@GB","Sun 1:00 PM","0.0","0.0","0.0","9.9","0.1","20.5","0.1"
"43","Rod Smith","RB","DAL","PHI","Sun 8:30 PM","0.0","0.0","0.0","13.4","0.1","13.3","0.2"
"44","Jamaal Charles","RB","DEN","CIN","Sun 4:25 PM","0.0","0.0","0.0","20.3","0.1","10.9","0.0"
"45","D'Onta Foreman","RB","HOU","ARI","Sun 1:00 PM","0.0","0.0","0.0","23.6","0.3","9.6","0.1"
"46","Shane Vereen","RB","NYG","KC","Sun 1:00 PM","0.0","0.0","0.0","7.1","0.0","18.6","0.1"
"47","T.J. Yeldon","RB","JAC","@CLE","Sun 1:00 PM","0.0","0.0","0.0","22.0","0.2","18.1","0.1"
"48","Terron Ward","RB","ATL","@SEA","Mon 8:30 PM","0.0","0.0","0.0","4.1","0.0","4.6","0.0"
"49","LeGarrette Blount","RB","PHI","@DAL","Sun 8:30 PM","0.0","0.0","0.0","38.3","0.3","15.3","0.1"
"50","Tarik Cohen","RB","CHI","DET","Sun 1:00 PM","0.0","0.0","0.0","18.7","0.1","22.5","0.1"
