"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Travis Kelce","TE","KC","OAK","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","68.6","0.8"
"2","Zach Ertz","TE","PHI","@LA","Sun 4:25 PM","-","-","-","-","-","-","-"
"3","Hunter Henry","TE","LAC","WAS","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","35.4","0.3"
"4","Delanie Walker","TE","TEN","@ARI","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","55.2","0.3"
"5","Evan Engram","TE","NYG","DAL","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","49.5","0.3"
"6","Jimmy Graham","TE","SEA","@JAC","Sun 4:25 PM","0.0","0.0","0.0","0.0","0.0","57.0","0.3"
"7","Cameron Brate","TE","TB","DET","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","34.8","0.4"
"8","Jack Doyle","TE","IND","@BUF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","41.8","0.3"
"9","Kyle Rudolph","TE","MIN","@CAR","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","44.2","0.3"
"10","Jason Witten","TE","DAL","@NYG","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","46.3","0.2"
"11","Austin Seferian-Jenkins","TE","NYJ","@DEN","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","26.6","0.3"
"12","Vernon Davis","TE","WAS","@LAC","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","46.7","0.3"
"13","Austin Hooper","TE","ATL","NO","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","31.4","0.2"
"14","Ricky Seals-Jones","TE","ARI","TEN","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","26.8","0.4"
"15","Tyler Kroft","TE","CIN","CHI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","33.4","0.2"
"16","Jared Cook","TE","OAK","@KC","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","42.5","0.3"
"17","Stephen Anderson","TE","HOU","SF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","29.6","0.4"
"18","Greg Olsen","TE","CAR","MIN","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","43.4","0.4"
"19","Julius Thomas","TE","MIA","NE","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","33.9","0.3"
"20","Charles Clay","TE","BUF","IND","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","36.6","0.3"
