"Rank","Name","Pos","Tm","Opp","Game","Pass Yds","Pass TD","Int","Ru Yds","Ru TD","RecYds","Rec TD"
"1","Minnesota Vikings","DST","MIN","@CLE","Sun 9:30 AM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"2","Philadelphia Eagles","DST","PHI","SF","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"4","Kansas City Chiefs","DST","KC","DEN","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"5","Seattle Seahawks","DST","SEA","HOU","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"6","Pittsburgh Steelers","DST","PIT","@DET","Sun 8:30 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"7","Houston Texans","DST","HOU","@SEA","Sun 4:05 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"8","New Orleans Saints","DST","NO","CHI","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"9","Baltimore Ravens","DST","BAL","MIA","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"10","Miami Dolphins","DST","MIA","@BAL","Thu 8:25 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"11","Denver Broncos","DST","DEN","@KC","Mon 8:30 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","Buffalo Bills","DST","BUF","OAK","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","Carolina Panthers","DST","CAR","@TB","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","Atlanta Falcons","DST","ATL","@NYJ","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","Tampa Bay Buccaneers","DST","TB","CAR","Sun 1:00 PM","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
