 Bengals,1,0,0,4,0,0,13,275,18.2
 Jaguars,0,1,1,2,0,0,20,299,14.9
 Titans,1,0,1,2,0,0,19,293,14.5
 Broncos,0,0,1,1,0,0,17,248,14.3
 Steelers,1,0,1,2,0,0,16,272,13.8
 Cardinals,0,0,1,3,0,0,15,275,13.6
 Packers,1,1,1,2,0,0,17,330,13
 Seahawks,0,0,0,2,0,0,16,294,12.9
 Patriots,1,0,1,2,0,0,17,331,11.8
 Jets,0,0,1,1,0,0,18,278,11.7
 Raiders,1,1,1,2,0,0,21,345,11.6
 Lions,0,0,0,1,0,0,19,288,11.5
 Giants,1,0,1,2,0,0,19,317,11.2
 Vikings,0,0,1,2,0,0,19,314,11.1
 Buccaneers,0,0,1,1,0,0,17,342,10.7
 Eagles,1,1,1,2,0,0,22,338,10.7
 Ravens,1,0,1,1,0,0,17,321,10.6
 Browns,0,0,1,2,0,0,19,343,10.3
 Texans,0,0,0,1,0,0,20,322,10.3
 Saints,0,0,1,2,0,0,19,334,10.3
 Cowboys,0,0,1,1,0,0,18,301,10.1
 Chargers,0,0,1,3,0,0,23,329,9.9
 Falcons,0,0,0,2,0,0,17,303,9.7
 49ers,1,0,1,2,0,0,23,367,9.4
 Panthers,0,0,1,2,0,0,26,346,8.6
 Colts,0,0,0,2,0,0,26,355,8.3
 Bills,0,0,0,2,0,0,25,370,7.3
 Dolphins,0,0,0,1,0,0,23,404,7.1
 Rams,0,0,0,1,0,0,25,341,7
 Bears,0,0,0,2,0,0,28,345,6.3
 Redskins,0,0,1,2,0,0,27,337,0
