 Titans,2,0,0,3,0,0,11,232,20.5
 Steelers,0,1,1,3,0,0,13,291,15.9
 Seahawks,1,0,1,2,0,0,13,277,15.3
 Jaguars,0,1,1,3,0,0,20,289,15.1
 Vikings,1,0,1,2,0,0,14,293,15
 Panthers,0,1,1,2,0,0,18,294,14.4
 Broncos,1,0,1,2,0,0,18,278,14.2
 Ravens,0,1,1,2,0,0,18,269,13.7
 Cowboys,0,0,1,3,0,0,17,283,13.6
 Rams,1,0,1,3,0,0,19,345,13.5
 Chargers,1,0,1,3,0,0,20,321,12.9
 Dolphins,1,0,1,2,0,0,16,323,12.3
 Saints,1,0,1,2,0,0,17,312,12.2
 Bills,1,0,0,1,0,0,17,365,11.7
 Jets,0,0,0,1,0,0,16,264,11.3
 Cardinals,0,1,1,1,0,0,23,296,11.1
 Giants,1,0,0,2,0,0,15,312,11
 Bengals,1,0,0,1,0,0,20,333,10.3
 Chiefs,1,0,0,1,0,0,21,312,9.5
 Bears,1,0,0,2,0,0,22,321,9.2
 Browns,1,0,1,1,0,0,23,344,8.6
 Raiders,0,1,1,2,0,0,26,374,8.3
 Patriots,0,0,0,1,0,0,21,398,8.3
 Colts,1,0,1,1,0,0,21,345,8.1
 Packers,0,0,1,1,0,0,23,385,8.1
 Buccaneers,0,0,0,2,0,0,23,330,7.7
 49ers,0,0,1,1,0,0,25,370,7.2
 Falcons,0,0,1,2,0,0,29,374,5.6
 Redskins,0,0,1,2,0,0,27,356,0
