Giorgio Tavecchio,2,2,3,9.3
Dustin Hopkins,2,2,2,9.3
Matt Bryant,2,2,2,9.1
Ka'imi Fairbairn,2,2,3,9
Stephen Gostkowski,2,2,2,8.9
Wil Lutz,1,2,2,8.6
Harrison Butker,1,2,2,8.1
Graham Gano,1,2,2,8
Jason Myers,1,2,2,8
Brandon McManus,1,2,2,7.9
Greg Zuerlein,1,2,2,7.9
Justin Tucker,1,2,2,7.8
Jake Elliott,1,2,2,7.8
Matt Prater,1,2,2,7.7
Robbie Gould,1,1,1,7.3
Mason Crosby,1,1,2,7.1
Nick Novak,1,1,2,6.8
Phil Dawson,1,2,2,6.7
Chris Boswell,1,1,1,6.6
Kai Forbath,1,1,1,6.4
Patrick Murray,1,2,1,6.4
Zane Gonzalez,1,1,1,6.1
Cody Parkey,1,1,1,5.3
Chandler Catanzaro,1,1,1,5
Connor Barth,0,1,1,4.2
Aldrick Rosas,0,1,1,4
Devon Bell,0,0,0,0
Nick Folk,0,0,0,0
Marshall Koehn,0,0,0,0
Adam Vinatieri,1,1,2,0
Mike Meyer,0,0,0,0
Ryan Succop,2,2,2,0
Andrew Franks,0,0,0,0
Roberto Aguayo,0,0,0,0
Shayne Graham,0,0,0,0
Josh Lambo,0,0,0,0
Younghoe Koo,0,0,0,0
Jordan Gay,0,0,0,0
Zach Hocker,0,0,0,0
Nick Rose,0,0,0,0
