 Jaguars,1,1,1,3,0,0,11,235,19.8
 Ravens,1,0,0,2,0,0,15,246,17.2
 Broncos,0,0,1,3,0,0,16,248,15.6
 Lions,0,0,1,2,0,0,13,268,15.5
 Cardinals,1,0,1,2,0,0,14,247,15.3
 Steelers,1,1,1,2,0,0,16,291,14.8
 Bengals,1,0,1,2,0,0,18,288,14.4
 Chiefs,1,0,1,1,0,0,13,301,14.1
 Chargers,0,0,1,3,0,0,15,275,13.1
 Texans,1,0,1,2,0,0,17,312,12.7
 Packers,1,0,1,2,0,0,18,325,12.3
 Dolphins,1,0,1,1,0,0,16,337,11.8
 Vikings,0,0,1,2,0,0,20,304,11.4
 Buccaneers,0,0,1,1,0,0,18,315,10.6
 Seahawks,0,0,0,2,0,0,20,365,10.3
 Patriots,0,0,1,1,0,0,18,345,10.2
 Bears,0,0,1,3,0,0,21,322,10.1
 Eagles,0,1,1,1,0,0,20,327,10
 Saints,0,1,1,2,0,0,21,364,9.6
 Falcons,1,0,0,2,0,0,21,330,9.4
 Cowboys,0,0,1,2,0,0,26,363,9
 Rams,0,1,1,1,0,0,22,317,8.7
 Bills,1,0,1,1,0,0,21,337,8.4
 Titans,1,0,0,1,0,0,24,335,8
 Browns,0,0,1,1,0,0,21,322,7.3
 Giants,0,0,0,1,0,0,25,353,6.8
 Redskins,0,0,1,1,0,0,31,416,6.5
