 Ravens,1,1,1,3,0,0,12,266,19.2
 Eagles,1,1,1,2,0,0,13,267,16.7
 Jaguars,1,1,1,3,0,0,16,271,16.6
 Vikings,0,0,1,2,0,0,13,251,15.9
 Lions,0,1,1,2,0,0,13,283,14.8
 Broncos,0,0,1,3,0,0,18,251,14.5
 Saints,1,0,1,2,0,0,16,278,14.4
 Bills,1,0,0,2,0,0,17,325,12.3
 Redskins,1,0,1,3,0,0,22,352,12
 Colts,1,1,1,2,0,0,20,349,11.7
 Cardinals,0,1,1,2,0,0,21,291,11.3
 Rams,1,0,0,2,0,0,21,338,10.5
 Bears,0,1,1,3,0,0,23,315,10.2
 Giants,0,0,1,1,0,0,20,362,9.8
 Titans,0,0,1,3,0,0,24,325,9.7
 49ers,1,0,0,1,0,0,21,313,9.6
 Panthers,0,0,1,3,0,0,23,308,9.3
 Packers,1,0,1,2,0,0,25,341,9.1
 Texans,1,0,1,1,0,0,26,334,8.7
 Chargers,0,0,0,2,0,0,23,315,8.7
 Chiefs,1,0,1,1,0,0,22,405,8.7
 Seahawks,0,1,1,2,0,0,21,319,8.7
 Patriots,1,0,0,1,0,0,22,395,8.7
 Cowboys,0,1,1,1,0,0,21,324,8.6
 Steelers,0,0,0,2,0,0,26,383,8.6
 Raiders,0,1,1,1,0,0,23,354,7.9
 Browns,1,0,0,1,0,0,24,312,7.5
 Dolphins,0,0,0,2,0,0,21,305,7.4
 Bengals,0,0,0,1,0,0,22,328,6.7
 Jets,0,0,1,1,0,0,31,417,5.5
 Falcons,0,1,1,2,0,0,18,326,0
