Dan Bailey,2,2,2,8.9
Stephen Gostkowski,2,2,2,8.8
Chris Boswell,2,2,2,8.7
Jake Elliott,2,2,2,8.6
Robbie Gould,2,2,2,8.1
Adam Vinatieri,1,2,2,8
Greg Zuerlein,1,2,2,7.7
Mason Crosby,1,1,2,7.6
Aldrick Rosas,1,2,2,7.6
Kai Forbath,1,2,2,7.5
Matt Prater,1,2,2,7.5
Graham Gano,1,2,2,7.5
Nick Folk,1,2,2,7.3
Ka'imi Fairbairn,1,2,1,7.3
Harrison Butker,1,2,2,7.2
Justin Tucker,1,2,1,7
Giorgio Tavecchio,1,1,2,6.9
Chandler Catanzaro,1,1,2,6.7
Blair Walsh,1,1,2,6.5
Connor Barth,1,2,1,6.3
Ryan Succop,1,1,2,6.2
Cody Parkey,1,1,2,6.1
Nick Novak,1,1,1,5.7
Randy Bullock,1,1,1,5.7
Jason Myers,1,1,1,5.7
Phil Dawson,1,1,1,5.4
Stephen Hauschka,1,1,1,5
Zane Gonzalez,0,1,1,4.2
Devon Bell,0,0,0,0
Marshall Koehn,0,0,0,0
Andrew Franks,0,0,0,0
Roberto Aguayo,0,0,0,0
Josh Lambo,0,0,0,0
Younghoe Koo,0,0,0,0
Jordan Gay,0,0,0,0
John Lunsford,0,0,0,0
Zach Hocker,0,0,0,0
Nick Rose,0,0,0,0
Mike Nugent,0,0,0,0
