Name,,Opp,FPts,,FG,Att,%,XP,Att,%,,% Own
Matt Bryant K ATL (5),,@LAW 26-13 ,20,,4,4,4/4,2,2,2/2,,83%
Sam Ficken K LA (8),,ATLL 13-26 ,7,,2,2,2/2,1,1,1/1,,1%
Ryan Succop K TEN (8),,@KCW 22-21 ,5,,1,1,1/1,1,1,1/1,,62%
Stephen Hauschka K BUF (6),,@JAC0:192nd,3,,1,1,1/1,0,0,0/0,,63%
