Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
QTravis Kelce TE KC (10),,TENL 21-22 ,12.6,,0,0,0,,4,4,66,1,,0,1,66,,97%
Delanie Walker TE TEN (8),,@KCW 22-21 ,7.4,,0,0,0,,6,8,74,0,,0,0,74,,93%
Demetrius Harris TE KC (10),,TENL 21-22 ,2.2,,0,0,0,,2,3,22,0,,0,0,22,,1%
Nick O'Leary TE BUF (6),,@JACHalf,2.2,,0,0,0,,2,4,22,0,,0,0,22,,2%
Austin Hooper TE ATL (5),,@LAW 26-13 ,1.5,,0,0,0,,3,5,15,0,,0,0,15,,68%
Jonnu Smith TE TEN (8),,@KCW 22-21 ,1.5,,0,0,0,,2,4,15,0,,0,0,15,,8%
Tyler Higbee TE LA (8),,ATLL 13-26 ,1.1,,0,0,0,,1,2,11,0,,0,0,11,,7%
Gerald Everett TE LA (8),,ATLL 13-26 ,0.4,,0,0,0,,1,2,4,0,,0,0,4,,11%
Marcedes Lewis TE JAC (8),,BUFHalf,0.1,,0,0,0,,2,2,1,0,,0,0,1,,16%
QCharles Clay TE BUF (6),,@JACHalf,0,,0,0,0,,1,1,0,0,,0,0,0,,44%
Levine Toilolo TE ATL (5),,@LAW 26-13 ,0,,0,0,0,,0,0,0,0,,0,0,0,,1%
