Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
Lavonte David LB TB (1),,DETL 21-24 ,15,,1,12,0,0,1,1,0,,76%
Sean Lee LB DAL (6),,@NYGW 30-10 ,12,,8,10,1,0,0,0,0,,68%
Anthony Hitchens LB DAL (6),,@NYGW 30-10 ,12,,4,10,0,0,1,0,0,,15%
Demario Davis LB NYJ (11),,@DENL 0-23 ,11,,3,10,0,0.5,0,0,0,,75%
Luke Kuechly LB CAR (11),,MINW 31-24 ,10,,6,8,0,1,0,0,0,,94%
Brandon Marshall LB DEN (5),,NYJW 23-0 ,10,,1,6,0,1,1,0,0,,52%
Jarrad Davis LB DET (7),,@TBW 24-21 ,10,,3,6,0,1,1,0,0,,40%
OUTMatt Milano LB BUF (6),,INDW 13-7 ,10,,1,10,0,0,0,0,0,,6%
Wesley Woodyard LB TEN (8),,@ARIL 7-12 ,9,,0,7,0,1,0,0,0,,65%
Navorro Bowman LB OAK (10),,@KCL 15-26 ,9,,1,7,0,1,0,0,0,,60%
C.J. Mosley LB BAL (10),,@PITL 38-39 ,9,,5,9,0,0,0,0,0,,91%
Deion Jones LB ATL (5),,NOW 20-17 ,9,,6,7,1,0,0,0,0,,77%
Jordan Evans LB CIN (6),,CHIL 7-33 ,9,,1,9,0,0,0,0,0,,2%
Karlos Dansby LB ARI (8),,TENW 12-7 ,8,,0,8,0,0,0,0,0,,28%
OUTNigel Bradham LB PHI (10),,@LAW 43-35 ,8,,0,6,0,0,1,0,0,,23%
Bruce Irvin LB OAK (10),,@KCL 15-26 ,8,,0,4,0,2,0,0,0,,12%
Manti Te'o LB NO (5),,@ATLL 17-20 ,8,,2,8,0,0,0,0,0,,6%
T.J. Watt LB PIT (9),,BALW 39-38 ,8,,0,4,0,1,1,0,0,,45%
Chandler Jones LB ARI (8),,TENW 12-7 ,7,,0,5,0,1,0,0,0,,55%
Mark Barron LB LA (8),,PHIL 35-43 ,7,,0,7,0,0,0,0,0,,77%
Vince Williams LB PIT (9),,BALW 39-38 ,7,,0,7,0,0,0,0,0,,39%
Kwon Alexander LB TB (1),,DETL 21-24 ,7,,5,7,0,0,0,0,0,,69%
Zach Vigil LB WAS (5),,@LACL 13-30 ,7,,2,7,0,0,0,0,0,,3%
QReuben Foster LB SF (11),,@HOUW 26-16 ,7,,1,7,0,0,0,0,0,,45%
Zach Cunningham LB HOU (7),,SFL 16-26 ,7,,3,6,0,0.5,0,0,0,,16%
Erik Walden LB TEN (8),,@ARIL 7-12 ,6,,0,4,0,1,0,0,0,,1%
Von Miller LB DEN (5),,NYJW 23-0 ,6,,0,4,0,1,0,0,0,,75%
Craig Robertson LB NO (5),,@ATLL 17-20 ,6,,2,6,0,0,0,0,0,,14%
Barkevious Mingo LB IND (11),,@BUFL 7-13 ,6,,0,3,0,0,1,1,0,,2%
Preston Brown LB BUF (6),,INDW 13-7 ,6,,1,6,0,0,0,0,0,,38%
Christian Kirksey LB CLE (9),,GBL 21-27 ,6,,4,6,0,0,0,0,0,,75%
Antonio Morrison LB IND (11),,@BUFL 7-13 ,6,,1,6,0,0,0,0,0,,11%
Vincent Rey LB CIN (6),,CHIL 7-33 ,5,,1,5,0,0,0,0,0,,9%
Justin Houston LB KC (10),,OAKW 26-15 ,5,,2,3,0,1,0,0,0,,60%
Kelvin Sheppard LB NYG (8),,DALL 10-30 ,5,,5,5,0,0,0,0,0,,1%
Tahir Whitehead LB DET (7),,@TBW 24-21 ,5,,4,4,0,0,0,1,0,,47%
OUTZach Brown LB WAS (5),,@LACL 13-30 ,5,,5,5,0,0,0,0,0,,77%
QKiko Alonso LB MIA (1),,NEW 27-20 ,5,,3,5,0,0,0,0,0,,51%
Denzel Perryman LB LAC (9),,WASW 30-13 ,5,,4,5,0,0,0,0,0,,19%
Myles Jack LB JAC (8),,SEAW 30-24 ,5,,1,5,0,0,0,0,0,,68%
Kyler Fackrell LB GB (8),,@CLEW 27-21 ,5,,0,3,0,1,0,0,0,,0%
Elandon Roberts LB NE (9),,@MIAL 20-27 ,5,,2,5,0,0,0,0,0,,5%
James Burgess LB CLE (9),,GBL 21-27 ,5,,4,5,0,0,0,0,0,,5%
OUTRyan Anderson LB WAS (5),,@LACL 13-30 ,5,,0,5,0,0,0,0,0,,1%
Jalen Reeves-Maybin LB DET (7),,@TBW 24-21 ,5,,2,4,0,0.5,0,0,0,,3%
Calvin Munson LB NYG (8),,DALL 10-30 ,5,,5,5,0,0,0,0,0,,2%
Terrell Suggs LB BAL (10),,@PITL 38-39 ,4,,2,3,0,0.5,0,0,0,,25%
Thomas Davis LB CAR (11),,MINW 31-24 ,4,,0,4,0,0,0,0,0,,32%
Lawrence Timmons LB MIA (1),,NEW 27-20 ,4,,1,4,0,0,0,0,0,,34%
Paul Posluszny LB JAC (8),,SEAW 30-24 ,4,,0,4,0,0,0,0,0,,29%
Clay Matthews LB GB (8),,@CLEW 27-21 ,4,,0,2,0,1,0,0,0,,19%
Danny Trevathan LB CHI (9),,@CINW 33-7 ,4,,6,4,0,0,0,0,0,,39%
Alec Ogletree LB LA (8),,PHIL 35-43 ,4,,5,4,0,0,0,0,0,,81%
