Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Melvin Gordon RB LAC (9),,@OAKW 17-16 ,29,,25,83,1,,9,12,67,1,,0,2,150,,96%
OUTLe'Veon Bell RB PIT (9),,@KCW 19-13 ,28.1,,32,179,1,,3,6,12,0,,0,1,191,,98%
Mark Ingram RB NO (5),,DETW 52-38 ,25,,25,114,2,,5,5,36,0,,1-1,2,150,,97%
IRAdrian Peterson RB ARI (8),,TBW 38-33 ,24.4,,26,134,2,,0,0,0,0,,1,2,134,,73%
Derrick Henry RB TEN (8),,INDW 36-22 ,22.5,,19,131,1,,1,1,14,0,,0,1,145,,79%
Leonard Fournette RB JAC (8),,LAL 17-27 ,21.8,,21,130,1,,2,2,8,0,,0,1,138,,92%
Jordan Howard RB CHI (9),,@BALW 27-24 ,20.6,,36,167,0,,1,1,9,0,,0,0,176,,95%
Jerick McKinnon RB MIN (9),,GBW 23-10 ,19.9,,15,69,1,,5,6,30,1,,1-1,2,99,,72%
Carlos Hyde RB SF (11),,@WASL 24-26 ,19.5,,13,28,2,,5,6,47,0,,0,2,75,,95%
Chris Ivory RB JAC (8),,LAL 17-27 ,15.7,,2,3,0,,9,10,74,1,,0,1,77,,28%
OUTDeMarco Murray RB TEN (8),,INDW 36-22 ,14.7,,12,40,1,,4,4,47,0,,0,1,87,,95%
Doug Martin RB TB (1),,@ARIL 33-38 ,14.4,,14,53,1,,1,2,11,0,,0,1,64,,76%
Christian McCaffrey RB CAR (11),,PHIL 23-28 ,13.4,,4,8,0,,10,14,56,1,,1,1,99,,91%
Orleans Darkwa RB NYG (8),,@DENW 23-10 ,13,,21,117,0,,1,1,13,0,,0,0,130,,45%
OUTJay Ajayi RB MIA (1),,@ATLW 20-17 ,13,,26,130,0,,0,3,0,0,,0,0,130,,92%
IRChris Thompson RB WAS (5),,SFW 26-24 ,12.8,,16,33,0,,4,5,105,0,,1,0,138,,46%
Todd Gurley RB LA (8),,@JACW 27-17 ,12,,23,116,0,,1,1,4,0,,0,0,120,,97%
Dion Lewis RB NE (9),,@NYJW 24-17 ,11.2,,11,52,1,,0,0,0,0,,0,1,69,,76%
Kareem Hunt RB KC (10),,PITL 13-19 ,11,,9,21,0,,5,6,89,0,,0,0,110,,92%
QSamaje Perine RB WAS (5),,SFW 26-24 ,10.7,,9,23,0,,3,3,24,1,,0,1,47,,74%
Tevin Coleman RB ATL (5),,MIAL 17-20 ,9.6,,9,32,1,,1,1,4,0,,0,1,36,,88%
LeGarrette Blount RB PHI (10),,@CARW 28-23 ,8.7,,14,67,0,,0,0,0,0,,0,0,67,,76%
Alvin Kamara RB NO (5),,DETW 52-38 ,8.7,,10,75,0,,3,3,12,0,,0,0,87,,89%
IRMatt Forte RB NYJ (11),,NEL 17-24 ,8.1,,9,22,0,,8,8,59,0,,0,0,81,,64%
Lamar Miller RB HOU (7),,CLEW 33-17 ,8.1,,15,41,0,,3,4,40,0,,0,0,81,,96%
Devontae Booker RB DEN (5),,NYGL 10-23 ,8,,1,2,0,,4,6,78,0,,0,0,80,,26%
Devonta Freeman RB ATL (5),,MIAL 17-20 ,7.9,,9,68,0,,2,4,11,0,,0,0,79,,97%
Malcolm Brown RB LA (8),,@JACW 27-17 ,7.7,,3,17,0,,0,0,0,0,,0,0,17,,5%
Tarik Cohen RB CHI (9),,@BALW 27-24 ,7.65,,14,32,0,,1,3,14,0,,1-1,1,150,,51%
Alex Collins RB BAL (10),,CHIL 24-27 ,7.4,,15,74,0,,0,0,0,0,,0,0,74,,72%
Isaiah Crowell RB CLE (9),,@HOUL 17-33 ,7.3,,12,58,0,,2,2,15,0,,0,0,73,,85%
Bobby Rainey RB BAL (10),,CHIL 24-27 ,7.1,,0,0,0,,2,2,11,0,,0,1,202,,1%
Frank Gore RB IND (11),,@TENL 22-36 ,6.7,,10,49,0,,2,3,18,0,,0,0,67,,87%
Javorius Allen RB BAL (10),,CHIL 24-27 ,6.6,,10,49,0,,3,4,17,0,,0,0,66,,46%
Marshawn Lynch RB OAK (10),,LACL 16-17 ,6.3,,13,63,0,,0,2,0,0,,0,0,63,,91%
IRD'Onta Foreman RB HOU (7),,CLEW 33-17 ,5.9,,12,59,0,,0,0,0,0,,0,0,59,,23%
Ameer Abdullah RB DET (7),,@NOL 38-52 ,5.4,,14,54,0,,0,2,0,0,,0,0,54,,76%
QTheo Riddick RB DET (7),,@NOL 38-52 ,5.3,,2,8,0,,5,7,45,0,,0,0,53,,65%
Charles Sims RB TB (1),,@ARIL 33-38 ,4.5,,0,0,0,,4,5,45,0,,0,0,45,,13%
OUTJames White RB NE (9),,@NYJW 24-17 ,4.5,,3,23,0,,4,7,22,0,,0,0,45,,62%
OUTAaron Jones RB GB (8),,@MINL 10-23 ,4.2,,13,41,0,,1,4,1,0,,0,0,42,,39%
IRRobert Turbin RB IND (11),,@TENL 22-36 ,4,,3,3,0,,4,5,37,0,,0,0,40,,5%
Duke Johnson RB CLE (9),,@HOUL 17-33 ,3.9,,5,40,0,,3,5,-1,0,,0,0,39,,79%
Latavius Murray RB MIN (9),,GBW 23-10 ,3.8,,15,28,0,,1,1,10,0,,0,0,38,,82%
Matt Breida RB SF (11),,@WASL 24-26 ,3.6,,4,21,0,,2,4,15,0,,0,0,36,,17%
Wayne Gallman RB NYG (8),,@DENW 23-10 ,3.2,,9,27,0,,2,3,5,0,,0,0,32,,19%
IRTy Montgomery RB GB (8),,@MINL 10-23 ,3.1,,10,28,0,,1,3,3,0,,0,0,31,,64%
IRTravaris Cadet RB NYJ (11),,NEL 17-24 ,2.9,,1,3,0,,3,3,26,0,,0,0,29,,2%
OUTMike Gillislee RB NE (9),,@NYJW 24-17 ,2.4,,10,44,0,,0,0,0,0,,1-1,0,44,,52%
OUTDamien Williams RB MIA (1),,@ATLW 20-17 ,2.3,,4,9,0,,3,3,14,0,,0,0,23,,17%
Elijah McGuire RB NYJ (11),,NEL 17-24 ,2.2,,10,22,0,,0,0,0,0,,0,0,22,,16%
OUTJamaal Charles RB DEN (5),,NYGL 10-23 ,2.1,,5,19,0,,1,3,2,0,,0,0,21,,41%
Jay Prosch RB HOU (7),,CLEW 33-17 ,1.8,,0,0,0,,1,1,18,0,,0,0,18,,0%
Marlon Mack RB IND (11),,@TENL 22-36 ,1.8,,2,18,0,,0,2,0,0,,0,0,18,,34%
C.J. Anderson RB DEN (5),,NYGL 10-23 ,1.7,,9,17,0,,0,0,0,0,,0,0,17,,88%
Jalen Richard RB OAK (10),,LACL 16-17 ,1.6,,2,-1,0,,3,4,27,0,,1,0,73,,21%
IRRaheem Mostert RB SF (11),,@WASL 24-26 ,1.6,,1,16,0,,0,0,0,0,,0,0,16,,0%
Kerwynn Williams RB ARI (8),,TBW 38-33 ,1.4,,3,14,0,,0,0,0,0,,0,0,42,,17%
IRJames Conner RB PIT (9),,@KCW 19-13 ,1.4,,2,14,0,,0,0,0,0,,0,0,14,,17%
OUTMack Brown RB WAS (5),,SFW 26-24 ,1.3,,2,2,0,,1,1,11,0,,0,0,13,,0%
Austin Ekeler RB LAC (9),,@OAKW 17-16 ,0.9,,1,1,0,,1,2,8,0,,0,0,9,,29%
Charcandrick West RB KC (10),,PITL 13-19 ,0.9,,0,0,0,,1,1,9,0,,0,0,9,,15%
Michael Burton RB CHI (9),,@BALW 27-24 ,0.8,,0,0,0,,1,1,8,0,,0,0,8,,0%
Jacquizz Rodgers RB TB (1),,@ARIL 33-38 ,0.7,,3,1,0,,1,1,6,0,,0,0,7,,31%
OUTDan Vitale RB CLE (9),,@HOUL 17-33 ,0.7,,0,0,0,,1,1,7,0,,0,0,7,,0%
Kenjon Barner RB PHI (10),,@CARW 28-23 ,0.6,,5,7,0,,1,2,9,0,,1,0,16,,1%
Shane Vereen RB NYG (8),,@DENW 23-10 ,0.4,,1,4,0,,0,0,0,0,,0,0,4,,15%
Terrell Watson RB PIT (9),,@KCW 19-13 ,0.3,,1,3,0,,0,0,0,0,,0,0,3,,1%
IRAkeem Hunt RB KC (10),,PITL 13-19 ,0.3,,1,3,0,,0,0,0,0,,0,0,49,,1%
Corey Clement RB PHI (10),,@CARW 28-23 ,0.2,,2,2,0,,0,0,0,0,,0,0,2,,20%
DeAndre Washington RB OAK (10),,LACL 16-17 ,0.2,,3,-8,0,,1,1,10,0,,0,0,2,,18%
Derrick Coleman RB ATL (5),,MIAL 17-20 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Brandon Bolden RB NE (9),,@NYJW 24-17 ,0,,0,0,0,,0,0,0,0,,0,0,0,,1%
Andre Ellington RB ARI (8),,TBW 38-33 ,0,,0,0,0,,0,1,0,0,,0,0,0,,16%
Tommy Bohanon RB JAC (8),,LAL 17-27 ,0,,0,0,0,,0,2,0,0,,0,0,0,,0%
Zach Line RB NO (5),,DETW 52-38 ,0,,0,0,0,,0,1,0,0,,0,0,0,,0%
Benny Cunningham RB CHI (9),,@BALW 27-24 ,0,,0,0,0,,0,0,0,0,,0,0,38,,3%
Alfred Blue RB HOU (7),,CLEW 33-17 ,0,,0,0,0,,0,0,0,0,,0,0,0,,4%
Roosevelt Nix RB PIT (9),,@KCW 19-13 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Senorise Perry RB MIA (1),,@ATLW 20-17 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Aaron Ripkowski RB GB (8),,@MINL 10-23 ,0,,0,0,0,,1,1,0,0,,0,0,0,,0%
OUTZach Zenner RB DET (7),,@NOL 38-52 ,0,,1,0,0,,0,1,0,0,,0,0,20,,3%
Kenyan Drake RB MIA (1),,@ATLW 20-17 ,0,,0,0,0,,0,0,0,0,,0,0,35,,67%
Andy Janovich RB DEN (5),,NYGL 10-23 ,0,,0,0,0,,0,1,0,0,,0,0,0,,0%
QC.J. Ham RB MIN (9),,GBW 23-10 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Matthew Dayes RB CLE (9),,@HOUL 17-33 ,0,,0,0,0,,0,0,0,0,,0,0,0,,2%
Trey Edmunds RB NO (5),,DETW 52-38 ,0,,0,0,0,,0,0,0,0,,0,0,0,,1%
Fozzy Whittaker RB CAR (11),,PHIL 23-28 ,-0.3,,1,-3,0,,0,0,0,0,,0,0,-3,,1%
Jonathan Stewart RB CAR (11),,PHIL 23-28 ,-0.4,,8,-4,0,,0,2,0,0,,0,0,-4,,75%
