Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Leonard Fournette RB JAC (8),,@PITW 30-9 ,35.4,,28,181,2,,1,1,3,0,,0,2,184,,92%
Melvin Gordon RB LAC (9),,@NYGW 27-22 ,28.3,,20,105,0,,6,8,58,2,,0,2,163,,96%
Jerick McKinnon RB MIN (9),,@CHIW 20-17 ,21.6,,16,95,1,,6,6,51,0,,1,1,197,,72%
OUTAaron Jones RB GB (8),,@DALW 35-31 ,19.4,,19,125,1,,1,1,9,0,,0,1,134,,39%
Duke Johnson RB CLE (9),,NYJL 14-17 ,16.3,,6,20,0,,3,3,63,1,,0,1,83,,79%
Marlon Mack RB IND (11),,SFW 26-23 ,15.3,,9,91,1,,1,1,2,0,,0,1,93,,34%
Javorius Allen RB BAL (10),,@OAKW 30-17 ,14.5,,21,73,1,,4,5,12,0,,0,1,85,,46%
Doug Martin RB TB (1),,NEL 14-19 ,14.2,,13,74,1,,1,3,8,0,,0,1,82,,76%
Charcandrick West RB KC (10),,@HOUW 42-34 ,13.3,,1,1,0,,2,2,12,2,,0,2,13,,15%
Ezekiel Elliott RB DAL (6),,GBL 31-35 ,13.2,,29,116,0,,1,2,16,0,,0,0,132,,95%
Orleans Darkwa RB NYG (8),,LACL 22-27 ,13.2,,8,69,1,,1,4,3,0,,0,1,72,,45%
Kareem Hunt RB KC (10),,@HOUW 42-34 ,11.6,,29,107,0,,3,4,9,0,,0,0,116,,92%
Marshawn Lynch RB OAK (10),,BALL 17-30 ,11.3,,12,43,1,,1,2,10,0,,0,1,53,,91%
OUTLe'Veon Bell RB PIT (9),,JACL 9-30 ,11.3,,15,47,0,,10,10,46,0,,0,0,93,,98%
Joe Mixon RB CIN (6),,BUFW 20-16 ,11.1,,15,51,1,,0,0,0,0,,0,1,51,,85%
Benny Cunningham RB CHI (9),,MINL 17-20 ,10.7,,1,4,0,,2,4,43,1,,0,1,47,,3%
Christian McCaffrey RB CAR (11),,@DETW 27-24 ,9.8,,3,7,0,,5,7,31,1,,0,1,51,,91%
