Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
QTravis Kelce TE KC (10),,@NYJL 31-38 ,21.4,,0,0,0,,4,8,94,2,,0,2,94,,97%
Rob Gronkowski TE NE (9),,@BUFW 23-3 ,16.7,,0,0,0,,9,11,147,0,,0,0,147,,98%
Cameron Brate TE TB (1),,@GBL 20-26 ,15.9,,0,0,0,,2,6,39,2,,0,2,39,,76%
OUTEvan Engram TE NYG (8),,@OAKL 17-24 ,15.9,,0,0,0,,7,8,99,1,,0,1,99,,83%
Stephen Anderson TE HOU (7),,@TENL 13-24 ,13.9,,0,0,0,,5,12,79,1,,0,1,79,,10%
David Njoku TE CLE (9),,@LACL 10-19 ,13.4,,0,0,0,,4,6,74,1,,0,1,74,,26%
Delanie Walker TE TEN (8),,HOUW 24-13 ,12.3,,0,0,0,,5,5,63,1,,0,1,63,,93%
QKyle Rudolph TE MIN (9),,@ATLW 14-9 ,9.6,,0,0,0,,4,5,36,1,,0,1,36,,91%
Jimmy Graham TE SEA (6),,PHIW 24-10 ,8.6,,0,0,0,,3,4,26,1,,0,1,26,,96%
Benjamin Watson TE BAL (10),,DETW 44-20 ,8.4,,0,0,0,,3,5,24,1,,0,1,24,,28%
IRHunter Henry TE LAC (9),,CLEW 19-10 ,8.1,,0,0,0,,7,9,81,0,,0,0,81,,76%
IRJulius Thomas TE MIA (1),,DENW 35-9 ,8,,0,0,0,,3,3,20,1,,0,1,20,,45%
Jason Witten TE DAL (6),,WASW 38-14 ,6.8,,0,0,0,,1,5,8,1,,0,1,8,,86%
Gerald Everett TE LA (8),,@ARIW 32-16 ,6.7,,0,0,0,,2,4,7,1,,0,1,7,,11%
Marcedes Lewis TE JAC (8),,INDW 30-10 ,6.6,,0,0,0,,4,5,46,0,,0,0,46,,16%
IRClive Walford TE OAK (10),,NYGW 24-17 ,5.7,,0,0,0,,4,4,57,0,,0,0,57,,3%
QRicky Seals-Jones TE ARI (8),,LAL 16-32 ,4.4,,0,0,0,,2,5,44,0,,0,0,44,,21%
Trey Burton TE PHI (10),,@SEAL 10-24 ,4.2,,0,0,0,,4,7,42,0,,0,0,42,,11%
OUTNick Vannett TE SEA (6),,PHIW 24-10 ,4,,0,0,0,,3,3,40,0,,0,0,40,,1%
Eric Ebron TE DET (7),,@BALL 20-44 ,3.8,,0,0,0,,4,4,38,0,,0,0,38,,63%
Virgil Green TE DEN (5),,@MIAL 9-35 ,3.6,,0,0,0,,1,1,36,0,,0,0,36,,3%
Seth DeValve TE CLE (9),,@LACL 10-19 ,3.3,,0,0,0,,2,3,33,0,,0,0,33,,4%
