Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
Anthony Chickillo LB PIT (9),,@CLEW 21-18 ,14,,2,4,0,2,0,0,1,,6%
IRB.J. Goodson LB NYG (8),,@DALL 3-19 ,14,,4,14,0,0,0,0,0,,18%
Ramon Humber LB BUF (6),,NYJW 21-12 ,12,,0,12,0,0,0,0,0,,23%
T.J. Watt LB PIT (9),,@CLEW 21-18 ,12,,1,6,1,2,0,0,0,,45%
Terrell Suggs LB BAL (10),,@CINW 20-0 ,11,,1,5,0,2,1,0,0,,25%
Ryan Kerrigan LB WAS (5),,PHIL 17-30 ,11,,1,2,1,0.5,0,0,1,,27%
Jatavis Brown LB LAC (9),,@DENL 21-24 ,11,,3,11,0,0,0,0,0,,38%
IRA.J. Klein LB NO (5),,@MINL 19-29 ,10,,3,8,0,0,1,0,0,,8%
Jarrad Davis LB DET (7),,ARIW 35-23 ,10,,0,9,0,0,0,1,0,,40%
Thomas Davis LB CAR (11),,@SFW 23-3 ,9,,0,7,0,1,0,0,0,,32%
IRMason Foster LB WAS (5),,PHIL 17-30 ,9,,1,8,0,0,0,1,0,,15%
Brooks Reed LB ATL (5),,@CHIW 23-17 ,9,,0,5,0,2,0,0,0,,4%
Demario Davis LB NYJ (11),,@BUFL 12-21 ,9,,6,8,0,0.5,0,0,0,,75%
Darron Lee LB NYJ (11),,@BUFL 12-21 ,9,,3,7,0,1,0,0,0,,41%
Justin Houston LB KC (10),,@NEW 42-27 ,8,,1,4,0,2,0,0,0,,60%
Myles Jack LB JAC (8),,@HOUW 29-7 ,8,,6,8,0,0,0,0,0,,68%
IRNick Vigil LB CIN (6),,BALL 0-20 ,8,,4,6,1,0,0,0,0,,22%
Wesley Woodyard LB TEN (8),,OAKL 16-26 ,7,,3,5,0,1,0,0,0,,65%
IRJerrell Freeman LB CHI (9),,ATLL 17-23 ,7,,3,7,0,0,0,0,0,,30%
Sean Lee LB DAL (6),,NYGW 19-3 ,7,,1,7,0,0,0,0,0,,68%
K.J. Wright LB SEA (6),,@GBL 9-17 ,7,,2,7,0,0,0,0,0,,49%
Luke Kuechly LB CAR (11),,@SFW 23-3 ,7,,2,5,1,0,0,0,0,,94%
OUTZach Brown LB WAS (5),,PHIL 17-30 ,7,,5,7,0,0,0,0,0,,77%
C.J. Mosley LB BAL (10),,@CINW 20-0 ,7,,3,5,1,0,0,0,0,,91%
Vincent Rey LB CIN (6),,BALL 0-20 ,6,,5,6,0,0,0,0,0,,9%
Korey Toomer LB LAC (9),,@DENL 21-24 ,6,,2,4,0,0,1,0,0,,8%
Bobby Wagner LB SEA (6),,@GBL 9-17 ,6,,3,6,0,0,0,0,0,,93%
IRDee Ford LB KC (10),,@NEW 42-27 ,6,,0,4,0,0,1,0,0,,4%
