Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
IRNick Perry LB GB (8),,@CHIW 23-16 ,12,,0,6,0,3,0,0,0,,9%
De'Vondre Campbell LB ATL (5),,DALW 27-7 ,11,,2,11,0,0,0,0,0,,22%
Nick Kwiatkoski LB CHI (9),,GBL 16-23 ,10,,1,8,0,1,0,0,0,,4%
K.J. Wright LB SEA (6),,@ARIW 22-16 ,9,,0,9,0,0,0,0,0,,49%
Bobby Wagner LB SEA (6),,@ARIW 22-16 ,9,,3,9,0,0,0,0,0,,93%
Denzel Perryman LB LAC (9),,@JACL 17-20 ,9,,1,9,0,0,0,0,0,,19%
Lavonte David LB TB (1),,NYJW 15-10 ,8,,1,7,0,0,0,1,0,,76%
Christian Jones LB CHI (9),,GBL 16-23 ,8,,1,8,0,0,0,0,0,,21%
Myles Jack LB JAC (8),,LACW 20-17 ,8,,1,8,0,0,0,0,0,,68%
IRBrennan Scarlett LB HOU (7),,@LAL 7-33 ,8,,0,4,0,2,0,0,0,,1%
Ramon Humber LB BUF (6),,NOL 10-47 ,7,,5,5,0,0,1,0,0,,23%
Tahir Whitehead LB DET (7),,CLEW 38-24 ,7,,1,7,0,0,0,0,0,,47%
Brandon Marshall LB DEN (5),,NEL 16-41 ,7,,3,7,0,0,0,0,0,,52%
Mark Barron LB LA (8),,HOUW 33-7 ,7,,0,5,1,0,0,0,0,,77%
IRRyan Shazier LB PIT (9),,@INDW 20-17 ,7,,0,5,1,0,0,0,0,,68%
Joe Schobert LB CLE (9),,@DETL 24-38 ,7,,1,5,0,1,0,0,0,,61%
Lorenzo Alexander LB BUF (6),,NOL 10-47 ,6,,3,6,0,0,0,0,0,,36%
Demario Davis LB NYJ (11),,@TBL 10-15 ,6,,1,6,0,0,0,0,0,,75%
Vince Williams LB PIT (9),,@INDW 20-17 ,6,,1,4,0,1,0,0,0,,39%
Deone Bucannon LB ARI (8),,SEAL 16-22 ,6,,1,6,0,0,0,0,0,,34%
Christian Kirksey LB CLE (9),,@DETL 24-38 ,6,,3,4,0,1,0,0,0,,75%
Telvin Smith LB JAC (8),,LACW 20-17 ,6,,3,6,0,0,0,0,0,,89%
Bud Dupree LB PIT (9),,@INDW 20-17 ,6,,0,4,0,1,0,0,0,,10%
QReuben Foster LB SF (11),,NYGW 31-21 ,6,,4,6,0,0,0,0,0,,45%
Wesley Woodyard LB TEN (8),,CINW 24-20 ,5,,4,5,0,0,0,0,0,,65%
Brian Orakpo LB TEN (8),,CINW 24-20 ,5,,0,1,0,1,1,0,0,,8%
IRJonathan Casillas LB NYG (8),,@SFL 21-31 ,5,,1,5,0,0,0,0,0,,5%
Brooks Reed LB ATL (5),,DALW 27-7 ,5,,0,3,0,1,0,0,0,,4%
Kelvin Sheppard LB NYG (8),,@SFL 21-31 ,5,,1,5,0,0,0,0,0,,1%
Luke Kuechly LB CAR (11),,MIAW 45-21 ,5,,3,3,1,0,0,0,0,,94%
OUTZach Brown LB WAS (5),,MINL 30-38 ,5,,5,5,0,0,0,0,0,,77%
IRAlex Okafor LB NO (5),,@BUFW 47-10 ,5,,1,3,0,1,0,0,0,,8%
Kyle Van Noy LB NE (9),,@DENW 41-16 ,5,,0,5,0,0,0,0,0,,43%
Anthony Hitchens LB DAL (6),,@ATLL 7-27 ,5,,5,5,0,0,0,0,0,,15%
Eric Kendricks LB MIN (9),,@WASW 38-30 ,5,,5,5,0,0,0,0,0,,58%
Kwon Alexander LB TB (1),,NYJW 15-10 ,5,,1,3,0,0,1,0,0,,69%
Antonio Morrison LB IND (11),,PITL 17-20 ,5,,4,5,0,0,0,0,0,,11%
Haason Reddick LB ARI (8),,SEAL 16-22 ,5,,0,1,0,1,1,0,0,,17%
Karlos Dansby LB ARI (8),,SEAL 16-22 ,4,,3,4,0,0,0,0,0,,28%
Vincent Rey LB CIN (6),,@TENL 20-24 ,4,,2,4,0,0,0,0,0,,9%
Jabaal Sheard LB IND (11),,PITL 17-20 ,4,,2,4,0,0,0,0,0,,9%
Sam Acho LB CHI (9),,GBL 16-23 ,4,,1,3,0,0.5,0,0,0,,1%
Chandler Jones LB ARI (8),,SEAL 16-22 ,4,,1,2,0,1,0,0,0,,55%
Korey Toomer LB LAC (9),,@JACL 17-20 ,4,,2,4,0,0,0,0,0,,8%
Alec Ogletree LB LA (8),,HOUW 33-7 ,4,,3,4,0,0,0,0,0,,81%
IRJon Bostic LB IND (11),,PITL 17-20 ,4,,5,4,0,0,0,0,0,,20%
Preston Brown LB BUF (6),,NOL 10-47 ,4,,2,4,0,0,0,0,0,,38%
Jake Ryan LB GB (8),,@CHIW 23-16 ,4,,0,4,0,0,0,0,0,,7%
Kyle Emanuel LB LAC (9),,@JACL 17-20 ,4,,0,2,0,1,0,0,0,,1%
IRLeonard Floyd LB CHI (9),,GBL 16-23 ,4,,1,3,0,0.5,0,0,0,,15%
Deion Jones LB ATL (5),,DALW 27-7 ,4,,0,4,0,0,0,0,0,,77%
Kendell Beckwith LB TB (1),,NYJW 15-10 ,4,,0,2,0,1,0,0,0,,26%
Jayon Brown LB TEN (8),,CINW 24-20 ,4,,0,4,0,0,0,0,0,,2%
Calvin Munson LB NYG (8),,@SFL 21-31 ,4,,2,4,0,0,0,0,0,,2%
Elvis Dumervil LB SF (11),,NYGW 31-21 ,3,,0,1,0,1,0,0,0,,3%
OUTDavid Harris LB NE (9),,@DENW 41-16 ,3,,1,3,0,0,0,0,0,,8%
Lamarr Houston LB HOU (7),,@LAL 7-33 ,3,,0,3,0,0,0,0,0,,2%
Manti Te'o LB NO (5),,@BUFW 47-10 ,3,,3,3,0,0,0,0,0,,6%
QJelani Jenkins LB HOU (7),,@LAL 7-33 ,3,,0,3,0,0,0,0,0,,3%
Paul Worrilow LB DET (7),,CLEW 38-24 ,3,,3,3,0,0,0,0,0,,4%
Anthony Barr LB MIN (9),,@WASW 38-30 ,3,,0,3,0,0,0,0,0,,24%
OUTBrock Coyle LB SF (11),,NYGW 31-21 ,3,,3,3,0,0,0,0,0,,1%
Todd Davis LB DEN (5),,NEL 16-41 ,3,,3,3,0,0,0,0,0,,7%
Brian Peters LB HOU (7),,@LAL 7-33 ,3,,0,3,0,0,0,0,0,,0%
Shaq Thompson LB CAR (11),,MIAW 45-21 ,3,,0,3,0,0,0,0,0,,14%
IRShane Ray LB DEN (5),,NEL 16-41 ,3,,1,3,0,0,0,0,0,,8%
Benardrick McKinney LB HOU (7),,@LAL 7-33 ,3,,0,3,0,0,0,0,0,,48%
Darron Lee LB NYJ (11),,@TBL 10-15 ,3,,1,3,0,0,0,0,0,,41%
IRNick Vigil LB CIN (6),,@TENL 20-24 ,3,,5,3,0,0,0,0,0,,22%
Jaylon Smith LB DAL (6),,@ATLL 7-27 ,3,,1,3,0,0,0,0,0,,28%
Jatavis Brown LB LAC (9),,@JACL 17-20 ,3,,2,3,0,0,0,0,0,,38%
Stephen Weatherly LB MIN (9),,@WASW 38-30 ,3,,0,3,0,0,0,0,0,,0%
Deon Lacey LB BUF (6),,NOL 10-47 ,3,,0,3,0,0,0,0,0,,0%
T.J. Watt LB PIT (9),,@INDW 20-17 ,3,,0,3,0,0,0,0,0,,45%
Donald Payne LB JAC (8),,LACW 20-17 ,3,,0,3,0,0,0,0,0,,0%
Thomas Davis LB CAR (11),,MIAW 45-21 ,2,,1,2,0,0,0,0,0,,32%
Lawrence Timmons LB MIA (1),,@CARL 21-45 ,2,,6,2,0,0,0,0,0,,34%
Paul Posluszny LB JAC (8),,LACW 20-17 ,2,,0,2,0,0,0,0,0,,29%
Rey Maualuga LB MIA (1),,@CARL 21-45 ,2,,5,2,0,0,0,0,0,,1%
Derrick Morgan LB TEN (8),,CINW 24-20 ,2,,0,0,0,0,0,2,0,,5%
Michael Wilhoite LB SEA (6),,@ARIW 22-16 ,2,,0,2,0,0,0,0,0,,1%
Craig Robertson LB NO (5),,@BUFW 47-10 ,2,,2,2,0,0,0,0,0,,14%
QKiko Alonso LB MIA (1),,@CARL 21-45 ,2,,6,2,0,0,0,0,0,,51%
IRJamie Collins LB CLE (9),,@DETL 24-38 ,2,,1,0,1,0,0,0,0,,44%
Josh Martin LB NYJ (11),,@TBL 10-15 ,2,,1,2,0,0,0,0,0,,2%
OUTTrevor Reilly LB NE (9),,@DENW 41-16 ,2,,0,2,0,0,0,0,0,,0%
Shaquil Barrett LB DEN (5),,NEL 16-41 ,2,,1,2,0,0,0,0,0,,2%
IRDeontae Skinner LB NYG (8),,@SFL 21-31 ,2,,0,2,0,0,0,0,0,,0%
Vic Beasley LB ATL (5),,DALW 27-7 ,2,,0,2,0,0,0,0,0,,32%
OUTD.J. Alexander LB SEA (6),,@ARIW 22-16 ,2,,0,2,0,0,0,0,0,,0%
Martrell Spaight LB WAS (5),,MINL 30-38 ,2,,5,2,0,0,0,0,0,,1%
IRCurtis Grant LB NYG (8),,@SFL 21-31 ,2,,0,1,0,0,0,1,0,,0%
Kyler Fackrell LB GB (8),,@CHIW 23-16 ,2,,0,2,0,0,0,0,0,,0%
Jordan Jenkins LB NYJ (11),,@TBL 10-15 ,2,,1,2,0,0,0,0,0,,1%
James Onwualu LB LAC (9),,@JACL 17-20 ,2,,0,2,0,0,0,0,0,,0%
Jarrad Davis LB DET (7),,CLEW 38-24 ,2,,2,2,0,0,0,0,0,,40%
Jordan Evans LB CIN (6),,@TENL 20-24 ,2,,0,2,0,0,0,0,0,,2%
Erik Walden LB TEN (8),,CINW 24-20 ,1,,1,1,0,0,0,0,0,,1%
Clay Matthews LB GB (8),,@CHIW 23-16 ,1,,0,1,0,0,0,0,0,,19%
Connor Barwin LB LA (8),,HOUW 33-7 ,1,,0,1,0,0,0,0,0,,6%
