Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Larry Fitzgerald WR ARI (8),,NYGW 23-0 ,20.95,,0,0,0,,9,15,119,1,,0,1,119,,96%
Jakeem Grant WR MIA (1),,@KCL 13-29 ,19,,1,3,0,,4,6,107,1,,0,1,136,,1%
Ted Ginn WR NO (5),,ATLW 23-13 ,17,,2,14,0,,4,5,76,1,,0,1,90,,69%
Julio Jones WR ATL (5),,@NOL 13-23 ,14.9,,0,0,0,,7,11,149,0,,0,0,149,,98%
Amari Cooper WR OAK (10),,@PHIL 10-19 ,14.6,,0,0,0,,3,4,66,1,,0,1,66,,89%
Josh Doctson WR WAS (5),,DENW 27-11 ,14.1,,0,0,0,,2,13,61,1,,0,1,61,,50%
JuJu Smith-Schuster WR PIT (9),,@HOUW 34-6 ,13.5,,0,0,0,,6,7,75,1,,0,1,75,,78%
OUTDeAndre Hopkins WR HOU (7),,PITL 6-34 ,12.5,,0,0,0,,4,6,65,1,,0,1,65,,97%
Cooper Kupp WR LA (8),,@TENW 27-23 ,12.5,,0,0,0,,4,6,65,1,,0,1,65,,61%
Stefon Diggs WR MIN (9),,@GBW 16-0 ,12.3,,1,3,0,,5,8,60,1,,0,1,63,,92%
Keelan Cole WR JAC (8),,@SFL 33-44 ,10.8,,0,0,0,,6,13,108,0,,0,0,108,,29%
Tyreek Hill WR KC (10),,MIAW 29-13 ,10.8,,1,-1,0,,6,7,109,0,,0,0,109,,94%
Mike Evans WR TB (1),,@CARL 19-22 ,10.7,,0,0,0,,6,8,107,0,,0,0,107,,96%
Jamison Crowder WR WAS (5),,DENW 27-11 ,10.7,,0,0,0,,4,4,47,1,,0,1,50,,74%
T.Y. Hilton WR IND (11),,@BALL 16-23 ,10,,0,0,0,,6,12,100,0,,0,0,100,,95%
IRJaelen Strong WR JAC (8),,@SFL 33-44 ,9.8,,0,0,0,,3,4,38,1,,0,1,38,,2%
Chris Godwin WR TB (1),,@CARL 19-22 ,9.8,,0,0,0,,3,6,98,0,,0,0,98,,11%
Doug Baldwin WR SEA (6),,@DALW 21-12 ,9.5,,0,0,0,,4,6,35,1,,0,1,35,,96%
Deonte Thompson WR BUF (6),,@NEL 16-37 ,9.1,,0,0,0,,4,5,91,0,,0,0,91,,8%
IRDamiere Byrd WR CAR (11),,TBW 22-19 ,9.1,,0,0,0,,1,2,31,0,,0,1,177,,3%
Corey Davis WR TEN (8),,LAL 23-27 ,9.1,,0,0,0,,6,9,91,0,,0,0,91,,50%
Sammy Watkins WR LA (8),,@TENW 27-23 ,9,,0,0,0,,3,7,30,1,,0,1,30,,85%
John Brown WR ARI (8),,NYGW 23-0 ,8.8,,0,0,0,,2,4,28,1,,0,1,28,,42%
Ryan Grant WR WAS (5),,DENW 27-11 ,8.5,,0,0,0,,4,6,85,0,,0,0,85,,9%
Keenan Allen WR LAC (9),,@NYJW 14-7 ,8.3,,0,0,0,,5,10,63,0,,0,0,95,,95%
A.J. Green WR CIN (6),,DETW 26-17 ,8.1,,0,0,0,,6,10,81,0,,0,0,81,,98%
Michael Campanaro WR BAL (10),,INDW 23-16 ,8,,1,9,0,,2,2,21,1,,1,1,30,,1%
Trent Taylor WR SF (11),,JACW 44-33 ,7.9,,0,0,0,,3,4,19,1,,0,1,43,,10%
Bobo Wilson WR TB (1),,@CARL 19-22 ,7.8,,0,0,0,,1,1,18,1,,0,1,18,,0%
Dede Westbrook WR JAC (8),,@SFL 33-44 ,7.4,,0,0,0,,4,7,74,0,,0,0,74,,32%
Eric Decker WR TEN (8),,LAL 23-27 ,7.3,,0,0,0,,6,10,73,0,,0,0,73,,47%
Kelvin Benjamin WR BUF (6),,@NEL 16-37 ,7,,0,0,0,,5,7,70,0,,0,0,70,,73%
Martavis Bryant WR PIT (9),,@HOUW 34-6 ,6.8,,1,8,0,,3,4,60,0,,0,0,68,,73%
Michael Thomas WR NO (5),,ATLW 23-13 ,6.6,,0,0,0,,4,5,66,0,,0,0,66,,95%
Justin Hunter WR PIT (9),,@HOUW 34-6 ,6.5,,0,0,0,,1,1,5,1,,0,1,5,,1%
DeVante Parker WR MIA (1),,@KCL 13-29 ,6.3,,0,0,0,,5,10,63,0,,0,0,63,,67%
Mike Wallace WR BAL (10),,INDW 23-16 ,6,,0,0,0,,4,6,60,0,,0,0,60,,60%
Freddie Martino WR TB (1),,@CARL 19-22 ,5.7,,0,0,0,,2,2,57,0,,0,0,57,,0%
Demaryius Thomas WR DEN (5),,@WASL 11-27 ,5.2,,0,0,0,,4,6,52,0,,0,0,52,,94%
Adam Humphries WR TB (1),,@CARL 19-22 ,5.1,,0,0,0,,3,3,51,0,,0,0,51,,9%
QRobby Anderson WR NYJ (11),,LACL 7-14 ,5.1,,0,0,0,,5,7,51,0,,0,0,51,,79%
Marvin Jones WR DET (7),,@CINL 17-26 ,5,,0,0,0,,3,5,50,0,,0,0,50,,91%
Tyrell Williams WR LAC (9),,@NYJW 14-7 ,5,,0,0,0,,5,6,50,0,,0,0,50,,54%
Josh Bellamy WR CHI (9),,CLEW 20-3 ,4.9,,0,0,0,,3,4,49,0,,0,0,49,,1%
Rishard Matthews WR TEN (8),,LAL 23-27 ,4.8,,0,0,0,,2,4,48,0,,0,0,48,,73%
Brenton Bersin WR CAR (11),,TBW 22-19 ,4.5,,0,0,0,,3,4,45,0,,0,0,45,,0%
OUTSterling Shepard WR NYG (8),,@ARIL 0-23 ,4.5,,0,0,0,,5,8,45,0,,0,0,45,,70%
Terrance Williams WR DAL (6),,SEAL 12-21 ,4.3,,0,0,0,,4,4,43,0,,0,0,43,,15%
Jermaine Kearse WR NYJ (11),,LACL 7-14 ,4.2,,0,0,0,,5,8,42,0,,0,0,42,,49%
QRoger Lewis WR NYG (8),,@ARIL 0-23 ,4,,0,0,0,,4,11,40,0,,0,0,40,,5%
Tyler Boyd WR CIN (6),,DETW 26-17 ,3.9,,0,0,0,,5,6,39,0,,0,0,39,,8%
QMarquise Goodwin WR SF (11),,JACW 44-33 ,3.7,,0,0,0,,3,6,37,0,,0,0,37,,52%
Albert Wilson WR KC (10),,MIAW 29-13 ,3.6,,0,0,0,,3,8,36,0,,0,0,36,,6%
Michael Clark WR GB (8),,MINL 0-16 ,3.6,,0,0,0,,3,9,36,0,,0,0,36,,0%
Nelson Agholor WR PHI (10),,OAKW 19-10 ,3.5,,0,0,0,,4,7,35,0,,0,0,35,,74%
Ricardo Louis WR CLE (9),,@CHIL 3-20 ,3.5,,0,0,0,,1,1,35,0,,0,0,35,,4%
QKenny Stills WR MIA (1),,@KCL 13-29 ,3.4,,0,0,0,,4,6,54,0,,1-1,0,54,,66%
Robert Woods WR LA (8),,@TENW 27-23 ,3.3,,0,0,0,,3,8,33,0,,0,0,33,,68%
Taylor Gabriel WR ATL (5),,@NOL 13-23 ,3.2,,1,12,0,,1,4,20,0,,0,0,32,,18%
Mohamed Sanu WR ATL (5),,@NOL 13-23 ,3.1,,0,0,0,,4,6,31,0,,0,0,31,,57%
Jarvis Landry WR MIA (1),,@KCL 13-29 ,3.1,,0,0,0,,5,7,51,0,,1-1,0,51,,93%
QChris Moore WR BAL (10),,INDW 23-16 ,2.9,,0,0,0,,2,2,29,0,,0,0,29,,2%
Danny Amendola WR NE (9),,BUFW 37-16 ,2.8,,0,0,0,,3,3,28,0,,0,0,47,,42%
Kenny Golladay WR DET (7),,@CINL 17-26 ,2.8,,0,0,0,,4,8,28,0,,0,0,28,,27%
Kendall Wright WR CHI (9),,CLEW 20-3 ,2.7,,0,0,0,,4,6,27,0,,0,0,27,,19%
Jaron Brown WR ARI (8),,NYGW 23-0 ,2.7,,0,0,0,,2,4,27,0,,0,0,27,,11%
Brandin Cooks WR NE (9),,BUFW 37-16 ,2.5,,1,6,0,,2,5,19,0,,0,0,25,,97%
Hunter Sharp WR NYG (8),,@ARIL 0-23 ,2.5,,0,0,0,,2,2,25,0,,0,0,63,,0%
Adam Thielen WR MIN (9),,@GBW 16-0 ,2.4,,0,0,0,,2,6,24,0,,0,0,24,,91%
Phillip Dorsett WR NE (9),,BUFW 37-16 ,2.4,,0,0,0,,1,1,24,0,,0,0,24,,8%
