Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
OUTDeAndre Hopkins WR HOU (7),,SFL 16-26 ,26.9,,0,0,0,,11,16,149,2,,1-1,2,149,,97%
OUTAntonio Brown WR PIT (9),,BALW 39-38 ,23.3,,0,0,0,,11,18,213,0,,1,0,213,,95%
OUTDavante Adams WR GB (8),,@CLEW 27-21 ,22.4,,0,0,0,,10,14,84,2,,0,2,84,,91%
Tyrell Williams WR LAC (9),,WASW 30-13 ,21.2,,0,0,0,,4,4,132,1,,0,1,132,,54%
Michael Thomas WR NO (5),,@ATLL 17-20 ,19.7,,0,0,0,,10,14,117,1,,0,1,117,,95%
Adam Thielen WR MIN (9),,@CARL 24-31 ,18.5,,0,0,0,,6,12,105,1,,0,1,105,,91%
Tyler Lockett WR SEA (6),,@JACL 24-30 ,18,,1,10,0,,4,5,90,1,,0,1,190,,49%
Keelan Cole WR JAC (8),,SEAW 30-24 ,17.9,,0,0,0,,3,3,99,1,,0,1,99,,29%
Cooper Kupp WR LA (8),,PHIL 35-43 ,17.8,,0,0,0,,5,7,118,1,,0,1,118,,61%
Jarvis Landry WR MIA (1),,NEW 27-20 ,16.6,,0,0,0,,8,8,46,2,,0,2,55,,93%
Dez Bryant WR DAL (6),,@NYGW 30-10 ,15.3,,0,0,0,,3,5,73,1,,0,1,73,,97%
Demaryius Thomas WR DEN (5),,NYJW 23-0 ,15.3,,0,0,0,,8,12,93,1,,0,1,93,,94%
Paul Richardson WR SEA (6),,@JACL 24-30 ,15.2,,0,0,0,,3,7,72,1,,0,1,72,,50%
Golden Tate WR DET (7),,@TBW 24-21 ,14.5,,0,0,0,,8,9,85,1,,0,1,85,,94%
Mohamed Sanu WR ATL (5),,NOW 20-17 ,14.3,,0,0,0,,6,8,83,1,,0,1,83,,57%
Dede Westbrook WR JAC (8),,SEAW 30-24 ,14.1,,0,0,0,,5,8,81,1,,0,1,81,,32%
Doug Baldwin WR SEA (6),,@JACL 24-30 ,13.8,,0,0,0,,3,6,78,1,,0,1,78,,96%
Josh Gordon WR CLE (9),,GBL 21-27 ,12.9,,0,0,0,,3,6,69,1,,0,1,69,,65%
Kendall Wright WR CHI (9),,@CINW 33-7 ,12.7,,0,0,0,,10,11,107,0,,0,0,107,,19%
Corey Coleman WR CLE (9),,GBL 21-27 ,12.2,,0,0,0,,5,6,62,1,,0,1,62,,51%
QDevin Funchess WR CAR (11),,MINW 31-24 ,11.9,,0,0,0,,3,7,59,1,,0,1,59,,82%
Alshon Jeffery WR PHI (10),,@LAW 43-35 ,11.2,,0,0,0,,5,11,52,1,,0,1,52,,96%
Keenan Allen WR LAC (9),,WASW 30-13 ,11.1,,0,0,0,,6,8,111,0,,0,0,111,,95%
QChris Moore WR BAL (10),,@PITL 38-39 ,10.8,,0,0,0,,3,3,48,1,,0,1,134,,2%
QMarquise Goodwin WR SF (11),,@HOUW 26-16 ,10.6,,0,0,0,,6,12,106,0,,0,0,106,,52%
Jakeem Grant WR MIA (1),,NEW 27-20 ,10.2,,0,0,0,,2,4,42,1,,0,1,56,,1%
Torrey Smith WR PHI (10),,@LAW 43-35 ,10,,0,0,0,,6,11,100,0,,0,0,100,,15%
Julio Jones WR ATL (5),,NOW 20-17 ,9.8,,0,0,0,,5,11,98,0,,0,0,98,,98%
Kelvin Benjamin WR BUF (6),,INDW 13-7 ,9.8,,0,0,0,,3,8,38,1,,0,1,38,,73%
Tommylee Lewis WR NO (5),,@ATLL 17-20 ,9,,0,0,0,,2,2,30,1,,0,1,151,,1%
Brandon LaFell WR CIN (6),,CHIL 7-33 ,8.4,,0,0,0,,3,6,24,1,,0,1,24,,17%
Sammy Watkins WR LA (8),,PHIL 35-43 ,8.1,,0,0,0,,3,7,21,1,,0,1,21,,85%
Michael Crabtree WR OAK (10),,@KCL 15-26 ,8,,0,0,0,,7,13,60,0,,0,0,60,,95%
Danny Amendola WR NE (9),,@MIAL 20-27 ,7.6,,0,0,0,,6,9,76,0,,0,0,92,,42%
Tyreek Hill WR KC (10),,OAKW 26-15 ,7.5,,0,0,0,,4,6,75,0,,0,0,92,,94%
Mike Wallace WR BAL (10),,@PITL 38-39 ,7.2,,0,0,0,,3,5,72,0,,0,0,72,,60%
Albert Wilson WR KC (10),,OAKW 26-15 ,7.2,,0,0,0,,5,7,72,0,,0,0,72,,6%
Chris Godwin WR TB (1),,DETL 21-24 ,6.8,,0,0,0,,5,6,68,0,,0,0,68,,11%
Marqise Lee WR JAC (8),,SEAW 30-24 ,6.5,,0,0,0,,5,6,65,0,,0,0,65,,50%
Marvin Jones WR DET (7),,@TBW 24-21 ,6.4,,0,0,0,,3,4,64,0,,0,0,64,,91%
Nelson Agholor WR PHI (10),,@LAW 43-35 ,6.4,,0,0,0,,8,11,64,0,,0,0,64,,74%
Stefon Diggs WR MIN (9),,@CARL 24-31 ,6.4,,0,0,0,,6,10,64,0,,0,0,64,,92%
OUTDeSean Jackson WR TB (1),,DETL 21-24 ,6.4,,1,23,0,,4,7,41,0,,0,0,64,,79%
OUTCole Beasley WR DAL (6),,@NYGW 30-10 ,5.9,,0,0,0,,3,5,59,0,,0,0,78,,30%
Eric Decker WR TEN (8),,@ARIL 7-12 ,5.6,,0,0,0,,3,5,56,0,,0,0,56,,47%
Josh Bellamy WR CHI (9),,@CINW 33-7 ,5.2,,0,0,0,,2,4,52,0,,0,0,52,,1%
QRoger Lewis WR NYG (8),,DALL 10-30 ,4.6,,0,0,0,,7,11,46,0,,0,0,46,,5%
Larry Fitzgerald WR ARI (8),,TENW 12-7 ,4.4,,0,0,0,,5,7,44,0,,0,0,44,,96%
A.J. Green WR CIN (6),,CHIL 7-33 ,4.4,,0,0,0,,5,12,64,0,,1-1,0,64,,98%
Travis Benjamin WR LAC (9),,WASW 30-13 ,4.3,,1,22,0,,2,4,21,0,,0,0,90,,28%
DeVante Parker WR MIA (1),,NEW 27-20 ,4,,0,0,0,,4,6,40,0,,0,0,40,,67%
Randall Cobb WR GB (8),,@CLEW 27-21 ,3.9,,0,0,0,,8,8,39,0,,0,0,39,,68%
Brandin Cooks WR NE (9),,@MIAL 20-27 ,3.8,,0,0,0,,1,7,38,0,,0,0,38,,97%
