Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
IRO.J. Howard TE TB (1),,@BUFL 27-30 ,20.8,,0,0,0,,6,6,98,2,,1,2,98,,38%
IRJordan Reed TE WAS (5),,@PHIL 24-34 ,18.4,,0,0,0,,8,10,64,2,,0,2,64,,71%
Zach Ertz TE PHI (10),,WASW 34-24 ,14.9,,0,0,0,,5,5,89,1,,0,1,89,,95%
OUTEvan Engram TE NYG (8),,SEAL 7-24 ,12,,0,0,0,,6,12,60,1,,0,1,60,,83%
Jason Witten TE DAL (6),,@SFW 40-10 ,11.4,,0,0,0,,4,4,54,1,,0,1,54,,86%
Jimmy Graham TE SEA (6),,@NYGW 24-7 ,11.1,,0,0,0,,3,6,51,1,,0,1,51,,96%
Jared Cook TE OAK (10),,KCW 31-30 ,10.7,,0,0,0,,6,7,107,0,,0,0,107,,63%
QTravis Kelce TE KC (10),,@OAKL 30-31 ,9.3,,0,0,0,,4,5,33,1,,0,1,33,,97%
Marcedes Lewis TE JAC (8),,@INDW 27-0 ,8.9,,0,0,0,,2,3,29,1,,0,1,29,,16%
Tyler Kroft TE CIN (6),,@PITL 14-29 ,8.3,,0,0,0,,4,4,23,1,,0,1,23,,39%
Logan Thomas TE BUF (6),,TBW 30-27 ,8.2,,0,0,0,,1,1,22,1,,0,1,22,,0%
OUTAustin Seferian-Jenkins TE NYJ (11),,@MIAL 28-31 ,8.1,,0,0,0,,3,5,21,1,,0,1,21,,40%
Anthony Fasano TE MIA (1),,NYJW 31-28 ,7.5,,0,0,0,,3,4,25,1,,1,1,25,,1%
IRHunter Henry TE LAC (9),,DENW 21-0 ,7.3,,0,0,0,,4,5,73,0,,0,0,73,,76%
Vernon Davis TE WAS (5),,@PHIL 24-34 ,6.7,,0,0,0,,4,4,67,0,,0,0,67,,49%
IRJulius Thomas TE MIA (1),,NYJW 31-28 ,5.8,,0,0,0,,3,4,58,0,,0,0,58,,45%
Nick O'Leary TE BUF (6),,TBW 30-27 ,5.8,,0,0,0,,2,2,58,0,,0,0,58,,2%
David Njoku TE CLE (9),,TENL 9-12 ,5.8,,0,0,0,,2,5,58,0,,0,0,58,,26%
Rob Gronkowski TE NE (9),,ATLW 23-7 ,5.1,,0,0,0,,3,7,51,0,,0,0,51,,98%
Cameron Brate TE TB (1),,@BUFL 27-30 ,5,,0,0,0,,6,9,60,0,,1,0,60,,76%
A.J. Derby TE DEN (5),,@LACL 0-21 ,4.6,,0,0,0,,6,7,66,0,,1-1,0,66,,4%
Jack Doyle TE IND (11),,JACL 0-27 ,4.4,,0,0,0,,6,7,44,0,,0,0,44,,79%
Delanie Walker TE TEN (8),,@CLEW 12-9 ,4.3,,0,0,0,,7,10,63,0,,1-1,0,63,,93%
QKyle Rudolph TE MIN (9),,BALW 24-16 ,4.3,,0,0,0,,5,7,43,0,,0,0,43,,91%
Benjamin Watson TE BAL (10),,@MINL 16-24 ,3.8,,0,0,0,,5,5,38,0,,0,0,38,,28%
Vance McDonald TE PIT (9),,CINW 29-14 ,3.7,,0,0,0,,2,3,37,0,,0,0,37,,6%
Niles Paul TE WAS (5),,@PHIL 24-34 ,3.2,,0,0,0,,1,1,32,0,,0,0,32,,1%
IRZach Miller TE CHI (9),,CARW 17-3 ,2.9,,0,0,0,,2,3,29,0,,0,0,29,,11%
Seth DeValve TE CLE (9),,TENL 9-12 ,2.7,,0,0,0,,2,4,27,0,,0,0,27,,4%
Eric Tomlinson TE NYJ (11),,@MIAL 28-31 ,2.6,,0,0,0,,1,1,26,0,,0,0,26,,0%
IRCoby Fleener TE NO (5),,@GBW 26-17 ,2.2,,0,0,0,,2,3,22,0,,0,0,22,,44%
Jonnu Smith TE TEN (8),,@CLEW 12-9 ,2.2,,0,0,0,,2,4,22,0,,0,0,22,,8%
OUTJermaine Gresham TE ARI (8),,@LAL 0-33 ,1.8,,0,0,0,,1,3,18,0,,0,0,18,,7%
Ed Dickson TE CAR (11),,@CHIL 3-17 ,1.8,,0,0,0,,3,5,18,0,,0,0,18,,15%
IRMartellus Bennett TE GB (8),,NOL 17-26 ,1.7,,0,0,0,,2,3,17,0,,0,0,17,,45%
Demetrius Harris TE KC (10),,@OAKL 30-31 ,1.6,,0,0,0,,2,3,16,0,,0,0,16,,1%
George Kittle TE SF (11),,DALL 10-40 ,1.6,,0,0,0,,1,2,16,0,,0,0,16,,13%
Luke Willson TE SEA (6),,@NYGW 24-7 ,1.3,,0,0,0,,1,1,13,0,,0,0,13,,2%
Tyler Higbee TE LA (8),,ARIW 33-0 ,1.3,,0,0,0,,3,3,13,0,,0,0,13,,7%
Xavier Grimble TE PIT (9),,CINW 29-14 ,1.2,,0,0,0,,1,1,12,0,,0,0,12,,0%
Nick Boyle TE BAL (10),,@MINL 16-24 ,1.2,,0,0,0,,2,3,12,0,,0,0,12,,1%
OUTNick Vannett TE SEA (6),,@NYGW 24-7 ,1.2,,0,0,0,,1,1,12,0,,0,0,12,,1%
Garrett Celek TE SF (11),,DALL 10-40 ,1.1,,0,0,0,,1,1,11,0,,0,0,11,,5%
IRChris Manhertz TE CAR (11),,@CHIL 3-17 ,1.1,,0,0,0,,1,2,11,0,,0,0,11,,0%
Virgil Green TE DEN (5),,@LACL 0-21 ,0.7,,0,0,0,,1,2,7,0,,0,0,7,,3%
Trey Burton TE PHI (10),,WASW 34-24 ,0.7,,0,0,0,,1,1,7,0,,0,0,7,,11%
C.J. Uzomah TE CIN (6),,@PITL 14-29 ,0.7,,0,0,0,,1,2,7,0,,0,0,7,,0%
Geoff Swaim TE DAL (6),,@SFW 40-10 ,0.7,,0,0,0,,1,1,7,0,,0,0,7,,0%
Ben Koyack TE JAC (8),,@INDW 27-0 ,0.7,,0,0,0,,1,1,7,0,,0,0,7,,0%
Darrell Daniels TE IND (11),,JACL 0-27 ,0.7,,0,0,0,,1,3,7,0,,0,0,7,,0%
IRBrandon Williams TE IND (11),,JACL 0-27 ,0.6,,0,0,0,,1,2,6,0,,0,0,6,,0%
Austin Hooper TE ATL (5),,@NEL 7-23 ,0.6,,0,0,0,,1,1,6,0,,0,0,6,,68%
IRCole Hikutini TE SF (11),,DALL 10-40 ,0.5,,0,0,0,,1,2,5,0,,0,0,5,,0%
Antonio Gates TE LAC (9),,DENW 21-0 ,0.4,,0,0,0,,1,1,4,0,,0,0,4,,33%
Brent Celek TE PHI (10),,WASW 34-24 ,0.3,,0,0,0,,1,2,3,0,,0,0,3,,2%
Ross Travis TE KC (10),,@OAKL 30-31 ,0.3,,0,0,0,,1,1,3,0,,0,0,3,,0%
Rhett Ellison TE NYG (8),,SEAL 7-24 ,0,,0,0,0,,0,1,0,0,,0,0,0,,0%
Derek Carrier TE LA (8),,ARIW 33-0 ,0,,0,0,0,,0,1,0,0,,0,0,0,,0%
Troy Niklas TE ARI (8),,@LAL 0-33 ,0,,0,0,0,,0,1,0,0,,0,0,0,,0%
IRClive Walford TE OAK (10),,KCW 31-30 ,0,,0,0,0,,0,1,0,0,,0,0,0,,3%
