Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
Derrick Henry RB TEN (8),,@KCW 22-21 ,25.1,,23,156,1,,2,2,35,0,,1,1,191,,79%
Devonta Freeman RB ATL (5),,@LAW 26-13 ,12.9,,18,66,1,,1,2,3,0,,0,1,69,,97%
Todd Gurley RB LA (8),,ATLL 13-26 ,11.1,,14,101,0,,4,10,10,0,,0,0,111,,97%
Kareem Hunt RB KC (10),,TENL 21-22 ,10.7,,11,42,1,,3,3,5,0,,0,1,47,,92%
Tevin Coleman RB ATL (5),,@LAW 26-13 ,6.8,,14,40,0,,3,3,28,0,,0,0,68,,88%
LeSean McCoy RB BUF (6),,@JAC0:022nd,5.6,,12,36,0,,3,3,20,0,,0,0,56,,98%
Leonard Fournette RB JAC (8),,BUF0:022nd,2.3,,6,16,0,,1,2,7,0,,0,0,23,,92%
Mike Tolbert RB BUF (6),,@JAC0:022nd,1.5,,2,5,0,,1,1,10,0,,0,0,15,,6%
Malcolm Brown RB LA (8),,ATLL 13-26 ,1.4,,2,14,0,,0,0,0,0,,0,0,14,,5%
Charcandrick West RB KC (10),,TENL 21-22 ,0.1,,0,0,0,,2,2,1,0,,0,0,67,,15%
Chris Ivory RB JAC (8),,BUF0:022nd,0,,0,0,0,,0,1,0,0,,0,0,0,,28%
Patrick DiMarco RB BUF (6),,@JAC0:022nd,0,,0,0,0,,0,1,0,0,,0,0,0,,0%
Orson Charles RB KC (10),,TENL 21-22 ,0,,0,0,0,,0,1,0,0,,0,0,0,,0%
Tommy Bohanon RB JAC (8),,BUF0:022nd,0,,0,0,0,,0,1,0,0,,0,0,0,,0%
David Fluellen RB TEN (8),,@KCW 22-21 ,0,,0,0,0,,0,0,0,0,,0,0,12,,0%
Corey Grant RB JAC (8),,BUF0:022nd,0,,0,0,0,,0,0,0,0,,0,0,0,,2%
