Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
Darius Slay DB DET (7),,CHIW 20-10 ,9,,0,5,2,0,0,0,0,,22%
Marcus Peters DB KC (10),,LACW 30-13 ,9,,0,3,2,0,1,0,0,,40%
Buster Skrine DB NYJ (11),,@NOL 19-31 ,8,,0,5,0,0,1,1,0,,8%
Stephon Gilmore DB NE (9),,@PITW 27-24 ,8,,0,8,0,0,0,0,0,,4%
Leonard Johnson DB BUF (6),,MIAW 24-16 ,8,,0,8,0,0,0,0,0,,1%
IRKenny Vaccaro DB NO (5),,NYJW 31-19 ,8,,2,8,0,0,0,0,0,,49%
Jeff Heath DB DAL (6),,@OAKW 20-17 ,8,,0,6,0,0,1,0,0,,11%
OUTAdrian Phillips DB LAC (9),,@KCL 13-30 ,8,,0,8,0,0,0,0,0,,3%
James Bradberry DB CAR (11),,GBW 31-24 ,8,,3,4,1,0,1,0,0,,12%
Daryl Worley DB CAR (11),,GBW 31-24 ,8,,1,6,1,0,0,0,0,,6%
Jamal Adams DB NYJ (11),,@NOL 19-31 ,8,,2,6,0,0,1,0,0,,44%
Adoree' Jackson DB TEN (8),,@SFL 23-25 ,8,,0,8,0,0,0,0,0,,39%
Eddie Jackson DB CHI (9),,@DETL 10-20 ,8,,1,7,0,0,0,1,0,,29%
Corey Graham DB PHI (10),,@NYGW 34-29 ,7,,1,7,0,0,0,0,0,,8%
Sean Smith DB OAK (10),,DALL 17-20 ,7,,0,3,2,0,0,0,0,,1%
Chris Conte DB TB (1),,ATLL 21-24 ,7,,2,5,0,0,1,0,0,,25%
OUTRodney McLeod DB PHI (10),,@NYGW 34-29 ,7,,4,7,0,0,0,0,0,,15%
Bradley McDougald DB SEA (6),,LAL 7-42 ,7,,3,7,0,0,0,0,0,,12%
Ronald Darby DB PHI (10),,@NYGW 34-29 ,7,,0,5,1,0,0,0,0,,10%
Quandre Diggs DB DET (7),,CHIW 20-10 ,7,,0,3,1,1,0,0,0,,2%
SUSEli Apple DB NYG (8),,PHIL 29-34 ,7,,2,7,0,0,0,0,0,,11%
Keanu Neal DB ATL (5),,@TBW 24-21 ,7,,1,4,0,0,1,1,0,,84%
Sean Davis DB PIT (9),,NEL 24-27 ,7,,3,7,0,0,0,0,0,,42%
Quincy Wilson DB IND (11),,DENL 13-25 ,7,,1,7,0,0,0,0,0,,1%
Mike Adams DB CAR (11),,GBW 31-24 ,6,,1,5,0,0,0,1,0,,11%
Brandon Carr DB BAL (10),,@CLEW 27-10 ,6,,0,4,1,0,0,0,0,,4%
Kurt Coleman DB CAR (11),,GBW 31-24 ,6,,4,6,0,0,0,0,0,,29%
Ron Parker DB KC (10),,LACW 30-13 ,6,,0,3,1,0,0,1,0,,14%
Eric Reid DB SF (11),,TENW 25-23 ,6,,2,6,0,0,0,0,0,,21%
Robert Alford DB ATL (5),,@TBW 24-21 ,6,,0,6,0,0,0,0,0,,10%
Jordan Poyer DB BUF (6),,MIAW 24-16 ,6,,2,4,1,0,0,0,0,,58%
Dontae Johnson DB SF (11),,TENW 25-23 ,6,,0,6,0,0,0,0,0,,6%
Kendall Fuller DB WAS (5),,ARIW 20-15 ,6,,2,6,0,0,0,0,0,,2%
Darian Thompson DB NYG (8),,PHIL 29-34 ,6,,3,6,0,0,0,0,0,,5%
Xavien Howard DB MIA (1),,@BUFL 16-24 ,6,,0,4,0,1,0,0,0,,4%
Maurice Canady DB BAL (10),,@CLEW 27-10 ,6,,0,6,0,0,0,0,0,,0%
Andrew Adams DB NYG (8),,PHIL 29-34 ,6,,0,6,0,0,0,0,0,,0%
QChidobe Awuzie DB DAL (6),,@OAKW 20-17 ,6,,1,4,0,0,1,0,0,,2%
Adrian Colbert DB SF (11),,TENW 25-23 ,6,,0,5,0,0,0,1,0,,1%
IRAntoine Bethea DB ARI (8),,@WASL 15-20 ,5,,0,3,0,0,1,0,0,,35%
Patrick Chung DB NE (9),,@PITW 27-24 ,5,,0,5,0,0,0,0,0,,26%
Morgan Burnett DB GB (8),,@CARL 24-31 ,5,,2,5,0,0,0,0,0,,41%
Reshad Jones DB MIA (1),,@BUFL 16-24 ,5,,2,5,0,0,0,0,0,,91%
QAnthony Levine DB BAL (10),,@CLEW 27-10 ,5,,0,4,0,0,0,1,0,,0%
Prince Amukamara DB CHI (9),,@DETL 10-20 ,5,,1,5,0,0,0,0,0,,3%
Marcus Gilchrist DB HOU (7),,@JACL 7-45 ,5,,1,5,0,0,0,0,0,,2%
Colin Jones DB CAR (11),,GBW 31-24 ,5,,0,3,1,0,0,0,0,,0%
Desmond Trufant DB ATL (5),,@TBW 24-21 ,5,,1,5,0,0,0,0,0,,7%
D.J. Hayden DB DET (7),,CHIW 20-10 ,5,,0,5,0,0,0,0,0,,2%
Tyrann Mathieu DB ARI (8),,@WASL 15-20 ,5,,0,5,0,0,0,0,0,,62%
Eric Rowe DB NE (9),,@PITW 27-24 ,5,,0,5,0,0,0,0,0,,0%
Deshazor Everett DB WAS (5),,ARIW 20-15 ,5,,1,5,0,0,0,0,0,,1%
Artie Burns DB PIT (9),,NEL 24-27 ,5,,2,5,0,0,0,0,0,,3%
Kevin Byard DB TEN (8),,@SFL 23-25 ,5,,0,5,0,0,0,0,0,,54%
Eric Murray DB KC (10),,LACW 30-13 ,5,,0,3,0,1,0,0,0,,0%
IRLeShaun Sims DB TEN (8),,@SFL 23-25 ,5,,0,5,0,0,0,0,0,,1%
Michael Jordan DB CLE (9),,BALL 10-27 ,5,,3,5,0,0,0,0,0,,0%
Tre'Davious White DB BUF (6),,MIAW 24-16 ,5,,4,3,1,0,0,0,0,,41%
Jabrill Peppers DB CLE (9),,BALL 10-27 ,5,,2,5,0,0,0,0,0,,32%
Marshon Lattimore DB NO (5),,NYJW 31-19 ,5,,2,3,1,0,0,0,0,,27%
Marcus Williams DB NO (5),,NYJW 31-19 ,5,,1,5,0,0,0,0,0,,4%
QMarcus Maye DB NYJ (11),,@NOL 19-31 ,5,,2,5,0,0,0,0,0,,15%
Desmond King DB LAC (9),,@KCL 13-30 ,5,,1,5,0,0,0,0,0,,39%
QKenny Moore DB IND (11),,DENL 13-25 ,5,,3,3,1,0,0,0,0,,0%
Reggie Nelson DB OAK (10),,DALL 17-20 ,4,,1,4,0,0,0,0,0,,20%
Malcolm Jenkins DB PHI (10),,@NYGW 34-29 ,4,,5,4,0,0,0,0,0,,44%
Kareem Jackson DB HOU (7),,@JACL 7-45 ,4,,0,4,0,0,0,0,0,,6%
Patrick Robinson DB PHI (10),,@NYGW 34-29 ,4,,0,4,0,0,0,0,0,,5%
Earl Thomas DB SEA (6),,LAL 7-42 ,4,,4,4,0,0,0,0,0,,36%
Darian Stewart DB DEN (5),,@INDW 25-13 ,4,,0,4,0,0,0,0,0,,5%
Barry Church DB JAC (8),,HOUW 45-7 ,4,,1,2,1,0,0,0,0,,63%
Chris Harris DB DEN (5),,@INDW 25-13 ,4,,0,2,0,0,1,0,0,,7%
QShawn Williams DB CIN (6),,@MINL 7-34 ,4,,2,2,1,0,0,0,0,,5%
T.J. McDonald DB MIA (1),,@BUFL 16-24 ,4,,2,4,0,0,0,0,0,,11%
Tony Jefferson DB BAL (10),,@CLEW 27-10 ,4,,1,2,0,0,1,0,0,,42%
A.J. Bouye DB JAC (8),,HOUW 45-7 ,4,,0,4,0,0,0,0,0,,17%
Ha Ha Clinton-Dix DB GB (8),,@CARL 24-31 ,4,,1,4,0,0,0,0,0,,64%
Lamarcus Joyner DB LA (8),,@SEAW 42-7 ,4,,1,2,0,0,1,0,0,,15%
Ross Cockrell DB NYG (8),,PHIL 29-34 ,4,,0,4,0,0,0,0,0,,0%
OUTDamarious Randall DB GB (8),,@CARL 24-31 ,4,,0,4,0,0,0,0,0,,7%
William Jackson DB CIN (6),,@MINL 7-34 ,4,,1,4,0,0,0,0,0,,1%
Jalen Ramsey DB JAC (8),,HOUW 45-7 ,4,,0,4,0,0,0,0,0,,26%
T.J. Green DB IND (11),,DENL 13-25 ,4,,5,4,0,0,0,0,0,,1%
Ryan Smith DB TB (1),,ATLL 21-24 ,4,,0,4,0,0,0,0,0,,1%
