Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
IRJohn Simon LB IND (11),,@TENL 22-36 ,16,,5,6,1,1,0,0,1,,9%
Lavonte David LB TB (1),,@ARIL 33-38 ,14,,0,3,0,0,2,1,1,,76%
Mychal Kendricks LB PHI (10),,@CARW 28-23 ,12,,5,12,0,0,0,0,0,,19%
Telvin Smith LB JAC (8),,LAL 17-27 ,12,,0,8,0,1,1,0,0,,89%
Kyle Van Noy LB NE (9),,@NYJW 24-17 ,10,,1,6,0,2,0,0,0,,43%
Wesley Woodyard LB TEN (8),,INDW 36-22 ,9,,2,6,0,1,0,1,0,,65%
Connor Barwin LB LA (8),,@JACW 27-17 ,9,,0,7,0,1,0,0,0,,6%
Craig Robertson LB NO (5),,DETW 52-38 ,9,,7,4,0,1,1,1,0,,14%
Vince Williams LB PIT (9),,@KCW 19-13 ,9,,0,5,0,2,0,0,0,,39%
C.J. Mosley LB BAL (10),,CHIL 24-27 ,9,,3,8,0,0,0,1,0,,91%
Danny Trevathan LB CHI (9),,@BALW 27-24 ,8,,1,5,0,1,0,1,0,,39%
IRDont'a Hightower LB NE (9),,@NYJW 24-17 ,8,,1,6,0,1,0,0,0,,15%
Chandler Jones LB ARI (8),,TBW 38-33 ,8,,0,4,0,2,0,0,0,,55%
Mark Barron LB LA (8),,@JACW 27-17 ,8,,2,6,0,1,0,0,0,,77%
Deion Jones LB ATL (5),,MIAL 17-20 ,8,,5,6,1,0,0,0,0,,77%
Blake Martinez LB GB (8),,@MINL 10-23 ,8,,3,8,0,0,0,0,0,,77%
OUTNigel Bradham LB PHI (10),,@CARW 28-23 ,7,,3,7,0,0,0,0,0,,23%
Deone Bucannon LB ARI (8),,TBW 38-33 ,7,,1,7,0,0,0,0,0,,34%
Benardrick McKinney LB HOU (7),,CLEW 33-17 ,7,,1,7,0,0,0,0,0,,48%
Thomas Davis LB CAR (11),,PHIL 23-28 ,6,,2,4,0,1,0,0,0,,32%
Lawrence Timmons LB MIA (1),,@ATLW 20-17 ,6,,2,6,0,0,0,0,0,,34%
OUTZach Brown LB WAS (5),,SFW 26-24 ,6,,2,6,0,0,0,0,0,,77%
IRAlex Okafor LB NO (5),,DETW 52-38 ,6,,0,2,0,1,1,0,0,,8%
Avery Williamson LB TEN (8),,INDW 36-22 ,6,,2,4,0,0,1,0,0,,20%
Christian Jones LB CHI (9),,@BALW 27-24 ,6,,4,4,0,0,1,0,0,,21%
Eric Kendricks LB MIN (9),,GBW 23-10 ,6,,4,6,0,0,0,0,0,,58%
Darron Lee LB NYJ (11),,NEL 17-24 ,6,,2,4,0,0,1,0,0,,41%
Joe Schobert LB CLE (9),,@HOUL 17-33 ,6,,7,6,0,0,0,0,0,,61%
Jarrad Davis LB DET (7),,@NOL 38-52 ,6,,2,6,0,0,0,0,0,,40%
James Harrison LB PIT (9),,@KCW 19-13 ,5,,0,3,0,1,0,0,0,,3%
Lamarr Houston LB HOU (7),,CLEW 33-17 ,5,,0,1,0,1,1,0,0,,2%
Korey Toomer LB LAC (9),,@OAKW 17-16 ,5,,3,5,0,0,0,0,0,,8%
IRKeenan Robinson LB NYG (8),,@DENW 23-10 ,5,,1,5,0,0,0,0,0,,4%
Ray-Ray Armstrong LB SF (11),,@WASL 24-26 ,5,,5,3,0,0,1,0,0,,21%
Christian Kirksey LB CLE (9),,@HOUL 17-33 ,5,,5,5,0,0,0,0,0,,75%
Shaquil Barrett LB DEN (5),,NYGL 10-23 ,5,,1,3,0,1,0,0,0,,2%
Myles Jack LB JAC (8),,LAL 17-27 ,5,,1,5,0,0,0,0,0,,68%
