Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
OUTLe'Veon Bell RB PIT (9),,BALW 39-38 ,32.5,,13,48,2,,9,10,77,1,,0,3,125,,98%
OUTRod Smith RB DAL (6),,@NYGW 30-10 ,32,,6,47,1,,5,5,113,1,,0,2,160,,20%
Jonathan Stewart RB CAR (11),,MINW 31-24 ,30.3,,16,103,3,,0,1,0,0,,0,3,103,,75%
Jordan Howard RB CHI (9),,@CINW 33-7 ,27.5,,23,147,2,,1,2,8,0,,0,2,155,,95%
Todd Gurley RB LA (8),,PHIL 35-43 ,25.5,,13,96,2,,3,5,39,0,,0,2,135,,97%
LeSean McCoy RB BUF (6),,INDW 13-7 ,24.6,,32,156,1,,0,0,0,0,,0,1,156,,98%
Jamaal Williams RB GB (8),,@CLEW 27-21 ,23.8,,15,49,1,,7,7,69,1,,0,2,118,,74%
Alex Collins RB BAL (10),,@PITL 38-39 ,21.6,,18,120,1,,2,2,46,0,,1,1,166,,72%
QTheo Riddick RB DET (7),,@TBW 24-21 ,21.3,,10,29,2,,6,10,64,0,,0,2,93,,65%
Kareem Hunt RB KC (10),,OAKW 26-15 ,19.8,,25,116,1,,3,3,22,0,,0,1,138,,92%
Kenyan Drake RB MIA (1),,NEW 27-20 ,19.3,,25,114,0,,5,6,79,0,,0,0,193,,67%
Leonard Fournette RB JAC (8),,SEAW 30-24 ,17.9,,24,101,1,,4,6,18,0,,0,1,119,,92%
Javorius Allen RB BAL (10),,@PITL 38-39 ,17.7,,6,25,2,,2,2,32,0,,0,2,57,,46%
Frank Gore RB IND (11),,@BUFL 7-13 ,16,,36,130,0,,1,1,10,0,,0,0,140,,87%
Melvin Gordon RB LAC (9),,WASW 30-13 ,14.3,,22,78,1,,1,3,5,0,,0,1,83,,96%
Devonta Freeman RB ATL (5),,NOW 20-17 ,14.1,,24,91,1,,0,0,0,0,,1,1,91,,97%
Carlos Hyde RB SF (11),,@HOUW 26-16 ,13.8,,14,78,1,,0,1,0,0,,0,1,78,,95%
Isaiah Crowell RB CLE (9),,GBL 21-27 ,13.1,,19,121,0,,3,3,10,0,,0,0,131,,85%
Giovani Bernard RB CIN (6),,CHIL 7-33 ,13,,11,62,0,,6,8,68,0,,0,0,130,,58%
Marshawn Lynch RB OAK (10),,@KCL 15-26 ,12.4,,7,61,1,,1,2,3,0,,0,1,64,,91%
OUTRex Burkhead RB NE (9),,@MIAL 20-27 ,11.3,,5,8,1,,5,5,45,0,,0,1,53,,62%
Duke Johnson RB CLE (9),,GBL 21-27 ,9.9,,6,8,0,,4,4,41,1,,1,1,54,,79%
Wayne Gallman RB NYG (8),,DALL 10-30 ,9.9,,12,59,0,,7,9,40,0,,0,0,99,,19%
Mark Ingram RB NO (5),,@ATLL 17-20 ,9.2,,12,49,0,,4,5,43,0,,0,0,92,,97%
Doug Martin RB TB (1),,DETL 21-24 ,9,,10,26,1,,2,3,24,0,,1-1,1,50,,76%
Kerwynn Williams RB ARI (8),,TENW 12-7 ,8.8,,20,73,0,,1,1,15,0,,0,0,88,,17%
Alfred Morris RB DAL (6),,@NYGW 30-10 ,8.5,,19,62,0,,3,3,23,0,,0,0,85,,48%
Charcandrick West RB KC (10),,OAKW 26-15 ,8.5,,3,25,1,,0,2,0,0,,0,1,25,,15%
Tarik Cohen RB CHI (9),,@CINW 33-7 ,8.5,,12,80,0,,2,2,5,0,,0,0,131,,51%
OUTJay Ajayi RB PHI (10),,@LAW 43-35 ,8,,15,78,0,,1,2,2,0,,0,0,80,,92%
Derrick Henry RB TEN (8),,@ARIL 7-12 ,8,,8,20,1,,0,0,0,0,,0,1,20,,79%
C.J. Anderson RB DEN (5),,NYJW 23-0 ,7.3,,22,48,0,,2,2,25,0,,0,0,73,,88%
OUTJames White RB NE (9),,@MIAL 20-27 ,7.1,,0,0,0,,3,4,11,1,,0,1,11,,62%
Dion Lewis RB NE (9),,@MIAL 20-27 ,6.7,,5,17,0,,5,5,50,0,,0,0,116,,76%
Mike Davis RB SEA (6),,@JACL 24-30 ,6.5,,15,66,0,,1,2,-1,0,,0,0,65,,27%
Kyle Juszczyk RB SF (11),,@HOUW 26-16 ,6.4,,0,0,0,,3,4,64,0,,0,0,64,,3%
Peyton Barber RB TB (1),,DETL 21-24 ,6.3,,12,58,0,,1,1,5,0,,0,0,63,,23%
Roosevelt Nix RB PIT (9),,BALW 39-38 ,6.1,,0,0,0,,1,1,1,1,,0,1,1,,0%
Andy Janovich RB DEN (5),,NYJW 23-0 ,6.1,,1,1,1,,0,0,0,0,,0,1,1,,0%
Lamar Miller RB HOU (7),,SFL 16-26 ,6,,17,53,0,,2,2,7,0,,0,0,60,,96%
Jerick McKinnon RB MIN (9),,@CARL 24-31 ,5.5,,7,46,0,,2,3,9,0,,0,0,55,,72%
Christian McCaffrey RB CAR (11),,MINW 31-24 ,5.3,,8,35,0,,3,4,18,0,,0,0,53,,91%
QSamaje Perine RB WAS (5),,@LACL 13-30 ,5.2,,17,45,0,,4,4,7,0,,0,0,52,,74%
Corey Clement RB PHI (10),,@LAW 43-35 ,5.2,,6,24,0,,1,3,28,0,,0,0,52,,20%
Austin Ekeler RB LAC (9),,WASW 30-13 ,4.9,,4,49,0,,0,3,0,0,,0,0,49,,29%
Chris Ivory RB JAC (8),,SEAW 30-24 ,4.8,,6,48,0,,0,0,0,0,,0,0,48,,28%
OUTDeMarco Murray RB TEN (8),,@ARIL 7-12 ,4.7,,11,34,0,,2,3,13,0,,0,0,47,,95%
Shane Vereen RB NYG (8),,DALL 10-30 ,4.7,,6,23,0,,3,4,24,0,,0,0,67,,15%
Marlon Mack RB IND (11),,@BUFL 7-13 ,4.4,,7,23,0,,2,3,21,0,,0,0,44,,34%
