Name,,Opp,FPts,,Att,Yd,TD,,Rec,Tar,Yd,TD,,Fum,TD,Yd,,% Own
OUTLe'Veon Bell RB PIT (9),,@BALW 26-9 ,31.6,,35,144,2,,4,6,42,0,,1,2,186,,98%
Todd Gurley RB LA (8),,@DALW 35-30 ,29.5,,23,121,0,,7,8,94,1,,0,1,215,,97%
Bilal Powell RB NYJ (11),,JACW 23-20 ,28,,21,163,1,,4,5,27,0,,0,1,190,,75%
Ezekiel Elliott RB DAL (6),,LAL 30-35 ,25.9,,21,85,1,,4,5,54,1,,0,2,139,,95%
Lamar Miller RB HOU (7),,TENW 57-14 ,25.1,,19,75,1,,4,5,56,1,,0,2,131,,96%
Elijah McGuire RB NYJ (11),,JACW 23-20 ,21.1,,10,93,1,,2,2,38,0,,0,1,131,,16%
Leonard Fournette RB JAC (8),,@NYJL 20-23 ,20.5,,24,86,0,,4,5,59,1,,0,1,145,,92%
J.D. McKissic RB SEA (6),,INDW 46-18 ,18.5,,4,38,1,,1,1,27,1,,0,2,65,,14%
Alvin Kamara RB NO (5),,@MIAW 20-0 ,17.6,,5,25,0,,10,10,71,1,,0,1,119,,89%
Ameer Abdullah RB DET (7),,@MINW 14-7 ,16.9,,20,94,1,,3,4,15,0,,0,1,109,,76%
Giovani Bernard RB CIN (6),,@CLEW 31-7 ,15.9,,3,12,0,,3,4,67,1,,0,1,86,,58%
LeGarrette Blount RB PHI (10),,@LACW 26-24 ,15.6,,16,136,0,,1,1,20,0,,0,0,156,,76%
Duke Johnson RB CLE (9),,CINL 7-31 ,14,,4,13,1,,9,10,47,0,,0,1,60,,79%
Wendell Smallwood RB PHI (10),,@LACW 26-24 ,13.9,,10,34,1,,4,6,45,0,,0,1,79,,14%
Devonta Freeman RB ATL (5),,BUFL 17-23 ,13.8,,18,58,1,,2,2,20,0,,0,1,78,,97%
Tevin Coleman RB ATL (5),,BUFL 17-23 ,13.2,,9,77,0,,4,6,65,0,,1,0,142,,88%
Andre Ellington RB ARI (8),,SFW 18-15 ,12.4,,5,18,0,,9,14,86,0,,0,0,104,,16%
Jordan Howard RB CHI (9),,@GBL 14-35 ,12.3,,18,53,1,,2,4,10,0,,0,1,63,,95%
Kareem Hunt RB KC (10),,WASW 29-20 ,12.1,,21,101,0,,4,4,20,0,,0,0,121,,92%
Austin Ekeler RB LAC (9),,PHIL 24-26 ,11.8,,1,35,1,,2,2,23,0,,0,1,58,,29%
IRDalvin Cook RB MIN (9),,DETL 7-14 ,11.4,,13,66,1,,1,3,8,0,,1-1,1,74,,57%
C.J. Anderson RB DEN (5),,OAKW 16-10 ,11.2,,20,95,0,,4,4,17,0,,0,0,112,,88%
OUTAaron Jones RB GB (8),,CHIW 35-14 ,10.9,,13,49,1,,0,0,0,0,,0,1,49,,39%
LeSean McCoy RB BUF (6),,@ATLW 23-17 ,10.8,,20,76,0,,3,3,32,0,,0,0,108,,98%
Jacquizz Rodgers RB TB (1),,NYGW 25-23 ,10.8,,16,83,0,,2,3,25,0,,0,0,108,,31%
Wayne Gallman RB NYG (8),,@TBL 23-25 ,10,,11,42,0,,2,2,8,1,,1,1,50,,19%
Fozzy Whittaker RB CAR (11),,@NEW 33-30 ,9.4,,0,0,0,,3,3,34,1,,0,1,34,,1%
Dion Lewis RB NE (9),,CARL 30-33 ,8.7,,4,18,1,,1,1,9,0,,0,1,50,,76%
Carlos Hyde RB SF (11),,@ARIL 15-18 ,8.5,,16,68,0,,5,6,27,0,,1,0,95,,95%
Frank Gore RB IND (11),,@SEAL 18-46 ,8,,12,46,0,,3,3,34,0,,0,0,80,,87%
Alfred Morris RB DAL (6),,LAL 30-35 ,7.6,,2,76,0,,0,0,0,0,,0,0,76,,48%
OUTJames White RB NE (9),,CARL 30-33 ,7.4,,1,7,0,,10,12,47,0,,0,0,54,,62%
IRRobert Turbin RB IND (11),,@SEAL 18-46 ,6.8,,6,8,1,,0,0,0,0,,0,1,8,,5%
IRChris Carson RB SEA (6),,INDW 46-18 ,6.6,,12,42,0,,3,3,24,0,,0,0,66,,23%
Chris Johnson RB ARI (8),,SFW 18-15 ,6.3,,13,32,0,,3,3,31,0,,0,0,63,,4%
Mark Ingram RB NO (5),,@MIAW 20-0 ,6.2,,14,45,0,,4,8,17,0,,0,0,62,,97%
Alex Collins RB BAL (10),,PITL 9-26 ,6.2,,9,82,0,,0,2,0,0,,1-1,0,132,,72%
OUTJay Ajayi RB MIA (1),,NOL 0-20 ,5.4,,12,46,0,,1,1,8,0,,0,0,54,,92%
OUTEddie Lacy RB SEA (6),,INDW 46-18 ,5.2,,11,52,0,,0,0,0,0,,0,0,52,,42%
OUTMike Gillislee RB NE (9),,CARL 30-33 ,4.9,,12,49,0,,0,0,0,0,,0,0,49,,52%
Christian McCaffrey RB CAR (11),,@NEW 33-30 ,4.9,,6,16,0,,4,6,33,0,,0,0,132,,91%
Jonathan Stewart RB CAR (11),,@NEW 33-30 ,4.8,,14,68,0,,0,1,0,0,,1-1,0,68,,75%
Joe Mixon RB CIN (6),,@CLEW 31-7 ,4.8,,17,29,0,,4,4,19,0,,0,0,48,,85%
Tarik Cohen RB CHI (9),,@GBL 14-35 ,4.8,,6,24,0,,4,4,24,0,,0,0,55,,51%
OUTJamaal Charles RB DEN (5),,OAKW 16-10 ,4.7,,5,33,0,,1,1,14,0,,0,0,47,,41%
IRD'Onta Foreman RB HOU (7),,TENW 57-14 ,4.5,,13,45,0,,0,0,0,0,,0,0,45,,23%
Javorius Allen RB BAL (10),,PITL 9-26 ,4.4,,2,7,0,,6,6,37,0,,0,0,44,,46%
Chris Ivory RB JAC (8),,@NYJL 20-23 ,4.4,,9,42,0,,1,3,2,0,,0,0,44,,28%
OUTDeMarco Murray RB TEN (8),,@HOUL 14-57 ,3.5,,7,31,0,,2,2,4,0,,0,0,35,,95%
Charcandrick West RB KC (10),,WASW 29-20 ,3.5,,1,2,0,,5,5,33,0,,0,0,35,,15%
Corey Clement RB PHI (10),,@LACW 26-24 ,3,,10,30,0,,0,0,0,0,,0,0,30,,20%
Melvin Gordon RB LAC (9),,PHIL 24-26 ,2.9,,10,22,0,,1,3,7,0,,0,0,29,,96%
Latavius Murray RB MIN (9),,DETL 7-14 ,2.9,,7,21,0,,2,2,8,0,,0,0,29,,82%
IRTy Montgomery RB GB (8),,CHIW 35-14 ,2.8,,5,28,0,,0,0,0,0,,0,0,28,,64%
Isaiah Crowell RB CLE (9),,CINL 7-31 ,2.7,,7,20,0,,1,2,7,0,,0,0,27,,85%
Jalen Richard RB OAK (10),,@DENL 10-16 ,2.7,,2,7,0,,1,1,20,0,,0,0,35,,21%
QSamaje Perine RB WAS (5),,@KCL 20-29 ,2.7,,6,27,0,,0,0,0,0,,0,0,27,,74%
Benny Cunningham RB CHI (9),,@GBL 14-35 ,2.6,,5,26,0,,0,0,0,0,,0,0,51,,3%
IRJames Conner RB PIT (9),,@BALW 26-9 ,2.6,,4,26,0,,0,0,0,0,,0,0,26,,17%
Shane Vereen RB NYG (8),,@TBL 23-25 ,2.5,,5,14,0,,1,2,11,0,,0,0,25,,15%
Kyle Juszczyk RB SF (11),,@ARIL 15-18 ,2.3,,1,8,0,,3,3,15,0,,0,0,23,,3%
IRRob Kelley RB WAS (5),,@KCL 20-29 ,2.3,,7,23,0,,0,1,0,0,,0,0,23,,44%
Mike Tolbert RB BUF (6),,@ATLW 23-17 ,2.1,,8,31,0,,0,0,0,0,,1,0,31,,6%
Charles Sims RB TB (1),,NYGW 25-23 ,2.1,,1,14,0,,1,1,7,0,,0,0,21,,13%
Matt Breida RB SF (11),,@ARIL 15-18 ,2,,9,16,0,,1,3,4,0,,0,0,20,,17%
Paul Perkins RB NYG (8),,@TBL 23-25 ,1.9,,9,13,0,,1,2,6,0,,0,0,19,,34%
Ryan Hewitt RB CIN (6),,@CLEW 31-7 ,1.6,,0,0,0,,1,1,16,0,,0,0,16,,0%
IRJeremy Hill RB CIN (6),,@CLEW 31-7 ,1.6,,6,16,0,,1,1,10,0,,1,0,26,,35%
Jamize Olawale RB OAK (10),,@DENL 10-16 ,1.5,,1,2,0,,2,2,13,0,,0,0,15,,1%
James Develin RB NE (9),,CARL 30-33 ,1.4,,0,0,0,,2,2,14,0,,0,0,14,,0%
Tommy Bohanon RB JAC (8),,@NYJL 20-23 ,1.4,,0,0,0,,2,2,14,0,,0,0,14,,0%
Malcolm Brown RB LA (8),,@DALW 35-30 ,1.4,,1,0,0,,1,1,14,0,,0,0,14,,5%
Devontae Booker RB DEN (5),,OAKW 16-10 ,1.4,,3,14,0,,0,0,0,0,,0,0,14,,26%
Jamaal Williams RB GB (8),,CHIW 35-14 ,1.3,,4,11,0,,1,1,2,0,,0,0,13,,74%
Marshawn Lynch RB OAK (10),,@DENL 10-16 ,1.2,,9,12,0,,0,1,0,0,,0,0,12,,91%
QTheo Riddick RB DET (7),,@MINW 14-7 ,1.2,,4,4,0,,1,2,8,0,,0,0,12,,65%
Alfred Blue RB HOU (7),,TENW 57-14 ,1.2,,4,12,0,,0,0,0,0,,0,0,12,,4%
Derrick Coleman RB ATL (5),,BUFL 17-23 ,1.1,,0,0,0,,1,2,11,0,,0,0,11,,0%
Matt Jones RB IND (11),,@SEAL 18-46 ,1.1,,4,11,0,,0,0,0,0,,0,0,11,,5%
Kenyan Drake RB MIA (1),,NOL 0-20 ,1.1,,1,6,0,,2,3,5,0,,0,0,11,,67%
Aaron Ripkowski RB GB (8),,CHIW 35-14 ,1,,1,4,0,,1,2,6,0,,0,0,10,,0%
Kerwynn Williams RB ARI (8),,SFW 18-15 ,0.9,,1,-1,0,,1,1,10,0,,0,0,16,,17%
IRChris Thompson RB WAS (5),,@KCL 20-29 ,0.7,,6,23,0,,1,2,4,0,,1-1,0,27,,46%
Derrick Henry RB TEN (8),,@HOUL 14-57 ,0.7,,6,7,0,,0,0,0,0,,0,0,7,,79%
IRAdrian Peterson RB NO (5),,@MIAW 20-0 ,0.4,,4,4,0,,0,0,0,0,,0,0,4,,73%
DeAndre Washington RB OAK (10),,@DENL 10-16 ,0.4,,1,4,0,,0,1,0,0,,0,0,4,,18%
Corey Grant RB JAC (8),,@NYJL 20-23 ,0.4,,2,9,0,,1,1,-5,0,,0,0,24,,2%
Branden Oliver RB LAC (9),,PHIL 24-26 ,0.3,,2,1,0,,1,1,2,0,,0,0,3,,4%
David Fluellen RB TEN (8),,@HOUL 14-57 ,0.3,,1,3,0,,0,0,0,0,,0,0,3,,0%
Peyton Barber RB TB (1),,NYGW 25-23 ,0.2,,2,2,0,,0,0,0,0,,0,0,2,,23%
Matthew Dayes RB CLE (9),,CINL 7-31 ,0.2,,1,2,0,,0,0,0,0,,0,0,2,,2%
OUTDamien Williams RB MIA (1),,NOL 0-20 ,0.1,,1,1,0,,0,2,0,0,,0,0,1,,17%
Terrell Watson RB PIT (9),,@BALW 26-9 ,0.1,,1,1,0,,0,0,0,0,,0,0,37,,1%
Elijhaa Penny RB ARI (8),,SFW 18-15 ,0.1,,1,1,0,,0,0,0,0,,0,0,1,,2%
IRTaiwan Jones RB BUF (6),,@ATLW 23-17 ,0,,0,0,0,,0,0,0,0,,0,0,50,,0%
OUTJordan Todman RB HOU (7),,TENW 57-14 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
Brandon Bolden RB NE (9),,CARL 30-33 ,0,,0,0,0,,0,0,0,0,,0,0,0,,1%
Kenjon Barner RB PHI (10),,@LACW 26-24 ,0,,0,0,0,,0,0,0,0,,0,0,15,,1%
IRRaheem Mostert RB SF (11),,@ARIL 15-18 ,0,,0,0,0,,0,0,0,0,,0,0,0,,0%
OUTRod Smith RB DAL (6),,LAL 30-35 ,0,,0,0,0,,0,0,0,0,,0,0,0,,20%
