Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
Aaron Donald DL LA (8),,ATLL 13-26 ,5,,1,4,0,0.5,0,0,0,,73%
Morgan Fox DL LA (8),,ATLL 13-26 ,5,,1,4,0,0.5,0,0,0,,1%
Sylvester Williams DL TEN (8),,@KCW 22-21 ,4,,0,2,0,1,0,0,0,,0%
Takkarist McKinley DL ATL (5),,@LAW 26-13 ,4,,1,2,0,1,0,0,0,,10%
Calais Campbell DL JAC (8),,BUF0:192nd,3,,1,3,0,0,0,0,0,,89%
Malik Jackson DL JAC (8),,BUF0:192nd,3,,0,1,0,1,0,0,0,,22%
Marcell Dareus DL JAC (8),,BUF0:192nd,2,,0,2,0,0,0,0,0,,13%
Dontari Poe DL ATL (5),,@LAW 26-13 ,2,,1,2,0,0,0,0,0,,4%
Tyrunn Walker DL LA (8),,ATLL 13-26 ,2,,1,2,0,0,0,0,0,,1%
Abry Jones DL JAC (8),,BUF0:192nd,2,,0,2,0,0,0,0,0,,1%
Ethan Westbrooks DL LA (8),,ATLL 13-26 ,2,,1,2,0,0,0,0,0,,1%
Rickey Hatley DL BUF (6),,@JAC0:192nd,2,,0,2,0,0,0,0,0,,0%
Kyle Williams DL BUF (6),,@JAC0:192nd,1,,0,1,0,0,0,0,0,,12%
Adrian Clayborn DL ATL (5),,@LAW 26-13 ,1,,0,1,0,0,0,0,0,,23%
Jurrell Casey DL TEN (8),,@KCW 22-21 ,1,,3,1,0,0,0,0,0,,28%
QMichael Brockers DL LA (8),,ATLL 13-26 ,1,,1,0,0,0.5,0,0,0,,30%
Ryan Davis DL BUF (6),,@JAC0:192nd,1,,0,1,0,0,0,0,0,,0%
David King DL TEN (8),,@KCW 22-21 ,1,,1,1,0,0,0,0,0,,0%
Justin Hamilton DL KC (10),,TENL 21-22 ,1,,0,1,0,0,0,0,0,,0%
QChris Jones DL KC (10),,TENL 21-22 ,1,,1,1,0,0,0,0,0,,24%
Eddie Yarbrough DL BUF (6),,@JAC0:192nd,1,,0,1,0,0,0,0,0,,1%
Samson Ebukam DL LA (8),,ATLL 13-26 ,1,,0,1,0,0,0,0,0,,1%
Jerry Hughes DL BUF (6),,@JAC0:192nd,0,,1,0,0,0,0,0,0,,32%
Allen Bailey DL KC (10),,TENL 21-22 ,0,,1,0,0,0,0,0,0,,7%
Bennie Logan DL KC (10),,TENL 21-22 ,0,,1,0,0,0,0,0,0,,10%
Grady Jarrett DL ATL (5),,@LAW 26-13 ,0,,0,0,0,0,0,0,0,,10%
Austin Johnson DL TEN (8),,@KCW 22-21 ,0,,2,0,0,0,0,0,0,,0%
