Name,,Opp,FPts,,Ast,Solo,INT,Sack,FF,FR,TD,,% Own
Budda Baker DB ARI (8),,@HOUL 21-31 ,18,,2,11,0,1,2,1,0,,31%
Vonn Bell DB NO (5),,WASW 34-31 ,14,,3,10,0,1,1,0,0,,31%
Adoree' Jackson DB TEN (8),,@PITL 17-40 ,13.5,,0,11,0,0,1,0,0,,39%
IRLandon Collins DB NYG (8),,KCW 12-9 ,13,,4,11,1,0,0,0,0,,86%
Ronald Darby DB PHI (10),,@DALW 37-9 ,10,,0,8,1,0,0,0,0,,10%
Patrick Chung DB NE (9),,@OAKW 33-8 ,9,,1,8,0,0,0,1,0,,26%
Anthony Harris DB MIN (9),,LAW 24-7 ,9,,1,6,0,0,1,1,0,,0%
Casey Hayward DB LAC (9),,BUFW 54-24 ,8,,0,4,2,0,0,0,0,,14%
Jordan Poyer DB BUF (6),,@LACL 24-54 ,8,,3,8,0,0,0,0,0,,58%
Darqueze Dennard DB CIN (6),,@DENW 20-17 ,8,,0,8,0,0,0,0,0,,19%
E.J. Gaines DB BUF (6),,@LACL 24-54 ,8,,1,8,0,0,0,0,0,,4%
Artie Burns DB PIT (9),,TENW 40-17 ,8,,0,8,0,0,0,0,0,,3%
Ryan Smith DB TB (1),,@MIAW 30-20 ,8,,0,5,0,0,1,1,0,,1%
John Johnson DB LA (8),,@MINL 7-24 ,8,,0,8,0,0,0,0,0,,3%
Desmond Trufant DB ATL (5),,@SEAW 34-31 ,7,,0,5,1,0,0,0,0,,7%
D.J. Hayden DB DET (7),,@CHIW 27-24 ,7,,1,0,0,0,0,1,1,,2%
Robert Alford DB ATL (5),,@SEAW 34-31 ,7,,3,7,0,0,0,0,0,,10%
D.J. Swearinger DB WAS (5),,@NOL 31-34 ,7,,1,5,1,0,0,0,0,,13%
Ha Ha Clinton-Dix DB GB (8),,BALL 0-23 ,7,,0,5,1,0,0,0,0,,64%
Daniel Sorensen DB KC (10),,@NYGL 9-12 ,7,,1,5,1,0,0,0,0,,39%
Eric Weddle DB BAL (10),,@GBW 23-0 ,6,,0,4,1,0,0,0,0,,58%
Aqib Talib DB DEN (5),,CINL 17-20 ,6,,0,4,0,0,1,0,0,,12%
Kareem Jackson DB HOU (7),,ARIW 31-21 ,6,,1,6,0,0,0,0,0,,6%
Dre Kirkpatrick DB CIN (6),,@DENW 20-17 ,6,,0,4,1,0,0,0,0,,4%
IRTavon Wilson DB DET (7),,@CHIW 27-24 ,6,,1,6,0,0,0,0,0,,18%
IRJanoris Jenkins DB NYG (8),,KCW 12-9 ,6,,1,4,1,0,0,0,0,,11%
Robert Golden DB PIT (9),,TENW 40-17 ,6,,1,4,1,0,0,0,0,,0%
Tyrann Mathieu DB ARI (8),,@HOUL 21-31 ,6,,1,6,0,0,0,0,0,,62%
Johnathan Cyprien DB TEN (8),,@PITL 17-40 ,6,,4,6,0,0,0,0,0,,44%
Jamar Taylor DB CLE (9),,JACL 7-19 ,6,,0,4,0,0,1,0,0,,2%
Logan Ryan DB TEN (8),,@PITL 17-40 ,6,,2,6,0,0,0,0,0,,18%
Tre Boston DB LAC (9),,BUFW 54-24 ,6,,0,4,1,0,0,0,0,,9%
OUTAdrian Phillips DB LAC (9),,BUFW 54-24 ,6,,0,6,0,0,0,0,0,,3%
Adrian Amos DB CHI (9),,DETL 24-27 ,6,,0,6,0,0,0,0,0,,45%
QKarl Joseph DB OAK (10),,NEL 8-33 ,6,,1,6,0,0,0,0,0,,51%
OUTJalen Mills DB PHI (10),,@DALW 37-9 ,6,,1,6,0,0,0,0,0,,45%
Mike Hilton DB PIT (9),,TENW 40-17 ,6,,2,4,1,0,0,0,0,,1%
IRJustin Evans DB TB (1),,@MIAW 30-20 ,6,,0,4,1,0,0,0,0,,14%
Marcus Williams DB NO (5),,WASW 34-31 ,6,,1,6,0,0,0,0,0,,4%
Josh Jones DB GB (8),,BALL 0-23 ,6,,1,6,0,0,0,0,0,,14%
OUTDeAngelo Hall DB WAS (5),,@NOL 31-34 ,5,,1,5,0,0,0,0,0,,2%
Malcolm Jenkins DB PHI (10),,@DALW 37-9 ,5,,1,3,1,0,0,0,0,,44%
Reshad Jones DB MIA (1),,TBL 20-30 ,5,,1,5,0,0,0,0,0,,91%
Robert McClain DB TB (1),,@MIAW 30-20 ,5,,1,3,1,0,0,0,0,,2%
Ron Parker DB KC (10),,@NYGL 9-12 ,5,,0,5,0,0,0,0,0,,14%
Stephon Gilmore DB NE (9),,@OAKW 33-8 ,5,,0,5,0,0,0,0,0,,4%
Josh Norman DB WAS (5),,@NOL 31-34 ,5,,2,5,0,0,0,0,0,,17%
Trumaine Johnson DB LA (8),,@MINL 7-24 ,5,,1,5,0,0,0,0,0,,33%
Eddie Pleasant DB HOU (7),,ARIW 31-21 ,5,,1,3,1,0,0,0,0,,1%
Andre Hal DB HOU (7),,ARIW 31-21 ,5,,1,3,1,0,0,0,0,,3%
Ross Cockrell DB NYG (8),,KCW 12-9 ,5,,1,5,0,0,0,0,0,,0%
T.J. Carrie DB OAK (10),,NEL 8-33 ,5,,2,5,0,0,0,0,0,,17%
Steven Nelson DB KC (10),,@NYGL 9-12 ,5,,0,5,0,0,0,0,0,,2%
P.J. Williams DB NO (5),,WASW 34-31 ,5,,3,5,0,0,0,0,0,,3%
Keanu Neal DB ATL (5),,@SEAW 34-31 ,5,,4,5,0,0,0,0,0,,84%
Kendall Fuller DB WAS (5),,@NOL 31-34 ,5,,2,5,0,0,0,0,0,,2%
IRJustin Simmons DB DEN (5),,CINL 17-20 ,5,,0,5,0,0,0,0,0,,18%
Trevor Williams DB LAC (9),,BUFW 54-24 ,5,,0,3,1,0,0,0,0,,3%
Jonathan Jones DB NE (9),,@OAKW 33-8 ,5,,0,5,0,0,0,0,0,,0%
Andrew Adams DB NYG (8),,KCW 12-9 ,5,,0,5,0,0,0,0,0,,0%
Terence Newman DB MIN (9),,LAW 24-7 ,4,,0,4,0,0,0,0,0,,1%
Tramon Williams DB ARI (8),,@HOUL 21-31 ,4,,0,4,0,0,0,0,0,,2%
Reggie Nelson DB OAK (10),,NEL 8-33 ,4,,1,4,0,0,0,0,0,,20%
Dominique Rodgers-Cromartie DB NYG (8),,KCW 12-9 ,4,,2,4,0,0,0,0,0,,7%
Glover Quin DB DET (7),,@CHIW 27-24 ,4,,0,4,0,0,0,0,0,,61%
Patrick Robinson DB PHI (10),,@DALW 37-9 ,4,,0,4,0,0,0,0,0,,5%
Patrick Peterson DB ARI (8),,@HOUL 21-31 ,4,,0,2,1,0,0,0,0,,12%
IRJimmy Smith DB BAL (10),,@GBW 23-0 ,4,,0,2,1,0,0,0,0,,5%
Chris Conte DB TB (1),,@MIAW 30-20 ,4,,1,2,0,0,1,0,0,,25%
OUTRodney McLeod DB PHI (10),,@DALW 37-9 ,4,,1,2,1,0,0,0,0,,15%
QShawn Williams DB CIN (6),,@DENW 20-17 ,4,,1,3,0,0,0,1,0,,5%
T.J. McDonald DB MIA (1),,TBL 20-30 ,4,,1,4,0,0,0,0,0,,11%
Kemal Ishmael DB ATL (5),,@SEAW 34-31 ,4,,2,2,0,1,0,0,0,,1%
Tony Jefferson DB BAL (10),,@GBW 23-0 ,4,,0,4,0,0,0,0,0,,42%
A.J. Bouye DB JAC (8),,@CLEW 19-7 ,4,,0,2,1,0,0,0,0,,17%
Bradley McDougald DB SEA (6),,ATLL 31-34 ,4,,1,4,0,0,0,0,0,,12%
Lamarcus Joyner DB LA (8),,@MINL 7-24 ,4,,0,4,0,0,0,0,0,,15%
Byron Jones DB DAL (6),,PHIL 9-37 ,4,,1,4,0,0,0,0,0,,26%
Quandre Diggs DB DET (7),,@CHIW 27-24 ,4,,0,4,0,0,0,0,0,,2%
Jalen Ramsey DB JAC (8),,@CLEW 19-7 ,4,,2,4,0,0,0,0,0,,26%
Sean Davis DB PIT (9),,TENW 40-17 ,4,,1,2,1,0,0,0,0,,42%
Tre'Davious White DB BUF (6),,@LACL 24-54 ,4,,1,4,0,0,0,0,0,,41%
Marlon Humphrey DB BAL (10),,@GBW 23-0 ,4,,1,2,1,0,0,0,0,,3%
Cordrea Tankersley DB MIA (1),,TBL 20-30 ,4,,2,4,0,0,0,0,0,,1%
IRMontae Nicholson DB WAS (5),,@NOL 31-34 ,4,,0,4,0,0,0,0,0,,0%
Xavier Woods DB DAL (6),,PHIL 9-37 ,4,,1,4,0,0,0,0,0,,1%
Sean Smith DB OAK (10),,NEL 8-33 ,3,,0,3,0,0,0,0,0,,1%
Lardarius Webb DB BAL (10),,@GBW 23-0 ,3,,1,3,0,0,0,0,0,,7%
Earl Thomas DB SEA (6),,ATLL 31-34 ,3,,3,3,0,0,0,0,0,,36%
Sherrick McManis DB CHI (9),,DETL 24-27 ,3,,0,3,0,0,0,0,0,,0%
OUTTramaine Brock DB MIN (9),,LAW 24-7 ,3,,0,3,0,0,0,0,0,,1%
Prince Amukamara DB CHI (9),,DETL 24-27 ,3,,0,3,0,0,0,0,0,,3%
Byron Maxwell DB SEA (6),,ATLL 31-34 ,3,,0,3,0,0,0,0,0,,2%
George Iloka DB CIN (6),,@DENW 20-17 ,3,,3,3,0,0,0,0,0,,4%
OUTCoty Sensabaugh DB PIT (9),,TENW 40-17 ,3,,2,1,1,0,0,0,0,,0%
Tashaun Gipson DB JAC (8),,@CLEW 19-7 ,3,,1,3,0,0,0,0,0,,15%
Darius Slay DB DET (7),,@CHIW 27-24 ,3,,0,3,0,0,0,0,0,,22%
Duron Harmon DB NE (9),,@OAKW 33-8 ,3,,0,1,1,0,0,0,0,,0%
Jahleel Addae DB LAC (9),,BUFW 54-24 ,3,,0,3,0,0,0,0,0,,38%
OUTNevin Lawson DB DET (7),,@CHIW 27-24 ,3,,0,3,0,0,0,0,0,,1%
Bashaud Breeland DB WAS (5),,@NOL 31-34 ,3,,0,3,0,0,0,0,0,,11%
Trae Waynes DB MIN (9),,LAW 24-7 ,3,,0,3,0,0,0,0,0,,30%
Josh Shaw DB CIN (6),,@DENW 20-17 ,3,,2,3,0,0,0,0,0,,0%
Darian Thompson DB NYG (8),,KCW 12-9 ,3,,2,3,0,0,0,0,0,,5%
Xavien Howard DB MIA (1),,TBL 20-30 ,3,,0,3,0,0,0,0,0,,4%
IRDerrick Kindred DB CLE (9),,JACL 7-19 ,3,,2,3,0,0,0,0,0,,3%
Anthony Brown DB DAL (6),,PHIL 9-37 ,3,,0,3,0,0,0,0,0,,2%
Brian Poole DB ATL (5),,@SEAW 34-31 ,3,,2,3,0,0,0,0,0,,5%
Marwin Evans DB GB (8),,BALL 0-23 ,3,,0,3,0,0,0,0,0,,0%
IRObi Melifonwu DB OAK (10),,NEL 8-33 ,3,,0,3,0,0,0,0,0,,6%
Desmond King DB LAC (9),,BUFW 54-24 ,3,,0,3,0,0,0,0,0,,39%
Michael Davis DB LAC (9),,BUFW 54-24 ,3,,0,3,0,0,0,0,0,,0%
